fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2023,1,0.0003309153292384274,0.0008549050215546705,0.003529818150024002,0.0031989028207855745
2024,2,0.0010410128727638636,0.0028311247776847104,0.010548001688296926,0.009506988815533062
2025,3,0.002421049422495916,0.007322671893241811,0.02532364410462544,0.022902594682129525
