fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2023,1,0.00017051322680871117,0.00048579521899468157,0.002638452030963079,0.0024679388041543675
2024,2,0.0005361183468233426,0.0016103368600775328,0.007881199606760467,0.007345081259937124
2025,3,0.0012463305495047019,0.00417346209551517,0.01891429811112644,0.01766796756162174
