District,District Code,fiscal_year,enrollment_total,n_black,n_hispanic,n_white,n_native_american,n_asian,n_two_or_more,n_pacific_islander,n_ell,n_free_lunch,n_reduced_lunch,n_sped,n_frpl,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_ell,pct_free_lunch,pct_frpl,pct_sped,pct_nonwhite
Norwalk School District,1030011,2020,11716.0,1768.0,6027.0,3030.0,18.0,539.0,325.0,9.0,2047.0,5917.0,1274.0,1720.0,7191.0,7795.0,25.862068965517242,15.090474564697848,51.442471833390236,4.600546261522704,0.15363605326049848,2.773984294981222,0.07681802663024924,66.53294639808809,17.471833390235574,50.50358484124274,61.377603277569136,14.680778422669855,74.13793103448276
Norwich Free Academy District,9010022,2020,2266.0,333.0,394.0,1186.0,26.0,180.0,136.0,11.0,212.0,988.0,190.0,253.0,1178.0,727.0,52.338923212709624,14.6954986760812,17.387466902030006,7.94351279788173,1.1473962930273611,6.001765225066196,0.48543689320388345,32.082965578111214,9.355692850838482,43.60105913503972,51.985878199470434,11.165048543689322,47.661076787290376
Norwich School District,1040011,2020,3588.0,663.0,1238.0,1063.0,18.0,230.0,363.0,13.0,641.0,2207.0,209.0,695.0,2416.0,1901.0,29.62653288740245,18.478260869565215,34.50390189520624,6.41025641025641,0.5016722408026756,10.117056856187292,0.36231884057971014,52.98216276477146,17.86510590858417,61.51059085841695,67.33556298773689,19.370122630992196,70.37346711259755
Odyssey Community School District,2630013,2020,329.0,70.0,63.0,111.0,,61.0,,0.0,51.0,108.0,33.0,25.0,141.0,133.0,33.73860182370821,21.27659574468085,19.148936170212767,18.541033434650455,,,0.0,40.42553191489361,15.501519756838904,32.82674772036474,42.857142857142854,7.598784194528875,66.26139817629179
Old Saybrook School District,1060011,2020,1195.0,,150.0,954.0,0.0,43.0,33.0,,68.0,227.0,102.0,174.0,329.0,153.0,79.8326359832636,,12.552301255230125,3.5983263598326363,0.0,2.761506276150628,,12.803347280334728,5.690376569037657,18.99581589958159,27.531380753138073,14.560669456066947,20.1673640167364
Orange School District,1070011,2020,1236.0,22.0,85.0,898.0,,171.0,58.0,,71.0,118.0,44.0,118.0,162.0,107.0,72.65372168284789,1.779935275080906,6.877022653721683,13.834951456310678,,4.692556634304207,,8.656957928802589,5.744336569579287,9.546925566343042,13.106796116504855,9.546925566343042,27.346278317152112
Oxford School District,1080011,2020,1722.0,25.0,153.0,1474.0,,40.0,25.0,,49.0,187.0,45.0,200.0,232.0,178.0,85.59814169570267,1.4518002322880372,8.885017421602788,2.3228803716608595,,1.4518002322880372,,10.336817653890824,2.8455284552845526,10.859465737514517,13.472706155632984,11.614401858304298,14.401858304297335
Park City Prep Charter School District,2830013,2020,361.0,157.0,175.0,19.0,,,,,27.0,249.0,50.0,34.0,299.0,332.0,5.263157894736842,43.49030470914128,48.476454293628805,,,,,91.96675900277008,7.479224376731302,68.97506925207756,82.82548476454294,9.418282548476455,94.73684210526316
Plainfield School District,1090011,2020,2180.0,92.0,137.0,1857.0,20.0,32.0,27.0,15.0,35.0,1009.0,205.0,368.0,1214.0,229.0,85.18348623853211,4.220183486238533,6.284403669724771,1.4678899082568808,0.9174311926605505,1.2385321100917432,0.6880733944954129,10.504587155963304,1.6055045871559634,46.284403669724774,55.688073394495405,16.88073394495413,14.816513761467888
Plainville School District,1100011,2020,2356.0,106.0,470.0,1603.0,,60.0,109.0,,165.0,721.0,208.0,323.0,929.0,576.0,68.0390492359932,4.4991511035653655,19.949066213921903,2.5466893039049237,,4.626485568760611,,24.448217317487266,7.00339558573854,30.602716468590828,39.431239388794566,13.709677419354838,31.960950764006796
Plymouth School District,1110011,2020,1368.0,,164.0,1112.0,,23.0,55.0,0.0,20.0,463.0,126.0,250.0,589.0,167.0,81.28654970760235,,11.988304093567251,1.6812865497076022,,4.02046783625731,0.0,12.207602339181287,1.461988304093567,33.845029239766085,43.05555555555556,18.27485380116959,18.713450292397653
Pomfret School District,1120011,2020,385.0,,6.0,360.0,0.0,9.0,6.0,,0.0,72.0,26.0,39.0,98.0,9.0,93.5064935064935,,1.5584415584415585,2.3376623376623376,0.0,1.5584415584415585,,2.3376623376623376,0.0,18.7012987012987,25.454545454545453,10.129870129870131,6.493506493506501
Portland School District,1130011,2020,1310.0,43.0,191.0,986.0,,20.0,67.0,,43.0,292.0,56.0,182.0,348.0,234.0,75.26717557251908,3.2824427480916034,14.580152671755725,1.5267175572519083,,5.114503816793893,,17.862595419847327,3.2824427480916034,22.290076335877863,26.564885496183205,13.893129770992365,24.73282442748092
Preston School District,1140011,2020,438.0,6.0,33.0,368.0,,12.0,16.0,,12.0,98.0,36.0,77.0,134.0,39.0,84.01826484018264,1.36986301369863,7.534246575342466,2.73972602739726,,3.65296803652968,,8.904109589041095,2.73972602739726,22.37442922374429,30.59360730593607,17.579908675799086,15.981735159817362
Putnam School District,1160011,2020,1175.0,22.0,156.0,918.0,0.0,,65.0,,47.0,538.0,102.0,223.0,640.0,178.0,78.12765957446808,1.872340425531915,13.276595744680849,,0.0,5.531914893617021,,15.148936170212766,4.0,45.787234042553195,54.46808510638298,18.97872340425532,21.872340425531917
Redding School District,1170011,2020,836.0,15.0,82.0,686.0,,20.0,31.0,,12.0,46.0,16.0,155.0,62.0,97.0,82.05741626794259,1.7942583732057416,9.808612440191387,2.3923444976076556,,3.7081339712918657,,11.602870813397129,1.4354066985645932,5.502392344497608,7.4162679425837315,18.54066985645933,17.942583732057415
Regional School District 01,2010012,2020,362.0,,53.0,285.0,0.0,,15.0,0.0,6.0,121.0,38.0,62.0,159.0,56.0,78.72928176795581,,14.64088397790055,,0.0,4.143646408839778,0.0,15.469613259668508,1.6574585635359116,33.42541436464088,43.92265193370166,17.12707182320442,21.27071823204419
Regional School District 04,2040012,2020,858.0,,43.0,765.0,,17.0,24.0,0.0,11.0,152.0,42.0,156.0,194.0,46.0,89.16083916083916,,5.011655011655012,1.9813519813519813,,2.797202797202797,0.0,5.361305361305361,1.282051282051282,17.715617715617714,22.61072261072261,18.181818181818183,10.83916083916084
Regional School District 05,2050012,2020,2185.0,73.0,64.0,1627.0,,325.0,90.0,,15.0,163.0,45.0,287.0,208.0,137.0,74.46224256292906,3.3409610983981692,2.9290617848970255,14.874141876430205,,4.118993135011442,,6.270022883295194,0.6864988558352403,7.459954233409611,9.519450800915331,13.135011441647599,25.537757437070937
Regional School District 06,2060012,2020,917.0,11.0,36.0,829.0,,7.0,28.0,,13.0,168.0,52.0,157.0,220.0,47.0,90.40348964013086,1.1995637949836424,3.925845147219193,0.7633587786259541,,3.0534351145038165,,5.125408942202835,1.4176663031624863,18.3206106870229,23.991275899672846,17.121046892039256,9.596510359869143
Regional School District 07,2070012,2020,1036.0,,25.0,972.0,0.0,9.0,19.0,,,132.0,63.0,201.0,195.0,28.0,93.82239382239382,,2.413127413127413,0.8687258687258688,0.0,1.833976833976834,,2.7027027027027026,,12.741312741312742,18.822393822393824,19.401544401544403,6.1776061776061795
Regional School District 08,2080012,2020,1412.0,18.0,72.0,1282.0,,29.0,9.0,,6.0,169.0,45.0,205.0,214.0,90.0,90.79320113314448,1.2747875354107647,5.099150141643059,2.0538243626062327,,0.6373937677053824,,6.373937677053824,0.424929178470255,11.968838526912181,15.155807365439095,14.518413597733712,9.206798866855522
Regional School District 09,2090012,2020,867.0,7.0,59.0,723.0,0.0,34.0,44.0,0.0,,71.0,23.0,117.0,94.0,66.0,83.39100346020761,0.8073817762399077,6.805074971164937,3.9215686274509802,0.0,5.074971164936563,0.0,7.612456747404845,,8.189158016147635,10.841983852364475,13.494809688581316,16.608996539792386
Regional School District 10,2100012,2020,2242.0,,101.0,1907.0,,23.0,191.0,0.0,34.0,250.0,49.0,298.0,299.0,104.0,85.05798394290812,,4.504906333630688,1.0258697591436219,,8.519179304192685,0.0,4.63871543264942,1.5165031222123104,11.150758251561106,13.336306868867082,13.291703835860838,14.942016057091877
Regional School District 11,2110012,2020,207.0,,14.0,179.0,0.0,0.0,,0.0,,80.0,11.0,41.0,91.0,17.0,86.47342995169082,,6.763285024154589,0.0,0.0,,0.0,8.212560386473431,,38.64734299516908,43.96135265700483,19.806763285024154,13.526570048309182
Regional School District 12,2120012,2020,706.0,7.0,55.0,623.0,0.0,8.0,13.0,0.0,7.0,109.0,30.0,100.0,139.0,62.0,88.24362606232295,0.9915014164305949,7.790368271954675,1.13314447592068,0.0,1.8413597733711047,0.0,8.78186968838527,0.9915014164305949,15.439093484419264,19.688385269121813,14.164305949008499,11.756373937677054
Regional School District 13,2130012,2020,1517.0,,100.0,1337.0,,24.0,46.0,0.0,13.0,172.0,72.0,283.0,244.0,103.0,88.13447593935399,,6.591957811470007,1.5820698747528017,,3.032300593276203,0.0,6.789716545814106,0.8569545154911009,11.33816743572841,16.084377059986814,18.65524060646012,11.86552406064601
Regional School District 14,2140012,2020,1592.0,14.0,95.0,1420.0,7.0,27.0,29.0,0.0,18.0,224.0,52.0,253.0,276.0,109.0,89.19597989949749,0.8793969849246231,5.967336683417086,1.6959798994974875,0.4396984924623116,1.8216080402010049,0.0,6.8467336683417095,1.1306532663316584,14.07035175879397,17.33668341708543,15.891959798994975,10.804020100502512
Regional School District 15,2150012,2020,3677.0,63.0,218.0,3102.0,6.0,191.0,90.0,7.0,43.0,370.0,107.0,647.0,477.0,281.0,84.36225183573566,1.7133532771280935,5.928746260538483,5.1944519989121565,0.16317650258362795,2.447647538754419,0.19037258634756596,7.642099537666576,1.1694316018493336,10.062550992657057,12.972531955398422,17.59586619526788,15.637748164264337
Regional School District 16,2160012,2020,2084.0,71.0,139.0,1807.0,,,40.0,0.0,27.0,370.0,124.0,272.0,494.0,210.0,86.70825335892515,3.4069097888675626,6.6698656429942424,,,1.9193857965451053,0.0,10.076775431861803,1.2955854126679462,17.754318618042227,23.704414587332053,13.051823416506716,13.291746641074852
Regional School District 17,2170012,2020,1958.0,18.0,66.0,1785.0,0.0,34.0,55.0,0.0,19.0,196.0,55.0,341.0,251.0,84.0,91.16445352400409,0.9193054136874361,3.3707865168539324,1.7364657814096014,0.0,2.8089887640449436,0.0,4.290091930541369,0.9703779366700716,10.010214504596528,12.819203268641472,17.415730337078653,8.835546475995912
Regional School District 18,2180012,2020,1290.0,,77.0,1130.0,0.0,35.0,37.0,,30.0,175.0,46.0,175.0,221.0,80.0,87.59689922480621,,5.9689922480620154,2.7131782945736433,0.0,2.8682170542635657,,6.2015503875969,2.3255813953488373,13.565891472868216,17.131782945736436,13.565891472868216,12.403100775193792
Regional School District 19,2190012,2020,1102.0,12.0,106.0,817.0,,49.0,113.0,,8.0,246.0,65.0,169.0,311.0,118.0,74.13793103448276,1.0889292196007259,9.618874773139746,4.4464609800362975,,10.254083484573503,,10.707803992740473,0.7259528130671506,22.323049001814883,28.221415607985477,15.335753176043557,25.86206896551724
Ridgefield School District,1180011,2020,4707.0,30.0,363.0,3806.0,,320.0,179.0,,56.0,192.0,52.0,656.0,244.0,393.0,80.85829615466326,0.6373486297004461,7.711918419375398,6.798385383471425,,3.8028468238793285,,8.349267049075843,1.1897174421074994,4.0790312300828555,5.183768854896962,13.936690036116422,19.141703845336735
Rocky Hill School District,1190011,2020,2701.0,78.0,264.0,1415.0,,850.0,86.0,,215.0,446.0,148.0,334.0,594.0,342.0,52.388004442798966,2.8878193261754905,9.774157719363199,31.469825990373934,,3.184005923731951,,12.66197704553869,7.960014809329878,16.512402813772677,21.9918548685672,12.36579044798223,47.611995557201034
Salem School District,1210011,2020,422.0,7.0,32.0,357.0,,,15.0,0.0,,63.0,10.0,65.0,73.0,39.0,84.59715639810426,1.6587677725118484,7.5829383886255926,,,3.5545023696682465,0.0,9.24170616113744,,14.928909952606634,17.298578199052134,15.402843601895736,15.40284360189574
Salisbury School District,1220011,2020,284.0,10.0,20.0,228.0,,,22.0,0.0,11.0,54.0,18.0,29.0,72.0,30.0,80.28169014084507,3.5211267605633805,7.042253521126761,,,7.746478873239436,0.0,10.56338028169014,3.873239436619718,19.014084507042252,25.352112676056336,10.211267605633804,19.718309859154928
Scotland School District,1230011,2020,106.0,0.0,,,0.0,0.0,0.0,0.0,0.0,36.0,9.0,21.0,45.0,3.0,,0.0,,0.0,0.0,0.0,0.0,2.8301886792452833,0.0,33.9622641509434,42.45283018867924,19.81132075471698,
Seymour School District,1240011,2020,2179.0,114.0,368.0,1567.0,,79.0,47.0,,83.0,667.0,219.0,336.0,886.0,482.0,71.91372189077558,5.231757687012391,16.888480954566315,3.625516291877008,,2.1569527306103717,,22.120238641578705,3.8090867370353374,30.61037173015145,40.660853602569986,15.419917393299679,28.086278109224423
Sharon School District,1250011,2020,103.0,0.0,10.0,88.0,0.0,,,0.0,,27.0,14.0,28.0,41.0,10.0,85.43689320388349,0.0,9.70873786407767,,0.0,,0.0,9.70873786407767,,26.21359223300971,39.80582524271845,27.184466019417474,14.563106796116514
Shelton School District,1260011,2020,4674.0,323.0,789.0,3144.0,,259.0,150.0,,258.0,1081.0,364.0,702.0,1445.0,1112.0,67.26572528883183,6.910569105691057,16.880616174582798,5.541292255027813,,3.209242618741977,,23.791185280273854,5.5198973042362,23.127941805733848,30.91570389388104,15.019255455712452,32.73427471116817
Sherman School District,1270011,2020,275.0,,17.0,240.0,,7.0,,0.0,,,,40.0,,20.0,87.27272727272727,,6.181818181818182,2.5454545454545454,,,0.0,7.2727272727272725,,,,14.545454545454545,12.727272727272734
Side By Side Charter School District,2700013,2020,236.0,68.0,127.0,25.0,0.0,,,0.0,23.0,103.0,34.0,25.0,137.0,195.0,10.59322033898305,28.8135593220339,53.813559322033896,,0.0,,0.0,82.62711864406779,9.745762711864407,43.64406779661017,58.05084745762712,10.59322033898305,89.40677966101696
Simsbury School District,1280011,2020,4091.0,239.0,389.0,2993.0,,290.0,176.0,,63.0,439.0,164.0,606.0,603.0,628.0,73.16059643119041,5.842092397946712,9.508677584942557,7.0887313615253,,4.302126619408457,,15.35076998288927,1.5399657785382548,10.730872647274504,14.739672451723296,14.813004155463211,26.839403568809587
Somers School District,1290011,2020,1353.0,39.0,67.0,1205.0,,21.0,18.0,,8.0,117.0,22.0,199.0,139.0,106.0,89.06134515890614,2.882483370288248,4.951958610495196,1.5521064301552108,,1.3303769401330376,,7.834441980783444,0.5912786400591279,8.647450110864744,10.273466371027347,14.708056171470806,10.938654841093864
South Windsor School District,1320011,2020,4554.0,278.0,405.0,2489.0,,1144.0,229.0,,301.0,598.0,215.0,612.0,813.0,683.0,54.655248133509005,6.104523495827844,8.893280632411066,25.120772946859905,,5.028546332894159,,14.997804128238911,6.609574000878348,13.131313131313133,17.85243741765481,13.438735177865613,45.344751866490995
Southington School District,1310011,2020,6336.0,151.0,619.0,5053.0,,227.0,276.0,,125.0,1157.0,364.0,955.0,1521.0,770.0,79.75063131313132,2.383207070707071,9.769570707070708,3.58270202020202,,4.356060606060606,,12.152777777777777,1.9728535353535352,18.26073232323232,24.005681818181817,15.07260101010101,20.249368686868678
Sprague School District,1330011,2020,280.0,14.0,38.0,195.0,,,25.0,,8.0,120.0,38.0,51.0,158.0,52.0,69.64285714285714,5.0,13.571428571428571,,,8.928571428571429,,18.571428571428573,2.857142857142857,42.857142857142854,56.42857142857143,18.21428571428571,30.35714285714286
Stafford School District,1340011,2020,1459.0,,115.0,1263.0,,16.0,46.0,0.0,,455.0,149.0,216.0,604.0,118.0,86.56614119259767,,7.882111034955449,1.0966415352981496,,3.1528444139821796,0.0,8.087731322823851,,31.185743660041126,41.39821795750514,14.804660726525018,13.43385880740233
Stamford Academy District,2820013,2020,147.0,65.0,64.0,11.0,0.0,0.0,7.0,0.0,14.0,81.0,18.0,52.0,99.0,129.0,7.482993197278912,44.21768707482993,43.53741496598639,0.0,0.0,4.761904761904762,0.0,87.75510204081633,9.523809523809524,55.10204081632652,67.3469387755102,35.374149659863946,92.51700680272108
Stamford Charter School for Excellence District,2960013,2020,395.0,179.0,91.0,,0.0,112.0,6.0,,49.0,145.0,15.0,26.0,160.0,270.0,,45.31645569620253,23.037974683544306,28.354430379746837,0.0,1.5189873417721518,,68.35443037974683,12.40506329113924,36.708860759493675,40.50632911392405,6.582278481012659,
Stamford School District,1350011,2020,16600.0,2410.0,7391.0,5012.0,19.0,1183.0,566.0,19.0,2392.0,8524.0,1288.0,2405.0,9812.0,9801.0,30.19277108433735,14.518072289156628,44.524096385542165,7.126506024096385,0.11445783132530121,3.4096385542168677,0.11445783132530121,59.04216867469879,14.409638554216867,51.34939759036145,59.10843373493976,14.487951807228916,69.80722891566265
Sterling School District,1360011,2020,365.0,7.0,28.0,300.0,,,23.0,0.0,0.0,127.0,26.0,55.0,153.0,35.0,82.1917808219178,1.9178082191780823,7.671232876712329,,,6.301369863013699,0.0,9.58904109589041,0.0,34.794520547945204,41.917808219178085,15.068493150684931,17.808219178082197
Stonington School District,1370011,2020,1981.0,26.0,118.0,1702.0,,41.0,84.0,,13.0,445.0,90.0,313.0,535.0,144.0,85.91620393740536,1.3124684502776376,5.956587582029278,2.0696617869762743,,4.240282685512367,,7.269056032306915,0.6562342251388188,22.463402322059565,27.00656234225139,15.80010095911156,14.083796062594644
Stratford School District,1380011,2020,6862.0,1575.0,2492.0,2345.0,,,261.0,0.0,450.0,2717.0,811.0,1013.0,3528.0,4067.0,34.173710288545614,22.95249198484407,36.315942873797724,,,3.8035558146313027,0.0,59.2684348586418,6.55785485281259,39.59487030020402,51.413582046050706,14.762459924220344,65.8262897114544
Suffield School District,1390011,2020,2127.0,71.0,148.0,1787.0,,84.0,30.0,,43.0,305.0,72.0,311.0,377.0,219.0,84.0150446638458,3.338034790785143,6.95815702867889,3.9492242595204514,,1.4104372355430184,,10.296191819464035,2.0216267042783262,14.339445228020686,17.724494593323932,14.62153267512929,15.9849553361542
The Bridge Academy District,2690013,2020,281.0,129.0,122.0,,0.0,,0.0,24.0,12.0,170.0,41.0,60.0,211.0,251.0,,45.90747330960854,43.41637010676156,,0.0,0.0,8.540925266903916,89.32384341637011,4.270462633451958,60.4982206405694,75.08896797153025,21.352313167259787,
The Gilbert School District,9020022,2020,467.0,9.0,73.0,327.0,0.0,36.0,22.0,0.0,13.0,141.0,48.0,70.0,189.0,82.0,70.02141327623126,1.9271948608137044,15.631691648822269,7.708779443254818,0.0,4.710920770877944,0.0,17.558886509635975,2.7837259100642395,30.19271948608137,40.471092077087796,14.989293361884368,29.978586723768743
The Woodstock Academy District,9030022,2020,1107.0,,49.0,928.0,,107.0,11.0,0.0,0.0,28.0,0.0,69.0,28.0,52.0,83.8301716350497,,4.426377597109305,9.66576332429991,,0.9936766034327009,0.0,4.697380307136405,0.0,2.5293586269196027,2.5293586269196027,6.233062330623306,16.169828364950305
Thomaston School District,1400011,2020,857.0,12.0,52.0,769.0,,10.0,11.0,,13.0,230.0,72.0,141.0,302.0,64.0,89.7316219369895,1.4002333722287048,6.0676779463243875,1.1668611435239207,,1.2835472578763127,,7.467911318553091,1.5169194865810969,26.837806301050176,35.2392065344224,16.45274212368728,10.268378063010502
Thompson School District,1410011,2020,995.0,,58.0,899.0,0.0,,34.0,0.0,,364.0,110.0,174.0,474.0,61.0,90.35175879396985,,5.8291457286432165,,0.0,3.4170854271356785,0.0,6.130653266331659,,36.582914572864325,47.63819095477387,17.48743718592965,9.64824120603015
