District,fiscal_year,cohort_count,graduation_count,graduation_rate
Achievement First Bridgeport Academy District,2023,65.0,58.0,89.2
Achievement First Hartford Academy District,2023,72.0,58.0,80.6
Amistad Academy District,2023,66.0,63.0,95.5
Ansonia School District,2023,136.0,109.0,80.1
Avon School District,2023,232.0,219.0,94.4
Berlin School District,2023,242.0,232.0,95.9
Bethel School District,2023,247.0,234.0,94.7
Bloomfield School District,2023,158.0,140.0,88.6
Bolton School District,2023,74.0,71.0,95.9
Branford School District,2023,208.0,194.0,93.3
Bridgeport School District,2023,1365.0,1010.0,74.0
Bristol School District,2023,656.0,578.0,88.1
Brookfield School District,2023,216.0,205.0,94.9
Canton School District,2023,128.0,121.0,94.5
Capital Preparatory Harbor School District,2023,38.0,35.0,92.1
Capitol Region Education Council,2023,493.0,454.0,92.1
Cheshire School District,2023,341.0,326.0,95.6
Clinton School District,2023,162.0,154.0,95.1
Colchester School District,2023,189.0,163.0,86.2
Common Ground High School District,2023,60.0,44.0,73.3
Connecticut Technical Education and Career System,2023,2622.0,2514.0,95.9
Coventry School District,2023,103.0,97.0,94.2
Cromwell School District,2023,152.0,145.0,95.4
Danbury School District,2023,798.0,622.0,77.9
Darien School District,2023,343.0,337.0,98.3
Department of Mental Health and Addiction Services,2023,,,
Derby School District,2023,90.0,68.0,75.6
East Granby School District,2023,72.0,72.0,100.0
East Haddam School District,2023,61.0,58.0,95.1
East Hampton School District,2023,126.0,121.0,96.0
East Hartford School District,2023,426.0,367.0,86.2
East Haven School District,2023,231.0,178.0,77.1
East Lyme School District,2023,258.0,248.0,96.1
East Windsor School District,2023,74.0,63.0,85.1
Eastern Connecticut Regional Educational Service Center (EASTCONN),2023,98.0,79.0,80.6
Ellington School District,2023,210.0,194.0,92.4
Elm City College Preparatory School District,2023,44.0,42.0,95.5
Enfield School District,2023,413.0,368.0,89.1
Explorations District,2023,37.0,21.0,56.8
Fairfield School District,2023,744.0,705.0,94.8
Farmington School District,2023,299.0,291.0,97.3
Glastonbury School District,2023,479.0,467.0,97.5
Goodwin University Educational Services (GUES),2023,118.0,108.0,91.5
Granby School District,2023,133.0,127.0,95.5
Great Oaks Charter School District,2023,68.0,57.0,83.8
Greenwich School District,2023,690.0,649.0,94.1
Griswold School District,2023,140.0,116.0,82.9
Groton School District,2023,240.0,202.0,84.2
Guilford School District,2023,293.0,277.0,94.5
Hamden School District,2023,476.0,374.0,78.6
Hartford School District,2023,1194.0,936.0,78.4
Highville Charter School District,2023,11.0,9.0,
Jumoke Academy District,2023,7.0,6.0,
Killingly School District,2023,193.0,161.0,83.4
Learn,2023,107.0,101.0,94.4
Lebanon School District,2023,72.0,67.0,93.1
Ledyard School District,2023,188.0,182.0,96.8
Litchfield School District,2023,58.0,56.0,96.6
Madison School District,2023,220.0,214.0,97.3
Manchester School District,2023,460.0,377.0,82.0
Meriden School District,2023,648.0,531.0,81.9
Middletown School District,2023,336.0,306.0,91.1
Milford School District,2023,428.0,391.0,91.4
Monroe School District,2023,249.0,247.0,99.2
Montville School District,2023,120.0,104.0,86.7
Naugatuck School District,2023,337.0,296.0,87.8
New Britain School District,2023,666.0,451.0,67.7
New Canaan School District,2023,328.0,325.0,99.1
New Fairfield School District,2023,153.0,151.0,98.7
New Haven School District,2023,1493.0,1098.0,73.5
New London School District,2023,231.0,159.0,68.8
New Milford School District,2023,345.0,305.0,88.4
Newington School District,2023,337.0,317.0,94.1
Newtown School District,2023,361.0,351.0,97.2
North Branford School District,2023,122.0,120.0,98.4
North Haven School District,2023,225.0,206.0,91.6
North Stonington School District,2023,56.0,55.0,98.2
Norwalk School District,2023,893.0,818.0,91.6
Norwich Free Academy District,2023,559.0,502.0,89.8
Old Saybrook School District,2023,96.0,92.0,95.8
Oxford School District,2023,143.0,141.0,98.6
Plainfield School District,2023,141.0,124.0,87.9
Plainville School District,2023,184.0,157.0,85.3
Plymouth School District,2023,92.0,83.0,90.2
Portland School District,2023,82.0,70.0,85.4
Putnam School District,2023,71.0,58.0,81.7
Regional School District 01,2023,83.0,77.0,92.8
Regional School District 04,2023,130.0,126.0,96.9
Regional School District 05,2023,320.0,307.0,95.9
Regional School District 06,2023,98.0,97.0,99.0
Regional School District 07,2023,149.0,148.0,99.3
Regional School District 08,2023,214.0,202.0,94.4
Regional School District 09,2023,201.0,190.0,94.5
Regional School District 10,2023,164.0,160.0,97.6
Regional School District 11,2023,33.0,25.0,75.8
Regional School District 12,2023,69.0,66.0,95.7
Regional School District 13,2023,120.0,112.0,93.3
Regional School District 14,2023,166.0,160.0,96.4
Regional School District 15,2023,285.0,270.0,94.7
Regional School District 16,2023,159.0,149.0,93.7
Regional School District 17,2023,155.0,147.0,94.8
Regional School District 18,2023,108.0,106.0,98.1
Regional School District 19,2023,259.0,240.0,92.7
Ridgefield School District,2023,394.0,379.0,96.2
Rocky Hill School District,2023,180.0,167.0,92.8
Seymour School District,2023,158.0,135.0,85.4
Shelton School District,2023,350.0,314.0,89.7
Simsbury School District,2023,289.0,271.0,93.8
Somers School District,2023,113.0,109.0,96.5
South Windsor School District,2023,345.0,333.0,96.5
Southington School District,2023,550.0,514.0,93.5
Stafford School District,2023,101.0,91.0,90.1
Stamford School District,2023,1175.0,919.0,78.2
Stonington School District,2023,147.0,141.0,95.9
Stratford School District,2023,564.0,491.0,87.1
Suffield School District,2023,165.0,158.0,95.8
