District,fiscal_year,cohort_count,graduation_count,graduation_rate
Shelton School District,2022,319.0,273.0,85.6
Simsbury School District,2022,347.0,336.0,96.8
Somers School District,2022,109.0,108.0,99.1
South Windsor School District,2022,311.0,301.0,96.8
Southington School District,2022,512.0,482.0,94.1
Stafford School District,2022,86.0,84.0,97.7
Stamford School District,2022,1248.0,1037.0,83.1
Stonington School District,2022,164.0,156.0,95.1
Stratford School District,2022,567.0,529.0,93.3
Suffield School District,2022,203.0,196.0,96.6
The Bridge Academy District,2022,37.0,30.0,81.1
The Gilbert School District,2022,59.0,50.0,84.7
The Woodstock Academy District,2022,279.0,268.0,96.1
Thomaston School District,2022,50.0,46.0,92.0
Thompson School District,2022,68.0,54.0,79.4
Tolland School District,2022,202.0,196.0,97.0
Torrington School District,2022,244.0,200.0,82.0
Trumbull School District,2022,578.0,550.0,95.2
Unified School District #1,2022,312.0,,
Unified School District #2,2022,,,
Vernon School District,2022,226.0,185.0,81.9
Wallingford School District,2022,480.0,443.0,92.3
Waterbury School District,2022,1225.0,1017.0,83.0
Waterford School District,2022,198.0,186.0,93.9
Watertown School District,2022,210.0,189.0,90.0
West Hartford School District,2022,765.0,715.0,93.5
West Haven School District,2022,443.0,372.0,84.0
Westbrook School District,2022,57.0,53.0,93.0
Weston School District,2022,206.0,204.0,99.0
Westport School District,2022,455.0,443.0,97.4
Wethersfield School District,2022,293.0,281.0,95.9
Wilton School District,2022,276.0,269.0,97.5
Windham School District,2022,166.0,113.0,68.1
Windsor Locks School District,2022,110.0,90.0,81.8
Windsor School District,2022,260.0,228.0,87.7
Wolcott School District,2022,176.0,170.0,96.6
"Four-Year Graduation Rates, 2021-22 All Districts, All Students Export .csv file Notes:Four-Year Graduation Rate is the percentage of students who received a standard diploma within four years, including early and summer graduates from the cohort.  Graduates District Four-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  61  57  93.4 Achievement First Hartford Academy District  84  74  88.1 Amistad Academy District  60  57  95.0 Ansonia School District  152  120  78.9 Avon School District  245  235  95.9 Berlin School District  214  201  93.9 Bethel School District  207  191  92.3 Bloomfield School District  155  135  87.1 Bolton School District  75  71  94.7 Branford School District  198  180  90.9 Bridgeport School District  1,347  999  74.2 Bristol School District  593  501  84.5 Brookfield School District  228  216  94.7 Canton School District  118  110  93.2 Capital Preparatory Harbor School District  29  28  96.6 Capitol Region Education Council  505  470  93.1 Cheshire School District  380  362  95.3 Clinton School District  131  121  92.4 Colchester School District  188  164  87.2 Common Ground High School District  51  45  88.2 Connecticut Technical Education and Career System  2,619  2,507  95.7 Coventry School District  109  105  96.3 Cromwell School District  130  118  90.8 Danbury School District  852  682  80.0 Darien School District  359  352  98.1 Department of Mental Health and Addiction Services * * * Derby School District  83  56  67.5 East Granby School District  64  62  96.9 East Haddam School District  75  71  94.7 East Hampton School District  137  131  95.6 East Hartford School District  509  447  87.8 East Haven School District  229  175  76.4 East Lyme School District  250  229  91.6 East Windsor School District  75  69  92.0 Eastern Connecticut Regional Educational Service Center (EASTCONN)  70  60  85.7 Ellington School District  207  199  96.1 Elm City College Preparatory School District  42  38  90.5 Enfield School District  360  317  88.1 Explorations District  34  28  82.4 Fairfield School District  744  712  95.7 Farmington School District  340  333  97.9 Glastonbury School District  500  481  96.2 Goodwin University Educational Services (GUES)  108  101  93.5 Granby School District  162  158  97.5 Great Oaks Charter School District  50  43  86.0 Greenwich School District  690  662  95.9 Griswold School District  138  114  82.6 Groton School District  264  237  89.8 Guilford School District  276  258  93.5 Hamden School District  434  367  84.6 Hartford School District  1,103  814  73.8 Highville Charter School District  11  11 * Jumoke Academy District  7  7 * Killingly School District  191  150  78.5 Learn  96  95  99.0 Lebanon School District  76  74  97.4 Ledyard School District  196  187  95.4 Litchfield School District  59  56  94.9 Madison School District  236  231  97.9 Manchester School District  488  420  86.1 Meriden School District  628  544  86.6 Middletown School District  357  334  93.6 Milford School District  420  395  94.0 Monroe School District  293  290  99.0 Montville School District  150  137  91.3 Naugatuck School District  331  293  88.5 New Britain School District  644  493  76.6 New Canaan School District  283  281  99.3 New Fairfield School District  181  176  97.2 New Haven School District  1,403  1,063  75.8 New London School District  246  194  78.9 New Milford School District  337  279  82.8 Newington School District  319  306  95.9 Newtown School District  364  350  96.2 North Branford School District  132  125  94.7 North Haven School District  272  252  92.6 North Stonington School District  51  50  98.0 Norwalk School District  960  875  91.1 Norwich Free Academy District  524  464  88.5 Old Saybrook School District  100  94  94.0 Oxford School District  134  126  94.0 Plainfield School District  132  108  81.8 Plainville School District  173  160  92.5 Plymouth School District  97  85  87.6 Portland School District  101  95  94.1 Putnam School District  59  52  88.1 Regional School District 01  93  86  92.5 Regional School District 04  170  161  94.7 Regional School District 05  390  378  96.9 Regional School District 06  94  87  92.6 Regional School District 07  176  169  96.0 Regional School District 08  205  191  93.2 Regional School District 09  214  206  96.3 Regional School District 10  188  182  96.8 Regional School District 11  38  31  81.6 Regional School District 12  64  64 100.0 Regional School District 13  111  106  95.5 Regional School District 14  169  163  96.4 Regional School District 15  311  291  93.6 Regional School District 16  186  176  94.6 Regional School District 17  136  133  97.8 Regional School District 18  127  119  93.7 Regional School District 19  259  239  92.3 Ridgefield School District  391  375  95.9 Rocky Hill School District  180  170  94.4 Seymour School District  161  139  86.3 Shelton School District  319  273  85.6 Simsbury School District  347  336  96.8 Somers School District  109  108  99.1 South Windsor School District  311  301  96.8 Southington School District  512  482  94.1 Stafford School District  86  84  97.7 Stamford School District  1,248  1,037  83.1 Stonington School District  164  156  95.1 Stratford School District  567  529  93.3 Suffield School District  203  196  96.6 The Bridge Academy District  37  30  81.1 The Gilbert School District  59  50  84.7 The Woodstock Academy District  279  268  96.1 Thomaston School District  50  46  92.0 Thompson School District  68  54  79.4 Tolland School District  202  196  97.0 Torrington School District  244  200  82.0 Trumbull School District  578  550  95.2 Unified School District #1  312 * * Unified School District #2 * * * Vernon School District  226  185  81.9 Wallingford School District  480  443  92.3 Waterbury School District  1,225  1,017  83.0 Waterford School District  198  186  93.9 Watertown School District  210  189  90.0 West Hartford School District  765  715  93.5 West Haven School District  443  372  84.0 Westbrook School District  57  53  93.0 Weston School District  206  204  99.0 Westport School District  455  443  97.4 Wethersfield School District  293  281  95.9 Wilton School District  276  269  97.5 Windham School District  166  113  68.1 Windsor Locks School District  110  90  81.8 Windsor School District  260  228  87.7 Wolcott School District  176  170  96.6 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2022,,,
