District,fiscal_year,subject,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Regional School District 16,2023,Math,145.0,143.0,98.6,143.0,49.7,526.0
Regional School District 17,2023,Math,135.0,129.0,95.6,129.0,56.6,539.0
Regional School District 18,2023,Math,105.0,102.0,97.1,102.0,,580.0
Regional School District 19,2023,Math,272.0,260.0,95.6,258.0,42.6,512.0
Ridgefield School District,2023,Math,364.0,345.0,94.8,343.0,66.2,569.0
Rocky Hill School District,2023,Math,182.0,173.0,95.1,172.0,62.2,561.0
Salem School District,2023,Math,,,,,,
Seymour School District,2023,Math,123.0,122.0,99.2,120.0,35.0,493.0
Shelton School District,2023,Math,297.0,292.0,98.3,292.0,40.8,497.0
Simsbury School District,2023,Math,326.0,318.0,97.5,318.0,56.9,549.0
Somers School District,2023,Math,102.0,102.0,100.0,101.0,38.6,507.0
South Windsor School District,2023,Math,317.0,315.0,99.4,314.0,50.3,544.0
Southington School District,2023,Math,479.0,465.0,97.1,463.0,42.8,505.0
Sprague School District,2023,Math,,,,,,
Stafford School District,2023,Math,100.0,98.0,98.0,98.0,48.0,511.0
Stamford School District,2023,Math,1133.0,1016.0,89.7,1013.0,29.2,476.0
Stonington School District,2023,Math,138.0,135.0,97.8,135.0,43.0,512.0
Stratford School District,2023,Math,567.0,543.0,95.8,542.0,24.5,462.0
Suffield School District,2023,Math,197.0,194.0,98.5,194.0,44.3,514.0
The Bridge Academy District,2023,Math,40.0,40.0,100.0,40.0,,427.0
The Gilbert School District,2023,Math,63.0,63.0,100.0,62.0,29.0,459.0
The Woodstock Academy District,2023,Math,232.0,228.0,98.3,228.0,32.9,486.0
Thomaston School District,2023,Math,43.0,42.0,97.7,42.0,23.8,467.0
Thompson School District,2023,Math,63.0,50.0,79.4,50.0,24.0,454.0
Tolland School District,2023,Math,191.0,186.0,97.4,185.0,59.5,551.0
Torrington School District,2023,Math,241.0,210.0,87.1,209.0,16.7,428.0
Trumbull School District,2023,Math,543.0,534.0,98.3,534.0,60.5,546.0
Unified School District #2,2023,Math,15.0,13.0,,13.0,,
Vernon School District,2023,Math,241.0,229.0,95.0,226.0,24.8,456.0
Wallingford School District,2023,Math,400.0,385.0,96.3,383.0,30.3,479.0
Waterbury School District,2023,Math,1165.0,1118.0,96.0,1086.0,8.7,404.0
Waterford School District,2023,Math,171.0,169.0,98.8,168.0,48.2,519.0
Watertown School District,2023,Math,185.0,177.0,95.7,173.0,27.7,478.0
West Hartford School District,2023,Math,730.0,698.0,95.6,696.0,58.0,546.0
West Haven School District,2023,Math,431.0,406.0,94.2,397.0,15.1,429.0
Westbrook School District,2023,Math,50.0,48.0,96.0,48.0,,491.0
Weston School District,2023,Math,181.0,172.0,95.0,171.0,70.2,575.0
Westport School District,2023,Math,415.0,413.0,99.5,411.0,76.9,613.0
Wethersfield School District,2023,Math,268.0,264.0,98.5,264.0,33.3,485.0
Wilton School District,2023,Math,316.0,311.0,98.4,311.0,77.8,601.0
Winchester School District,2023,Math,,0.0,,0.0,,
Windham School District,2023,Math,123.0,120.0,97.6,120.0,,384.0
Windsor Locks School District,2023,Math,102.0,90.0,88.2,90.0,24.4,462.0
Windsor School District,2023,Math,295.0,276.0,93.6,271.0,23.2,457.0
Wolcott School District,2023,Math,156.0,142.0,91.0,142.0,27.5,471.0
Woodstock School District,2023,Math,,0.0,,0.0,,
"CT School Day SAT, 2022-23 All Districts, Math, All Students Export .csv file  Level 1Not Met Level 2Approaching Level 3Met Level 4Exceeded Level 3&4Met or Exceeded  District TotalNumberofStudents TotalNumberTested CT SchoolDay SATParticipationRate TotalNumberwithScoredTests Count % Count % Count % Count % Count % AverageScore Achievement First Bridgeport Academy District  49  46  93.9  46  26  56.5  10  21.7  10  21.7  0  0.0  10  21.7  418 Achievement First Hartford Academy District  66  61  92.4  61  37  60.7 * * * * 0  0.0 * * 412 Amistad Academy District  69  63  91.3  63  30  47.6  23  36.5 * * * * 10  15.9  430 Ansonia School District  139  137  98.6  137  72  52.6  46  33.6 * * * * 19  13.9  425 Area Cooperative Educational Services  26  13  50.0  13 * * * * * * * * * * * Avon School District  227  218  96.0  218  14  6.4  52  23.9  85  39.0  67  30.7  152  69.7  586 Berlin School District  192  189  98.4  189  42  22.2  63  33.3  67  35.4  17  9.0  84  44.4  511 Bethel School District  246  235  95.5  234  65  27.8  74  31.6  68  29.1  27  11.5  95  40.6  501 Bloomfield School District  128  121  94.5  120  70  58.3  41  34.2  9  7.5  0  0.0  9  7.5  417 Bolton School District  48  44  91.7  44 * * 16  36.4  18  40.9 * * * * 503 Branford School District  217  206  94.9  206  36  17.5  95  46.1  53  25.7  22  10.7  75  36.4  502 Bridgeport School District  1,194  1,080  90.5  1,070  759  70.9  222  20.7  73  6.8  16  1.5  89  8.3  397 Bristol School District  592  545  92.1  542  212  39.1  212  39.1  100  18.5  18  3.3  118  21.8  453 Brookfield School District  225  224  99.6  224  30  13.4  103  46.0  70  31.3  21  9.4  91  40.6  514 Brooklyn School District * * * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Canton School District  106  103  97.2  103  16  15.5  23  22.3  46  44.7  18  17.5  64  62.1  544 Capital Preparatory Harbor School District  54  54  100.0  54  23  42.6  23  42.6 * * * * 8  14.8  440 Capitol Region Education Council  490  421  85.9  413  199  48.2  157  38.0  44  10.7  13  3.1  57  13.8  429 Cheshire School District  286  280  97.9  280  36  12.9  98  35.0  95  33.9  51  18.2  146  52.1  538 Clinton School District  121  119  98.3  119 * * 46  38.7  44  37.0 * * * * 497 Colchester School District  161  152  94.4  151  18  11.9  56  37.1  66  43.7  11  7.3  77  51.0  524 Common Ground High School District  47  43  91.5  40  26  65.0 * * * * 0  0.0 * * 404 Connecticut Technical Education and Career System  2,668  2,621  98.2  2,610  1,311  50.2  1,001  38.4  279  10.7  19  0.7  298  11.4  425 Cooperative Educational Services  16  12 * 12 * * * * * * * * * * * Coventry School District  102  98  96.1  98 * * 44  44.9  38  38.8 * * * * 516 Cromwell School District  141  138  97.9  137  35  25.5  39  28.5  47  34.3  16  11.7  63  46.0  505 Danbury School District  768  736  95.8  734  347  47.3  280  38.1  87  11.9  20  2.7  107  14.6  435 Darien School District  329  315  95.7  310  12  3.9  60  19.4  119  38.4  119  38.4  238  76.8  606 Derby School District  95  86  90.5  86  52  60.5  28  32.6  6  7.0  0  0.0  6  7.0  412 East Granby School District  47  47  100.0  47  9  19.1  18  38.3  14  29.8  6  12.8  20  42.6  505 East Haddam School District  64  62  96.9  62  19  30.6  22  35.5 * * * * 21  33.9  471 East Hampton School District  147  144  98.0  143  25  17.5  59  41.3  51  35.7  8  5.6  59  41.3  504 East Hartford School District  471  441  93.6  438  215  49.1  138  31.5  73  16.7  12  2.7  85  19.4  437 East Haven School District  200  193  96.5  193  91  47.2  75  38.9 * * * * 27  14.0  432 East Lyme School District  241  235  97.5  235  37  15.7  71  30.2  78  33.2  49  20.9  127  54.0  543 East Windsor School District  64  59  92.2  59  31  52.5  16  27.1 * * * * 12  20.3  435 Eastern Connecticut Regional Educational Service Center (EASTCONN)  66  55  83.3  53  20  37.7  22  41.5  11  20.8  0  0.0  11  20.8  444 EdAdvance  14  6 * 6 * * * * * * * * * * * Ellington School District  194  179  92.3  179  27  15.1  74  41.3  61  34.1  17  9.5  78  43.6  513 Elm City College Preparatory School District  50  47  94.0  47  19  40.4  20  42.6  8  17.0  0  0.0  8  17.0  441 Enfield School District  355  345  97.2  344  81  23.5  166  48.3  81  23.5  16  4.7  97  28.2  482 Explorations District  23  23  100.0  23  16  69.6 * * * * 0  0.0 * * 416 Fairfield School District  811  779  96.1  776  92  11.9  214  27.6  336  43.3  134  17.3  470  60.6  549 Farmington School District  302  295  97.7  294  47  16.0  69  23.5  98  33.3  80  27.2  178  60.5  558 Glastonbury School District  446  434  97.3  433  66  15.2  105  24.2  168  38.8  94  21.7  262  60.5  554 Goodwin University Educational Services (GUES)  105  99  94.3  98  53  54.1  33  33.7 * * * * 12  12.2  419 Granby School District  140  138  98.6  138  17  12.3  44  31.9  62  44.9  15  10.9  77  55.8  534 Great Oaks Charter School District  66  55  83.3  54  35  64.8 * * * * 0  0.0 * * 399 Greenwich School District  648  632  97.5  626  88  14.1  142  22.7  220  35.1  176  28.1  396  63.3  567 Griswold School District  113  104  92.0  104  41  39.4  38  36.5 * * * * 25  24.0  459 Groton School District  238  222  93.3  221  65  29.4  69  31.2  65  29.4  22  10.0  87  39.4  493 Guilford School District  268  264  98.5  264  22  8.3  74  28.0  103  39.0  65  24.6  168  63.6  569 Hamden School District  430  398  92.6  396  171  43.2  145  36.6  63  15.9  17  4.3  80  20.2  448 Hartford School District  1,043  878  84.2  867  547  63.1  213  24.6  89  10.3  18  2.1  107  12.3  412 Highville Charter School District  18  15 * 15 * * * * * * * * * * * Jumoke Academy District  6 * * * * * * * * * * * * * * Killingly School District  157  147  93.6  147 * * 89  60.5  32  21.8 * * * * 482 Learn  95  90  94.7  90  18  20.0  31  34.4  32  35.6  9  10.0  41  45.6  514 Lebanon School District  84  83  98.8  82  30  36.6 * * 28  34.1 * * * * 467 Ledyard School District  189  182  96.3  181  37  20.4  82  45.3  44  24.3  18  9.9  62  34.3  492 Litchfield School District  60  60  100.0  60  9  15.0  22  36.7  21  35.0  8  13.3  29  48.3  527 Madison School District  212  211  99.5  211  14  6.6  50  23.7  98  46.4  49  23.2  147  69.7  574 Manchester School District  419  327  78.0  324  154  47.5  102  31.5  59  18.2  9  2.8  68  21.0  442 Meriden School District  586  530  90.4  528  303  57.4  168  31.8 * * * * 57  10.8  417 Middletown School District  313  274  87.5  270  125  46.3  81  30.0 * * * * 64  23.7  445 Milford School District  410  396  96.6  395  104  26.3  139  35.2  130  32.9  22  5.6  152  38.5  492 Monroe School District  259  240  92.7  239  34  14.2  67  28.0  94  39.3  44  18.4  138  57.7  543 Montville School District  114  112  98.2  112  37  33.0  34  30.4  31  27.7  10  8.9  41  36.6  481 Naugatuck School District  322  271  84.2  264  129  48.9  92  34.8 * * * * 43  16.3  432 New Britain School District  572  513  89.7  512  321  62.7  148  28.9 * * * * 43  8.4  407 New Canaan School District  309  301  97.4  300  17  5.7  39  13.0  121  40.3  123  41.0  244  81.3  611 New Fairfield School District  177  173  97.7  171  22  12.9  61  35.7  68  39.8  20  11.7  88  51.5  528 New Haven School District  1,280  1,070  83.6  1,057  661  62.5  276  26.1  98  9.3  22  2.1  120  11.4  413 New London School District  200  188  94.0  185  118  63.8  51  27.6 * * * * 16  8.6  406 New Milford School District  299  286  95.7  284  58  20.4  128  45.1  77  27.1  21  7.4  98  34.5  492 Newington School District  321  309  96.3  309  50  16.2  128  41.4  115  37.2  16  5.2  131  42.4  508 Newtown School District  338  326  96.4  326  38  11.7  97  29.8  130  39.9  61  18.7  191  58.6  551 North Branford School District  99  96  97.0  96 * * 37  38.5  34  35.4 * * * * 490 North Haven School District  231  228  98.7  227  43  18.9  90  39.6  75  33.0  19  8.4  94  41.4  507 North Stonington School District  44  44  100.0  44 * * 17  38.6  14  31.8 * * * * 508 Norwalk School District  976  926  94.9  926  443  47.8  276  29.8  163  17.6  44  4.8  207  22.4  447 Norwich Free Academy District  489  469  95.9  467  209  44.8  157  33.6  88  18.8  13  2.8  101  21.6  447 Norwich School District  11  7 * 7 * * * * * * * * * * * Old Saybrook School District  81  80  98.8  80  11  13.8  29  36.3  29  36.3  11  13.8  40  50.0  531 Oxford School District  130  126  96.9  125  19  15.2  40  32.0  57  45.6  9  7.2  66  52.8  517 Plainfield School District  124  112  90.3  109  54  49.5  42  38.5 * * * * 13  11.9  427 Plainville School District  161  158  98.1  158  36  22.8  60  38.0  49  31.0  13  8.2  62  39.2  499 Plymouth School District  104  98  94.2  97  39  40.2  35  36.1  17  17.5  6  6.2  23  23.7  460 Portland School District  74  72  97.3  70 * * 22  31.4  29  41.4 * * * * 511 Preston School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Putnam School District  56  53  94.6  53  20  37.7  22  41.5 * * * * 11  20.8  456 Regional School District 01  61  58  95.1  58  25  43.1  22  37.9 * * * * 11  19.0  446 Regional School District 04  142  136  95.8  133  36  27.1  47  35.3  35  26.3  15  11.3  50  37.6  503 Regional School District 05  353  346  98.0  345  45  13.0  91  26.4  130  37.7  79  22.9  209  60.6  557 Regional School District 06  89  85  95.5  85  27  31.8 * * 27  31.8 * * * * 487 Regional School District 07  141  132  93.6  132  20  15.2  46  34.8  57  43.2  9  6.8  66  50.0  520 Regional School District 08  209  197  94.3  197  32  16.2  63  32.0  69  35.0  33  16.8  102  51.8  532 Regional School District 09  192  186  96.9  186  8  4.3  47  25.3  88  47.3  43  23.1  131  70.4  576 Regional School District 10  150  146  97.3  146  25  17.1  42  28.8  71  48.6  8  5.5  79  54.1  518 Regional School District 11  36  36  100.0  36  9  25.0  14  38.9 * * * * 13  36.1  499 Regional School District 12  80  80  100.0  80  13  16.3  31  38.8  30  37.5  6  7.5  36  45.0  511 Regional School District 13  91  86  94.5  86  14  16.3  30  34.9  32  37.2  10  11.6  42  48.8  520 Regional School District 14  160  159  99.4  158  37  23.4  50  31.6  61  38.6  10  6.3  71  44.9  501 Regional School District 15  270  262  97.0  260  33  12.7  86  33.1  103  39.6  38  14.6  141  54.2  535 Regional School District 16  145  143  98.6  143  22  15.4  50  35.0  52  36.4  19  13.3  71  49.7  526 Regional School District 17  135  129  95.6  129  11  8.5  45  34.9  58  45.0  15  11.6  73  56.6  539 Regional School District 18  105  102  97.1  102 * * 30  29.4  41  40.2 * * * * 580 Regional School District 19  272  260  95.6  258  55  21.3  93  36.0  79  30.6  31  12.0  110  42.6  512 Ridgefield School District  364  345  94.8  343  19  5.5  97  28.3  154  44.9  73  21.3  227  66.2  569 Rocky Hill School District  182  173  95.1  172  21  12.2  44  25.6  65  37.8  42  24.4  107  62.2  561 Salem School District * * * * * * * * * * * * * * * Seymour School District  123  122  99.2  120  34  28.3  44  36.7  31  25.8  11  9.2  42  35.0  493 Shelton School District  297  292  98.3  292  72  24.7  101  34.6  100  34.2  19  6.5  119  40.8  497 Simsbury School District  326  318  97.5  318  41  12.9  96  30.2  117  36.8  64  20.1  181  56.9  549 Somers School District  102  102  100.0  101  16  15.8  46  45.5  31  30.7  8  7.9  39  38.6  507 South Windsor School District  317  315  99.4  314  42  13.4  114  36.3  87  27.7  71  22.6  158  50.3  544 Southington School District  479  465  97.1  463  83  17.9  182  39.3  161  34.8  37  8.0  198  42.8  505 Sprague School District * * * * * * * * * * * * * * * Stafford School District  100  98  98.0  98  19  19.4  32  32.7  38  38.8  9  9.2  47  48.0  511 Stamford School District  1,133  1,016  89.7  1,013  359  35.4  358  35.3  197  19.4  99  9.8  296  29.2  476 Stonington School District  138  135  97.8  135  21  15.6  56  41.5  44  32.6  14  10.4  58  43.0  512 Stratford School District  567  543  95.8  542  182  33.6  227  41.9  118  21.8  15  2.8  133  24.5  462 Suffield School District  197  194  98.5  194  32  16.5  76  39.2  72  37.1  14  7.2  86  44.3  514 The Bridge Academy District  40  40  100.0  40  21  52.5 * * * * 0  0.0 * * 427 The Gilbert School District  63  63  100.0  62  19  30.6  25  40.3  18  29.0  0  0.0  18  29.0  459 The Woodstock Academy District  232  228  98.3  228  64  28.1  89  39.0  60  26.3  15  6.6  75  32.9  486 Thomaston School District  43  42  97.7  42  13  31.0  19  45.2  10  23.8  0  0.0  10  23.8  467 Thompson School District  63  50  79.4  50  19  38.0  19  38.0 * * * * 12  24.0  454 Tolland School District  191  186  97.4  185  30  16.2  45  24.3  67  36.2  43  23.2  110  59.5  551 Torrington School District  241  210  87.1  209  111  53.1  63  30.1 * * * * 35  16.7  428 Trumbull School District  543  534  98.3  534  68  12.7  143  26.8  237  44.4  86  16.1  323  60.5  546 Unified School District #2  15  13 * 13 * * * * * * * * * * * Vernon School District  241  229  95.0  226  96  42.5  74  32.7  43  19.0  13  5.8  56  24.8  456 Wallingford School District  400  385  96.3  383  109  28.5  158  41.3  95  24.8  21  5.5  116  30.3  479 Waterbury School District  1,165  1,118  96.0  1,086  712  65.6  279  25.7  87  8.0  8  0.7  95  8.7  404 Waterford School District  171  169  98.8  168  28  16.7  59  35.1  60  35.7  21  12.5  81  48.2  519 Watertown School District  185  177  95.7  173  48  27.7  77  44.5  40  23.1  8  4.6  48  27.7  478 West Hartford School District  730  698  95.6  696  122  17.5  170  24.4  241  34.6  163  23.4  404  58.0  546 West Haven School District  431  406  94.2  397  210  52.9  127  32.0  54  13.6  6  1.5  60  15.1  429 Westbrook School District  50  48  96.0  48 * * 22  45.8  13  27.1 * * * * 491 Weston School District  181  172  95.0  171  12  7.0  39  22.8  74  43.3  46  26.9  120  70.2  575 Westport School District  415  413  99.5  411  27  6.6  68  16.5  140  34.1  176  42.8  316  76.9  613 Wethersfield School District  268  264  98.5  264  79  29.9  97  36.7  65  24.6  23  8.7  88  33.3  485 Wilton School District  316  311  98.4  311  9  2.9  60  19.3  144  46.3  98  31.5  242  77.8  601 Winchester School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Windham School District  123  120  97.6  120  90  75.0 * * * * 0  0.0 * * 384 Windsor Locks School District  102  90  88.2  90  32  35.6  36  40.0 * * * * 22  24.4  462 Windsor School District  295  276  93.6  271  102  37.6  106  39.1  50  18.5  13  4.8  63  23.2  457 Wolcott School District  156  142  91.0  142  46  32.4  57  40.1  32  22.5  7  4.9  39  27.5  471 Woodstock School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A * The data are suppressed to ensure confidentiality. For more information, please view the Suppression Guidelines.",2023,Math,,,,,,
