District,fiscal_year,subject,total_students,total_tested,participation_rate,n_scored,pct_prof,avg_score
Farmington School District,2016,ELA,313.0,300.0,95.8,300.0,84.0,576.0
Franklin School District,2016,ELA,,0.0,,0.0,,
Glastonbury School District,2016,ELA,495.0,483.0,97.6,483.0,85.3,570.0
Granby School District,2016,ELA,156.0,151.0,96.8,151.0,83.4,565.0
Greenwich School District,2016,ELA,647.0,617.0,95.4,617.0,81.2,575.0
Griswold School District,2016,ELA,134.0,125.0,93.3,125.0,64.8,515.0
Groton School District,2016,ELA,258.0,240.0,93.0,240.0,65.0,522.0
Guilford School District,2016,ELA,258.0,254.0,98.4,254.0,88.6,587.0
Hamden School District,2016,ELA,415.0,375.0,90.4,374.0,65.2,519.0
Hartford School District,2016,ELA,1329.0,1163.0,87.5,1162.0,34.1,449.0
Highville Charter School District,2016,ELA,9.0,9.0,,9.0,,
Jumoke Academy District,2016,ELA,7.0,,,,,
Killingly School District,2016,ELA,193.0,173.0,89.6,173.0,69.4,506.0
Learn,2016,ELA,195.0,186.0,95.4,186.0,62.4,516.0
Lebanon School District,2016,ELA,83.0,83.0,100.0,83.0,85.5,547.0
Ledyard School District,2016,ELA,209.0,199.0,95.2,199.0,68.8,527.0
Litchfield School District,2016,ELA,78.0,74.0,94.9,74.0,77.0,544.0
Madison School District,2016,ELA,303.0,296.0,97.7,296.0,93.2,597.0
Manchester School District,2016,ELA,401.0,352.0,87.8,352.0,50.9,479.0
Meriden School District,2016,ELA,510.0,479.0,93.9,478.0,40.8,462.0
Middletown School District,2016,ELA,304.0,285.0,93.8,285.0,54.0,492.0
Milford School District,2016,ELA,485.0,452.0,93.2,452.0,75.4,533.0
Monroe School District,2016,ELA,279.0,270.0,96.8,270.0,81.5,562.0
Montville School District,2016,ELA,144.0,137.0,95.1,136.0,69.1,515.0
Naugatuck School District,2016,ELA,312.0,291.0,93.3,291.0,47.8,473.0
New Britain School District,2016,ELA,546.0,471.0,86.3,471.0,25.5,427.0
New Canaan School District,2016,ELA,328.0,319.0,97.3,319.0,96.2,607.0
New Fairfield School District,2016,ELA,227.0,227.0,100.0,227.0,84.1,564.0
New Haven School District,2016,ELA,1313.0,1147.0,87.4,1145.0,39.1,455.0
New London School District,2016,ELA,192.0,170.0,88.5,170.0,34.7,453.0
New Milford School District,2016,ELA,311.0,302.0,97.1,302.0,74.8,539.0
Newington School District,2016,ELA,308.0,300.0,97.4,300.0,73.3,535.0
Newtown School District,2016,ELA,424.0,403.0,95.0,403.0,88.6,577.0
North Branford School District,2016,ELA,155.0,154.0,99.4,154.0,64.3,510.0
North Haven School District,2016,ELA,249.0,245.0,98.4,245.0,78.4,542.0
North Stonington School District,2016,ELA,56.0,55.0,98.2,55.0,76.4,548.0
Norwalk School District,2016,ELA,832.0,752.0,90.4,752.0,58.8,499.0
Norwich Free Academy District,2016,ELA,593.0,570.0,96.1,570.0,62.3,511.0
Norwich School District,2016,ELA,9.0,,,,,
Old Saybrook School District,2016,ELA,97.0,96.0,99.0,96.0,80.2,550.0
Oxford School District,2016,ELA,171.0,167.0,97.7,167.0,81.4,552.0
Path Academy District,2016,ELA,23.0,6.0,26.1,6.0,,
Plainfield School District,2016,ELA,160.0,149.0,93.1,146.0,62.3,508.0
Plainville School District,2016,ELA,182.0,181.0,99.5,181.0,61.9,508.0
Plymouth School District,2016,ELA,119.0,111.0,93.3,111.0,57.7,495.0
Portland School District,2016,ELA,95.0,92.0,96.8,92.0,84.8,563.0
Putnam School District,2016,ELA,60.0,56.0,93.3,55.0,,479.0
Regional School District 01,2016,ELA,110.0,107.0,97.3,107.0,74.8,537.0
Regional School District 04,2016,ELA,146.0,144.0,98.6,144.0,79.2,568.0
Regional School District 05,2016,ELA,352.0,344.0,97.7,344.0,83.4,577.0
Regional School District 06,2016,ELA,113.0,113.0,100.0,113.0,75.2,536.0
Regional School District 07,2016,ELA,194.0,187.0,96.4,187.0,82.9,557.0
Regional School District 08,2016,ELA,249.0,243.0,97.6,243.0,86.0,565.0
Regional School District 09,2016,ELA,274.0,263.0,96.0,263.0,90.9,587.0
Regional School District 10,2016,ELA,190.0,187.0,98.4,186.0,88.7,565.0
Regional School District 11,2016,ELA,43.0,42.0,97.7,42.0,,518.0
Regional School District 12,2016,ELA,50.0,49.0,98.0,49.0,79.6,553.0
Regional School District 13,2016,ELA,146.0,140.0,95.9,140.0,85.0,558.0
Regional School District 14,2016,ELA,174.0,171.0,98.3,171.0,76.6,538.0
Regional School District 15,2016,ELA,314.0,307.0,97.8,307.0,82.7,564.0
Regional School District 16,2016,ELA,168.0,164.0,97.6,164.0,76.8,541.0
Regional School District 17,2016,ELA,150.0,146.0,97.3,146.0,86.3,563.0
Regional School District 18,2016,ELA,120.0,119.0,99.2,119.0,83.2,567.0
Regional School District 19,2016,ELA,282.0,268.0,95.0,268.0,81.3,560.0
Ridgefield School District,2016,ELA,434.0,418.0,96.3,418.0,92.1,608.0
Rocky Hill School District,2016,ELA,174.0,171.0,98.3,171.0,75.4,540.0
Salem School District,2016,ELA,,,,,,
Seymour School District,2016,ELA,166.0,151.0,91.0,151.0,60.3,502.0
Shelton School District,2016,ELA,381.0,371.0,97.4,371.0,74.7,540.0
Sherman School District,2016,ELA,,0.0,,0.0,,
Simsbury School District,2016,ELA,367.0,361.0,98.4,361.0,87.5,588.0
Somers School District,2016,ELA,108.0,103.0,95.4,103.0,79.6,545.0
South Windsor School District,2016,ELA,335.0,326.0,97.3,326.0,82.5,557.0
Southington School District,2016,ELA,484.0,470.0,97.1,470.0,75.7,541.0
Stafford School District,2016,ELA,109.0,101.0,92.7,101.0,75.2,538.0
Stamford Academy District,2016,ELA,54.0,25.0,46.3,25.0,,384.0
Stamford School District,2016,ELA,1186.0,1098.0,92.6,1098.0,55.2,496.0
Stonington School District,2016,ELA,175.0,168.0,96.0,168.0,76.8,540.0
Stratford School District,2016,ELA,482.0,464.0,96.3,464.0,61.2,502.0
Suffield School District,2016,ELA,187.0,180.0,96.3,180.0,82.2,556.0
The Bridge Academy District,2016,ELA,41.0,40.0,97.6,40.0,30.0,438.0
The Gilbert School District,2016,ELA,103.0,102.0,99.0,102.0,61.8,499.0
The Woodstock Academy District,2016,ELA,260.0,258.0,99.2,258.0,76.7,540.0
Thomaston School District,2016,ELA,63.0,62.0,98.4,62.0,,502.0
Thompson School District,2016,ELA,49.0,44.0,89.8,44.0,,506.0
Tolland School District,2016,ELA,206.0,201.0,97.6,201.0,86.1,570.0
Torrington School District,2016,ELA,209.0,197.0,94.3,197.0,56.3,490.0
Trumbull School District,2016,ELA,498.0,495.0,99.4,495.0,82.4,557.0
Unified School District #1,2016,ELA,109.0,0.0,0.0,0.0,,
Unified School District #2,2016,ELA,20.0,8.0,40.0,8.0,,
Vernon School District,2016,ELA,202.0,192.0,95.0,192.0,64.6,517.0
Wallingford School District,2016,ELA,472.0,460.0,97.5,460.0,73.0,523.0
Waterbury School District,2016,ELA,1157.0,1056.0,91.3,1055.0,33.6,448.0
Waterford School District,2016,ELA,214.0,203.0,94.9,203.0,75.9,533.0
Watertown School District,2016,ELA,206.0,199.0,96.6,199.0,68.8,516.0
West Hartford School District,2016,ELA,770.0,752.0,97.7,752.0,76.6,559.0
West Haven School District,2016,ELA,322.0,304.0,94.4,304.0,46.1,472.0
Westbrook School District,2016,ELA,76.0,75.0,98.7,75.0,68.0,516.0
Weston School District,2016,ELA,207.0,198.0,95.7,197.0,84.3,585.0
Westport School District,2016,ELA,439.0,433.0,98.6,433.0,90.8,598.0
Wethersfield School District,2016,ELA,259.0,252.0,97.3,252.0,70.6,521.0
Wilton School District,2016,ELA,336.0,328.0,97.6,328.0,93.0,604.0
Winchester School District,2016,ELA,,0.0,,0.0,,
Windham School District,2016,ELA,121.0,103.0,85.1,103.0,25.2,432.0
Windsor Locks School District,2016,ELA,94.0,89.0,94.7,89.0,,491.0
Windsor School District,2016,ELA,275.0,262.0,95.3,262.0,55.7,502.0
Wolcott School District,2016,ELA,194.0,190.0,97.9,190.0,75.3,534.0
Woodstock School District,2016,ELA,,0.0,,0.0,,
"CT School Day SAT, 2015-16 All Districts, ELA, All Students Export .csv file  Level 1Not Met Level 2Approaching Level 3Met Level 4Exceeded Level 3&4Met or Exceeded  District TotalNumberofStudents TotalNumberTested CT SchoolDay SATParticipationRate TotalNumberwithScoredTests Count % Count % Count % Count % Count % AverageScore Achievement First Bridgeport Academy District  36  35  97.2  34 * * * * 25  73.5 * * * * 515 Achievement First Hartford Academy District  32  30  93.8  30 * * 7  23.3  17  56.7 * * * * 529 Amistad Academy District  45  44  97.8  44  6  13.6 * * 28  63.6 * * * * 515 Ansonia School District  151  138  91.4  138  37  26.8 * * 62  44.9 * * * * 476 Area Cooperative Educational Services  30  19  63.3  18 * * * * * * * * * * * Avon School District  249  245  98.4  243  8  3.3  16  6.6  102  42.0  117  48.1  219  90.1  607 Berlin School District  236  230  97.5  230  22  9.6  38  16.5  146  63.5  24  10.4  170  73.9  532 Bethel School District  202  194  96.0  194  19  9.8  22  11.3  118  60.8  35  18.0  153  78.9  543 Bloomfield School District  173  166  96.0  166  49  29.5 * * 72  43.4 * * * * 468 Bolton School District  67  67  100.0  67  6  9.0  6  9.0  40  59.7  15  22.4  55  82.1  555 Branford School District  256  245  95.7  245  40  16.3  52  21.2  108  44.1  45  18.4  153  62.4  519 Bridgeport School District  1,185  1,022  86.2  1,022  456  44.6  268  26.2  269  26.3  29  2.8  298  29.2  438 Bristol School District  580  554  95.5  554  70  12.6  104  18.8  321  57.9  59  10.6  380  68.6  515 Brookfield School District  228  223  97.8  223  9  4.0  25  11.2  132  59.2  57  25.6  189  84.8  565 Brooklyn School District * * * * * * * * * * * * * * * Canton School District  117  116  99.1  116  7  6.0  12  10.3  63  54.3  34  29.3  97  83.6  571 Capital Preparatory Harbor School District  28  28  100.0  28  14  50.0 * * * * 0  0.0 * * 416 Capitol Region Education Council  526  487  92.6  487  96  19.7  117  24.0  189  38.8  85  17.5  274  56.3  506 Cheshire School District  391  374  95.7  374  19  5.1  36  9.6  219  58.6  100  26.7  319  85.3  567 Clinton School District  129  125  96.9  125  11  8.8  23  18.4  68  54.4  23  18.4  91  72.8  535 Colchester School District  200  194  97.0  194  16  8.2  29  14.9  112  57.7  37  19.1  149  76.8  549 Columbia School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Common Ground High School District  42  39  92.9  39  16  41.0 * * 12  30.8 * * * * 462 Connecticut Technical Education and Career System  2,498  2,445  97.9  2,445  595  24.3  767  31.4  995  40.7  88  3.6  1,083  44.3  469 Cooperative Educational Services  13  10 * 10 * * * * * * * * * * * Coventry School District  131  128  97.7  128  10  7.8  22  17.2  74  57.8  22  17.2  96  75.0  538 Cromwell School District  150  146  97.3  146  23  15.8  18  12.3  82  56.2  23  15.8  105  71.9  529 Danbury School District  673  642  95.4  642  179  27.9  134  20.9  258  40.2  71  11.1  329  51.2  485 Darien School District  331  312  94.3  312  7  2.2  10  3.2  130  41.7  165  52.9  295  94.6  619 Derby School District  90  86  95.6  86  30  34.9  29  33.7 * * * * 27  31.4  446 East Granby School District  63  62  98.4  62  7  11.3  9  14.5  28  45.2  18  29.0  46  74.2  553 East Haddam School District  82  79  96.3  78  10  12.8  8  10.3  47  60.3  13  16.7  60  76.9  532 East Hampton School District  134  129  96.3  129  6  4.7  22  17.1  75  58.1  26  20.2  101  78.3  549 East Hartford School District  491  449  91.4  449  145  32.3  108  24.1  170  37.9  26  5.8  196  43.7  467 East Haven School District  230  215  93.5  215  57  26.5  51  23.7  89  41.4  18  8.4  107  49.8  481 East Lyme School District  260  256  98.5  256  10  3.9  26  10.2  144  56.3  76  29.7  220  85.9  575 East Windsor School District  69  66  95.7  65  10  15.4  14  21.5  35  53.8  6  9.2  41  63.1  501 Eastern Connecticut Regional Educational Service Center (EASTCONN)  85  72  84.7  72  19  26.4  12  16.7  33  45.8  8  11.1  41  56.9  488 EdAdvance * * * * * * * * * * * * * * * Ellington School District  204  203  99.5  203  19  9.4  29  14.3  121  59.6  34  16.7  155  76.4  540 Elm City College Preparatory School District  34  33  97.1  33  9  27.3 * * 16  48.5 * * * * 479 Enfield School District  363  346  95.3  346  55  15.9  85  24.6  179  51.7  27  7.8  206  59.5  500 Explorations District  23  21  91.3  21 * * 10  47.6 * * * * * * 479 Fairfield School District  736  713  96.9  713  50  7.0  60  8.4  385  54.0  218  30.6  603  84.6  572 Farmington School District  313  300  95.8  300  20  6.7  28  9.3  144  48.0  108  36.0  252  84.0  576 Franklin School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Glastonbury School District  495  483  97.6  483  22  4.6  49  10.1  274  56.7  138  28.6  412  85.3  570 Granby School District  156  151  96.8  151  9  6.0  16  10.6  83  55.0  43  28.5  126  83.4  565 Greenwich School District  647  617  95.4  617  48  7.8  68  11.0  281  45.5  220  35.7  501  81.2  575 Griswold School District  134  125  93.3  125  21  16.8  23  18.4  63  50.4  18  14.4  81  64.8  515 Groton School District  258  240  93.0  240  35  14.6  49  20.4  114  47.5  42  17.5  156  65.0  522 Guilford School District  258  254  98.4  254  9  3.5  20  7.9  139  54.7  86  33.9  225  88.6  587 Hamden School District  415  375  90.4  374  56  15.0  74  19.8  179  47.9  65  17.4  244  65.2  519 Hartford School District  1,329  1,163  87.5  1,162  522  44.9  244  21.0  328  28.2  68  5.9  396  34.1  449 Highville Charter School District  9  9 * 9 * * * * * * * * * * * Jumoke Academy District  7 * * * * * * * * * * * * * * Killingly School District  193  173  89.6  173  26  15.0  27  15.6  110  63.6  10  5.8  120  69.4  506 Learn  195  186  95.4  186  40  21.5  30  16.1  78  41.9  38  20.4  116  62.4  516 Lebanon School District  83  83  100.0  83  6  7.2  6  7.2  60  72.3  11  13.3  71  85.5  547 Ledyard School District  209  199  95.2  199  24  12.1  38  19.1  101  50.8  36  18.1  137  68.8  527 Litchfield School District  78  74  94.9  74  7  9.5  10  13.5  41  55.4  16  21.6  57  77.0  544 Madison School District  303  296  97.7  296  7  2.4  13  4.4  165  55.7  111  37.5  276  93.2  597 Manchester School District  401  352  87.8  352  101  28.7  72  20.5  153  43.5  26  7.4  179  50.9  479 Meriden School District  510  479  93.9  478  173  36.2  110  23.0  165  34.5  30  6.3  195  40.8  462 Middletown School District  304  285  93.8  285  70  24.6  61  21.4  127  44.6  27  9.5  154  54.0  492 Milford School District  485  452  93.2  452  37  8.2  74  16.4  280  61.9  61  13.5  341  75.4  533 Monroe School District  279  270  96.8  270  21  7.8  29  10.7  146  54.1  74  27.4  220  81.5  562 Montville School District  144  137  95.1  136  19  14.0  23  16.9  80  58.8  14  10.3  94  69.1  515 Naugatuck School District  312  291  93.3  291  82  28.2  70  24.1  127  43.6  12  4.1  139  47.8  473 New Britain School District  546  471  86.3  471  249  52.9  102  21.7  106  22.5  14  3.0  120  25.5  427 New Canaan School District  328  319  97.3  319  6  1.9  6  1.9  170  53.3  137  42.9  307  96.2  607 New Fairfield School District  227  227  100.0  227  15  6.6  21  9.3  130  57.3  61  26.9  191  84.1  564 New Haven School District  1,313  1,147  87.4  1,145  444  38.8  253  22.1  389  34.0  59  5.2  448  39.1  455 New London School District  192  170  88.5  170  67  39.4  44  25.9  46  27.1  13  7.6  59  34.7  453 New Milford School District  311  302  97.1  302  29  9.6  47  15.6  173  57.3  53  17.5  226  74.8  539 Newington School District  308  300  97.4  300  26  8.7  54  18.0  163  54.3  57  19.0  220  73.3  535 Newtown School District  424  403  95.0  403  14  3.5  32  7.9  236  58.6  121  30.0  357  88.6  577 North Branford School District  155  154  99.4  154  25  16.2  30  19.5  79  51.3  20  13.0  99  64.3  510 North Haven School District  249  245  98.4  245  17  6.9  36  14.7  144  58.8  48  19.6  192  78.4  542 North Stonington School District  56  55  98.2  55  7  12.7  6  10.9  32  58.2  10  18.2  42  76.4  548 Norwalk School District  832  752  90.4  752  155  20.6  155  20.6  367  48.8  75  10.0  442  58.8  499 Norwich Free Academy District  593  570  96.1  570  125  21.9  90  15.8  258  45.3  97  17.0  355  62.3  511 Norwich School District  9 * * * * * * * * * * * * * * Old Saybrook School District  97  96  99.0  96  9  9.4  10  10.4  56  58.3  21  21.9  77  80.2  550 Oxford School District  171  167  97.7  167  9  5.4  22  13.2  100  59.9  36  21.6  136  81.4  552 Path Academy District  23  6  26.1  6 * * * * * * * * * * * Plainfield School District  160  149  93.1  146  22  15.1  33  22.6  77  52.7  14  9.6  91  62.3  508 Plainville School District  182  181  99.5  181  26  14.4  43  23.8  92  50.8  20  11.0  112  61.9  508 Plymouth School District  119  111  93.3  111  21  18.9  26  23.4  57  51.4  7  6.3  64  57.7  495 Portland School District  95  92  96.8  92 * * * * 55  59.8  23  25.0  78  84.8  563 Putnam School District  60  56  93.3  55  15  27.3 * * 25  45.5 * * * * 479 Regional School District 01  110  107  97.3  107  13  12.1  14  13.1  57  53.3  23  21.5  80  74.8  537 Regional School District 04  146  144  98.6  144  10  6.9  20  13.9  66  45.8  48  33.3  114  79.2  568 Regional School District 05  352  344  97.7  344  24  7.0  33  9.6  179  52.0  108  31.4  287  83.4  577 Regional School District 06  113  113  100.0  113  9  8.0  19  16.8  70  61.9  15  13.3  85  75.2  536 Regional School District 07  194  187  96.4  187  16  8.6  16  8.6  110  58.8  45  24.1  155  82.9  557 Regional School District 08  249  243  97.6  243  17  7.0  17  7.0  142  58.4  67  27.6  209  86.0  565 Regional School District 09  274  263  96.0  263 * * * * 152  57.8  87  33.1  239  90.9  587 Regional School District 10  190  187  98.4  186  12  6.5  9  4.8  120  64.5  45  24.2  165  88.7  565 Regional School District 11  43  42  97.7  42 * * 9  21.4  27  64.3 * * * * 518 Regional School District 12  50  49  98.0  49 * * * * 26  53.1  13  26.5  39  79.6  553 Regional School District 13  146  140  95.9  140  13  9.3  8  5.7  82  58.6  37  26.4  119  85.0  558 Regional School District 14  174  171  98.3  171  17  9.9  23  13.5  102  59.6  29  17.0  131  76.6  538 Regional School District 15  314  307  97.8  307  16  5.2  37  12.1  176  57.3  78  25.4  254  82.7  564 Regional School District 16  168  164  97.6  164  10  6.1  28  17.1  98  59.8  28  17.1  126  76.8  541 Regional School District 17  150  146  97.3  146  9  6.2  11  7.5  88  60.3  38  26.0  126  86.3  563 Regional School District 18  120  119  99.2  119  7  5.9  13  10.9  61  51.3  38  31.9  99  83.2  567 Regional School District 19  282  268  95.0  268  16  6.0  34  12.7  151  56.3  67  25.0  218  81.3  560 Ridgefield School District  434  418  96.3  418 * * * * 185  44.3  200  47.8  385  92.1  608 Rocky Hill School District  174  171  98.3  171  11  6.4  31  18.1  100  58.5  29  17.0  129  75.4  540 Salem School District * * * * * * * * * * * * * * * Seymour School District  166  151  91.0  151  27  17.9  33  21.9  76  50.3  15  9.9  91  60.3  502 Shelton School District  381  371  97.4  371  35  9.4  59  15.9  214  57.7  63  17.0  277  74.7  540 Sherman School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Simsbury School District  367  361  98.4  361  18  5.0  27  7.5  177  49.0  139  38.5  316  87.5  588 Somers School District  108  103  95.4  103  8  7.8  13  12.6  62  60.2  20  19.4  82  79.6  545 South Windsor School District  335  326  97.3  326  17  5.2  40  12.3  197  60.4  72  22.1  269  82.5  557 Southington School District  484  470  97.1  470  39  8.3  75  16.0  259  55.1  97  20.6  356  75.7  541 Stafford School District  109  101  92.7  101  11  10.9  14  13.9  56  55.4  20  19.8  76  75.2  538 Stamford Academy District  54  25  46.3  25  17  68.0 * * * * 0  0.0 * * 384 Stamford School District  1,186  1,098  92.6  1,098  254  23.1  238  21.7  476  43.4  130  11.8  606  55.2  496 Stonington School District  175  168  96.0  168  21  12.5  18  10.7  100  59.5  29  17.3  129  76.8  540 Stratford School District  482  464  96.3  464  89  19.2  91  19.6  238  51.3  46  9.9  284  61.2  502 Suffield School District  187  180  96.3  180  13  7.2  19  10.6  105  58.3  43  23.9  148  82.2  556 The Bridge Academy District  41  40  97.6  40  14  35.0  14  35.0  12  30.0  0  0.0  12  30.0  438 The Gilbert School District  103  102  99.0  102  22  21.6  17  16.7  52  51.0  11  10.8  63  61.8  499 The Woodstock Academy District  260  258  99.2  258  21  8.1  39  15.1  153  59.3  45  17.4  198  76.7  540 Thomaston School District  63  62  98.4  62 * * 11  17.7  37  59.7 * * * * 502 Thompson School District  49  44  89.8  44 * * 11  25.0  24  54.5 * * * * 506 Tolland School District  206  201  97.6  201  8  4.0  20  10.0  116  57.7  57  28.4  173  86.1  570 Torrington School District  209  197  94.3  197  40  20.3  46  23.4  98  49.7  13  6.6  111  56.3  490 Trumbull School District  498  495  99.4  495  27  5.5  60  12.1  288  58.2  120  24.2  408  82.4  557 Unified School District #1  109  0  0.0  0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Unified School District #2  20  8  40.0  8 * * * * * * * * * * * Vernon School District  202  192  95.0  192  30  15.6  38  19.8  99  51.6  25  13.0  124  64.6  517 Wallingford School District  472  460  97.5  460  57  12.4  67  14.6  280  60.9  56  12.2  336  73.0  523 Waterbury School District  1,157  1,056  91.3  1,055  419  39.7  281  26.6  310  29.4  45  4.3  355  33.6  448 Waterford School District  214  203  94.9  203  15  7.4  34  16.7  124  61.1  30  14.8  154  75.9  533 Watertown School District  206  199  96.6  199  29  14.6  33  16.6  116  58.3  21  10.6  137  68.8  516 West Hartford School District  770  752  97.7  752  81  10.8  95  12.6  350  46.5  226  30.1  576  76.6  559 West Haven School District  322  304  94.4  304  84  27.6  80  26.3  123  40.5  17  5.6  140  46.1  472 Westbrook School District  76  75  98.7  75  9  12.0  15  20.0  44  58.7  7  9.3  51  68.0  516 Weston School District  207  198  95.7  197  19  9.6  12  6.1  90  45.7  76  38.6  166  84.3  585 Westport School District  439  433  98.6  433  23  5.3  17  3.9  200  46.2  193  44.6  393  90.8  598 Wethersfield School District  259  252  97.3  252  34  13.5  40  15.9  146  57.9  32  12.7  178  70.6  521 Wilton School District  336  328  97.6  328  10  3.0  13  4.0  163  49.7  142  43.3  305  93.0  604 Winchester School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A Windham School District  121  103  85.1  103  48  46.6  29  28.2 * * * * 26  25.2  432 Windsor Locks School District  94  89  94.7  89 * * 24  27.0  45  50.6 * * * * 491 Windsor School District  275  262  95.3  262  46  17.6  70  26.7  122  46.6  24  9.2  146  55.7  502 Wolcott School District  194  190  97.9  190  18  9.5  29  15.3  115  60.5  28  14.7  143  75.3  534 Woodstock School District * 0 * 0 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A * The data are suppressed to ensure confidentiality. For more information, please view the Suppression Guidelines.",2016,ELA,,,,,,
