town_code,district_code,town,fiscal_year,source_sheet,source_file,source_type,count_date,drg,wealth_decile,alliance_flag,psd_flag,reform_flag,pic_rank_raw,pic_score,resident_students,frpl_count,frpl_pct,frpl_weighted,conc_pov_threshold,conc_pov_threshold_students,excess_frpl_students,excess_frpl_weighted,conc_pov_students_above_threshold,ell_count,ell_pct,ell_weighted,need_students,engl_grand_list_years,engl_avg,population_year,population,engl_per_capita,engl_median,engl_threshold,engl_factor,mhi_year,mhi,mhi_median,mhi_threshold,mhi_factor,wealth_adj_factor,base_aid_ratio,pic_bar_adjustment,final_base_aid_ratio,rsd_students,rsd_grades,rsd_per_pupil_bonus,rsd_bonus,endowed_students,endowed_grades,endowed_bonus,foundation,base_formula_aid,fully_funded_grant,fully_funded_grant_hh,fy2017_actual,fy2018_statutory_pre_holdback,prior_year_entitlement,phase_in_gap_base,phase_in_start_base,hh_floor_fy2017,grant_adjustment,ff_greater_than_prior,phase_in_amount,entitlement_no_hh,entitlement,derived_columns,backend_resident_students,backend_frpl_count,backend_ell_count,backend_engl_per_capita,backend_mhi,backend_fully_funded_grant,backend_final_base_aid_ratio,backend_pic_score
136,136,Sterling,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,F,9,0,0,0,303,,531.29,161,0.303036006700672,48.3,0.75,398.4675,0.0,0.0,0.0,0.0,0.0,0.0,579.5899999999999,"2013,2014,2015",330224014.33,2015,3764.0,87732.2,134030.58,180941.28,0.484866,2015,72220,81650.0,110227.5,0.65519,0.464037,0.464037,0.03,0.4940369999999999,0.0,0.0,0.0,0.0,,,,11525.0,3300056.0,3300056,3300056.0,3196216,,2781001.0,fy2017,fy2017,False,103840.0,Yes,4257.4400000000005,3200473.44,3200473.44,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,531.29,161,0,87732.2,72220,3300056,,303.310114383937
137,137,Stonington,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,D,3,0,0,0,209,,2198.08,438,0.1992648129276459,131.4,0.75,1648.56,0.0,0.0,0.0,15.0,0.0068241374290289,2.25,2331.73,"2013,2014,2015",3890820496.67,2015,18370.0,211802.97,134030.58,180941.28,1.170562,2015,77295,81650.0,110227.5,0.701232,-0.029763,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,11525.0,268732.0,268732,268732.0,1649159,,1380018.0,fy2017,fy2017,False,1380427.0,No,345106.75,1304052.25,1304052.25,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,2198.08,438,15,211802.97,77295,268732,,209.0361507556884
138,138,Stratford,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,G,8,0,0,0,280,,7125.91,3280,0.460292089010386,984.0,0.75,5344.4325,0.0,0.0,0.0,364.0,0.0510811952438355,54.6,8164.51,"2013,2014,2015",6521800367.0,2015,52609.0,123967.39,134030.58,180941.28,0.685125,2015,66886,81650.0,110227.5,0.6068,0.338373,0.338373,0.0,0.338373,0.0,0.0,0.0,0.0,,,,11525.0,31839538.0,31839538,31839538.0,21461782,,18571466.0,fy2017,fy2017,False,10377756.0,Yes,425487.996,21887269.996,21887269.996,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,7125.91,3280,364,123967.39,66886,31839538,,279.70853543103243
139,139,Suffield,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,C,5,0,0,0,225,,2146.91,179,0.0833756422020485,53.7,0.75,1610.1825,0.0,0.0,0.0,20.0,0.0093157142125193,3.0,2203.61,"2013,2014,2015",1974032212.67,2015,15662.0,126039.6,134030.58,180941.28,0.696577,2015,99707,81650.0,110227.5,0.904556,0.241029,0.241029,0.0,0.241029,0.0,0.0,0.0,0.0,,,,11525.0,6121318.0,6121318,6121318.0,6221145,,5394141.0,fy2017,fy2017,False,99827.0,No,24956.75,6196188.25,6196188.25,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,2146.91,179,20,126039.6,99707,6121318,,224.84158030695627
140,140,Thomaston,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,E,9,0,0,0,255,,983.61,195,0.1982493061274285,58.5,0.75,737.7075,0.0,0.0,0.0,14.0,0.014233283516841,2.1,1044.21,"2013,2014,2015",753778220.0,2015,7621.0,98908.05,134030.58,180941.28,0.546631,2015,67191,81650.0,110227.5,0.609567,0.434488,0.434488,0.0,0.434488,0.0,0.0,0.0,0.0,,,,11525.0,5228855.0,5228855,5228855.0,5624815,,4875923.0,fy2017,fy2017,False,395960.0,No,98990.0,5525825.0,5525825.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,983.61,195,14,98908.05,67191,5228855,,255.13456865561227
141,141,Thompson,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,F,9,1,0,0,251,,1043.0,399,0.3825503355704698,119.7,0.75,782.25,0.0,0.0,0.0,5.0,0.0047938638542665,0.75,1163.45,"2013,2014,2015",869898306.0,2015,9290.0,93638.14,134030.58,180941.28,0.517506,2015,69924,81650.0,110227.5,0.634361,0.447438,0.447438,0.0,0.447438,0.0,0.0,0.0,0.0,,,,11525.0,5999589.0,5999589,7534704.0,7534704,,7521722.0,fy2017,fy2017,False,1535115.0,No,383778.75,7150925.25,7534704.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,1043.0,399,5,93638.14,69924,7534704,,250.7764350117676
142,142,Tolland,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,C,5,0,0,0,216,,2552.61,207,0.0810934690375733,62.1,0.75,1914.4575,0.0,0.0,0.0,11.0,0.0043093147797744,1.65,2616.36,"2013,2014,2015",1811061018.33,2015,14849.0,121965.18,134030.58,180941.28,0.674059,2015,110593,81650.0,110227.5,1.003316,0.227164,0.227164,0.0,0.227164,0.0,0.0,0.0,0.0,,,,11525.0,6849801.0,6849801,6849801.0,10699177,,9298958.0,fy2017,fy2017,False,3849376.0,No,962344.0,9736833.0,9736833.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,2552.61,207,11,121965.18,110593,6849801,,216.23936178687032
143,143,Torrington,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,G,10,1,0,0,303,,4351.45,2256,0.5184478736972733,676.8,0.75,3263.5875,0.0,0.0,0.0,393.0,0.0903147226786473,58.95,5087.2,"2013,2014,2015",2812095030.0,2015,34906.0,80561.94,134030.58,180941.28,0.445238,2015,56264,81650.0,110227.5,0.510435,0.535203,0.535203,0.03,0.565203,0.0,0.0,0.0,0.0,,,,11525.0,33137841.0,33137841,33137841.0,24482865,,24337555.0,fy2017,fy2017,False,8654976.0,Yes,354854.016,24837719.016,24837719.016,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,4351.45,2256,393,80561.94,56264,33137841,,302.8115352498195
144,144,Trumbull,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,B,3,0,0,0,218,,6576.26,625,0.095038821457789,187.5,0.75,4932.195,0.0,0.0,0.0,141.0,0.0214407581208772,21.15,6784.91,"2013,2014,2015",6661989535.33,2015,36628.0,181882.43,134030.58,180941.28,1.005201,2015,111312,81650.0,110227.5,1.009839,-0.006592,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,11525.0,781961.0,781961,781961.0,3418401,,2937522.0,fy2017,fy2017,False,2636440.0,No,659110.0,2759291.0,2759291.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,6576.26,625,141,181882.43,111312,781961,,217.6285489845896
145,145,Union,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,E,4,0,0,0,228,,90.0,7,0.0777777777777777,2.1,0.75,67.5,0.0,0.0,0.0,0.0,0.0,0.0,92.1,"2013,2014,2015",125784799.67,2015,843.0,149210.91,134030.58,180941.28,0.824637,2015,95865,81650.0,110227.5,0.869701,0.161844,0.161844,0.0,0.161844,0.0,0.0,0.0,0.0,,,,11525.0,171790.0,171790,171790.0,237166,,206385.0,fy2017,fy2017,False,65376.0,No,16344.0,220822.0,220822.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,90.0,7,0,149210.91,95865,171790,,227.71497425918037
146,146,Vernon,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,G,9,1,0,0,283,,3411.33,1485,0.4353140857085066,445.5,0.75,2558.4975,0.0,0.0,0.0,98.0,0.0287277982487768,14.7,3871.53,"2013,2014,2015",2527535002.67,2015,28959.0,87279.77,134030.58,180941.28,0.482365,2015,59961,81650.0,110227.5,0.543975,0.499152,0.499152,0.0,0.499152,0.0,0.0,0.0,0.0,,,,11525.0,22271854.0,22271854,22271854.0,19250233,,19101426.0,fy2017,fy2017,False,3021621.0,Yes,123886.461,19374119.461,19374119.461,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,3411.33,1485,98,87279.77,59961,22271854,,283.1307814626361
147,147,Voluntown,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,F,8,0,0,0,260,,368.62,74,0.2007487385383321,22.2,0.75,276.46500000000003,0.0,0.0,0.0,0.0,0.0,0.0,390.82,"2013,2014,2015",282643208.33,2015,2579.0,109594.11,134030.58,180941.28,0.605689,2015,76012,81650.0,110227.5,0.689592,0.36914,0.36914,0.0,0.36914,0.0,0.0,0.0,0.0,,,,11525.0,1662681.0,1662681,1662681.0,2502621,,2174807.0,fy2017,fy2017,False,839940.0,No,209985.0,2292636.0,2292636.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,368.62,74,0,109594.11,76012,1662681,,259.8595229186513
148,148,Wallingford,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,D,6,0,0,0,232,,5939.0,1313,0.2210809900656676,393.9,0.75,4454.25,0.0,0.0,0.0,328.0,0.0552281528876915,49.2,6382.099999999999,"2013,2014,2015",6071938212.33,2015,44893.0,135253.56,134030.58,180941.28,0.7475,2015,74060,81650.0,110227.5,0.671883,0.275185,0.275185,0.0,0.275185,0.0,0.0,0.0,0.0,,,,11525.0,20240876.0,20240876,20240876.0,21301522,,18462436.0,fy2017,fy2017,False,1060646.0,No,265161.5,21036360.5,21036360.5,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,5939.0,1313,328,135253.56,74060,20240876,,231.67023831954708
149,149,Warren,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,E,1,0,0,0,159,,138.41,8,0.0577992919586735,2.4,0.75,103.8075,0.0,0.0,0.0,0.0,0.0,0.0,140.81,"2013,2014,2015",535729511.0,2015,1417.0,378073.05,134030.58,180941.28,2.089479,2015,90865,81650.0,110227.5,0.824341,-0.709938,0.01,0.0,0.01,142.0,13.0,100.0,14200.0,,,,11525.0,16228.0,30428,30428.0,33205,,28680.0,fy2017,fy2017,False,2777.0,No,694.25,32510.75,32510.75,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,138.41,8,0,378073.05,90865,30428,,158.6061049770669
150,150,Washington,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,C,1,0,0,0,130,,275.78,40,0.1450431503372253,12.0,0.75,206.835,0.0,0.0,0.0,11.0,0.0398868663427369,1.65,289.42999999999995,"2013,2014,2015",1698943529.0,2015,3466.0,490174.13,134030.58,180941.28,2.709023,2015,81354,81650.0,110227.5,0.738055,-1.117733,0.01,0.0,0.01,272.0,13.0,100.0,27200.0,,,,11525.0,33357.0,60557,60557.0,50646,,42392.0,fy2017,fy2017,False,9911.0,Yes,406.351,51052.351,51052.351,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,275.78,40,11,490174.13,81354,60557,,129.98329043510034
151,151,Waterbury,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,I,10,1,1,1,403,,18426.87,13452,0.7300208879750061,4035.6,0.75,13820.1525,0.0,0.0,0.0,2604.0,0.1413153726053312,390.6,22853.07,"2013,2014,2015",5688486825.33,2015,108802.0,52282.93,134030.58,180941.28,0.28895,2015,40467,81650.0,110227.5,0.367123,0.687598,0.687598,0.06,0.747598,0.0,0.0,0.0,0.0,,,,11525.0,196903581.0,196903581,196903581.0,133606066,,133356066.0,fy2017,fy2017,False,63297515.0,Yes,2595198.115,136201264.115,136201264.115,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,18426.87,13452,2604,52282.93,40467,196903581,,402.6818195180104
152,152,Waterford,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,D,2,0,0,0,221,,2800.24,595,0.2124817872753764,178.5,0.75,2100.18,0.0,0.0,0.0,58.0,0.0207125103562551,8.7,2987.44,"2013,2014,2015",4591077946.67,2015,19281.0,238114.1,134030.58,180941.28,1.315974,2015,75956,81650.0,110227.5,0.689084,-0.127907,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,11525.0,344302.0,344302,344302.0,321279,,252429.0,fy2017,fy2017,False,23023.0,Yes,943.943,322222.943,322222.943,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,2800.24,595,58,238114.1,75956,344302,,220.9406223696901
153,153,Watertown,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,D,7,0,0,0,236,,2805.18,739,0.2634412051989533,221.7,0.75,2103.885,0.0,0.0,0.0,77.0,0.0274492189449518,11.55,3038.43,"2013,2014,2015",2560867012.0,2015,21911.0,116875.86,134030.58,180941.28,0.645933,2015,78722,81650.0,110227.5,0.714177,0.333594,0.333594,0.0,0.333594,0.0,0.0,0.0,0.0,,,,11525.0,11681763.0,11681763,11681763.0,11753175,,10186446.0,fy2017,fy2017,False,71412.0,No,17853.0,11735322.0,11735322.0,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,2805.18,739,77,116875.86,78722,11681763,,236.48455696059608
154,154,Westbrook,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,E,2,0,0,0,204,,742.26,137,0.1845714439684207,41.1,0.75,556.6949999999999,0.0,0.0,0.0,69.0,0.0929593403928542,10.35,793.71,"2013,2014,2015",1793236831.67,2015,6902.0,259814.09,134030.58,180941.28,1.435903,2015,78346,81650.0,110227.5,0.710766,-0.218362,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,11525.0,91475.0,91475,91475.0,70393,,36497.0,fy2017,fy2017,False,21082.0,Yes,864.3620000000001,71257.362,71257.362,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,742.26,137,69,259814.09,78346,91475,,204.48422680006027
155,155,West Hartford,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,B,7,0,0,0,222,,10007.85,2018,0.2016417112566635,605.4,0.75,7505.887500000001,0.0,0.0,0.0,573.0,0.0572550547819961,85.95,10699.2,"2013,2014,2015",9243892093.67,2015,63053.0,146605.11,134030.58,180941.28,0.810236,2015,86569,81650.0,110227.5,0.785367,0.197225,0.197225,0.0,0.197225,0.0,0.0,0.0,0.0,,,,11525.0,24319476.0,24319476,24319476.0,20961352,,18113857.0,fy2017,fy2017,False,3358124.0,Yes,137683.084,21099035.084,21099035.084,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,10007.85,2018,573,146605.11,86569,24319476,,222.4127320726532
156,156,West Haven,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,H,10,1,0,0,311,,6952.01,4384,0.6306089893426505,1315.2,0.75,5214.0075,0.0,0.0,0.0,838.0,0.1205406781635814,125.7,8392.910000000002,"2013,2014,2015",3855578408.67,2015,54927.0,70194.59,134030.58,180941.28,0.387941,2015,50846,81650.0,110227.5,0.461282,0.590057,0.590057,0.04,0.6300570000000001,0.0,0.0,0.0,0.0,,,,11525.0,60944335.0,60944335,60944335.0,45140487,,44899746.0,fy2017,fy2017,False,15803848.0,Yes,647957.768,45788444.768,45788444.768,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,6952.01,4384,838,70194.59,50846,60944335,,311.06056394251897
157,157,Weston,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,A,1,0,0,0,110,,2310.86,49,0.0212042269977411,14.7,0.75,1733.145,0.0,0.0,0.0,18.0,0.0077893078767212,2.7,2328.26,"2013,2014,2015",3484328221.67,2015,10387.0,335450.87,134030.58,180941.28,1.853921,2015,217171,81650.0,110227.5,1.970207,-0.888807,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,11525.0,268332.0,268332,268332.0,263431,,229317.0,fy2017,fy2017,False,4901.0,Yes,200.941,263631.941,263631.941,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,2310.86,49,18,335450.87,217171,268332,,110.49630038351826
158,158,Westport,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,A,1,0,0,0,60,,5588.43,178,0.0318515218048718,53.4,0.75,4191.3225,0.0,0.0,0.0,56.0,0.0100207034891731,8.4,5650.23,"2013,2014,2015",16077959554.33,2015,27899.0,576291.61,134030.58,180941.28,3.184965,2015,162907,81650.0,110227.5,1.477916,-1.67285,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,11525.0,651189.0,651189,651189.0,465334,,385065.0,fy2017,fy2017,False,185855.0,Yes,7620.055,472954.055,472954.055,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,5588.43,178,56,576291.61,162907,651189,,60.3557880584751
159,159,Wethersfield,2019,FY 2018-19,ecs shell 2018-19-only.xlsx,"OFA shell (official, received 2026-09-15)",10/2017,D,8,0,0,0,248,,3869.7,733,0.1894203685040184,219.9,0.75,2902.275,0.0,0.0,0.0,303.0,0.0783006434607334,45.45,4135.05,"2013,2014,2015",3144133006.67,2015,26367.0,119245.0,134030.58,180941.28,0.659026,2015,77195,81650.0,110227.5,0.700324,0.328585,0.328585,0.0,0.328585,0.0,0.0,0.0,0.0,,,,11525.0,15659195.0,15659195,15659195.0,9348852,,8017284.0,fy2017,fy2017,False,6310343.0,Yes,258724.063,9607576.063,9607576.063,ell_weighted=ell_count x 0.15; excess_frpl_students=conc_pov_students_above_threshold; conc_pov_threshold_students=resident x 0.75; pic_bar_adjustment=final_base_aid_ratio-base_aid_ratio; prior_year_entitlement=CSDE FY2018 entitlement; grant_adjustment=|gap_vs_fy2017|; ff_greater_than_prior=fully_funded_grant>fy2017; phase_in_amount=0.041/0.25 x grant_adjustment; entitlement_no_hh=fy2017+/-phase_in_amount,3869.7,733,303,119245.0,77195,15659195,,247.57193211911547
