fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2023,1,0.00017049181655958624,0.0004855960129188349,0.002638614385649607,0.002468122569090021
2024,2,0.0005358101794369815,0.001609976493917771,0.00787933733232303,0.007343527152886049
2025,3,0.001246007530062884,0.004166391658413895,0.018910891397323923,0.01766488386726104
