fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2023,1,0.00033087473489246366,0.0008545570053929976,0.0035298376789700144,0.0031989629440775506
2024,2,0.0010404507626800472,0.002830496901989632,0.01054504522831899,0.009504594465638942
2025,3,0.0024204831619961164,0.007310523223365126,0.025318341968189204,0.022897858806193088
