town_code,town,fiscal_year,policy_year,delta_2018,delta_nominal,delta_sd,delta_gcs,n_tests,frpl_share
1,Andover,2023,1,0.0,0.0,0.0,0.0,127.5,0.2097975453687192
1,Andover,2024,2,0.0,0.0,0.0,0.0,127.5,0.2222222222222222
1,Andover,2025,3,0.0,0.0,0.0,0.0,127.5,0.24707865821754552
2,Ansonia,2023,1,164.3443355377159,199.42736786678074,0.0014092526772359136,0.004612511666131061,2209.333333333333,0.6680708220891199
2,Ansonia,2024,2,317.67123719703017,396.8651205345837,0.004133283536200447,0.013528318120740027,2209.333333333333,0.6416802137027929
2,Ansonia,2025,3,638.1384565266259,818.2251443258683,0.009605320800916261,0.03143840346505927,2209.333333333333,0.6272585538004133
3,Ashford,2023,1,0.0,0.0,0.0,0.0,468.99999999999994,0.31763568567877365
3,Ashford,2024,2,0.0,0.0,0.0,0.0,468.99999999999994,0.3522048020609012
3,Ashford,2025,3,0.0,0.0,0.0,0.0,468.99999999999994,0.35361566789420823
4,Avon,2023,1,0.0,0.0,0.0,0.0,2848.6666666666665,0.07636173095110292
4,Avon,2024,2,9.59849125248317,11.991348104028138,8.230706249004317e-05,0.00026960138805705037,2848.6666666666665,0.08215450180996638
4,Avon,2025,3,23.89652608815378,30.640276114672112,0.00028721977369596175,0.0009408044379573213,2848.6666666666665,0.09989306319516927
5,Barkhamsted,2023,1,0.0,0.0,0.0,0.0,239.66666666666669,0.2043082389518099
5,Barkhamsted,2024,2,63.79846953980154,79.70311548266294,0.000547071876303798,0.0017389566317584342,239.66666666666669,0.22334017641617976
5,Barkhamsted,2025,3,64.32455993219493,82.47735549537772,0.0010986549777223693,0.003492252923752545,239.66666666666669,0.2474554113362592
6,Beacon Falls,2023,1,85.34228374250868,103.56053318675278,0.0007318100830920121,0.002395276450029153,1719.9999999999998,0.24048371581695752
6,Beacon Falls,2024,2,164.6664334530576,205.71696870313528,0.0021438247499519806,0.007016920175318188,1719.9999999999998,0.27050133849107905
6,Beacon Falls,2025,3,346.17037854060936,443.861837577426,0.005112235745937706,0.016732781048197438,1719.9999999999998,0.3211745813259922
7,Berlin,2023,1,12.249713826327422,14.864693556445419,0.00010504129606075764,0.00034389599493016623,2301.6666666666665,0.1976093003139378
7,Berlin,2024,2,52.72826982782611,65.87316920927675,0.0005571862098343666,0.0018241788056530168,2301.6666666666665,0.208808602022694
7,Berlin,2025,3,164.0454449443586,210.3401017330768,0.0019638759002322415,0.006429557535534384,2301.6666666666665,0.23795449496794016
8,Bethany,2023,1,0.0,0.0,0.0,0.0,501.8333333333333,0.11250678349724028
8,Bethany,2024,2,0.0,0.0,0.0,0.0,501.8333333333333,0.11802330008375847
8,Bethany,2025,3,0.0,0.0,0.0,0.0,501.8333333333333,0.13538194311404012
9,Bethel,2023,1,47.45049329404283,57.579879164375676,0.0004068879799964172,0.0013348186090966956,2849.0,0.3022498319941093
9,Bethel,2024,2,100.45628753828541,125.49954794179632,0.0012683006456372142,0.004160730684992992,2849.0,0.29517668072719944
9,Bethel,2025,3,209.4695096247098,268.583123288693,0.0030645016906691,0.010053267939616747,2849.0,0.3247792588817026
10,Bethlehem,2023,1,45.03783842040172,54.65218829236027,0.0003861994644549447,0.0012653493862856237,1183.6666666666667,0.2838716789769596
10,Bethlehem,2024,2,90.21314355799854,112.70283834272011,0.0011597771704647821,0.003799910320815307,1183.6666666666667,0.32063793007304964
10,Bethlehem,2025,3,89.28922970808364,114.48721216755884,0.0019254323152115994,0.006308513663596075,1183.6666666666667,0.2549069589599796
11,Bloomfield,2023,1,62.88028760751093,76.30351363947193,0.0005391984662344061,0.001775608990435831,1410.1666666666667,0.548366442935481
11,Bloomfield,2024,2,122.4063647084719,152.92167182922427,0.0015888330436095524,0.005232111018854805,1410.1666666666667,0.5829912614268805
11,Bloomfield,2025,3,277.61490327153695,355.9595758148569,0.003969380839162982,0.013071380476474688,1410.1666666666667,0.56838381298395
12,Bolton,2023,1,0.9733105126839188,1.1810857552621588,8.346137646264603e-06,2.7327014220076893e-05,629.3333333333333,0.20809606164142797
12,Bolton,2024,2,0.9477337231479266,1.183999097905449,1.6472954322258076e-05,5.3935925345359654e-05,629.3333333333333,0.2015617511910467
12,Bolton,2025,3,0.9511045160457505,1.2195121951219512,2.462867554735038e-05,8.063947605816496e-05,629.3333333333333,0.19599303135888502
13,Bozrah,2023,1,32.41297153417344,39.332256731888684,0.0002779412309055372,0.0009471816803448311,41.0,0.3680474706125362
13,Bozrah,2024,2,30.556323684303514,38.17386550027337,0.0005399617064984398,0.0018401078343676055,41.0,0.3681428831784217
13,Bozrah,2025,3,31.904817894491075,40.90855825944299,0.0008135455199437008,0.0027724400950040265,41.0,0.3320182805359166
14,Branford,2023,1,31.104928580055628,37.74498229043684,0.000266724762573977,0.0008734753607957036,2258.333333333333,0.3313164108618654
14,Branford,2024,2,65.24319255043429,81.50800086294755,0.000826185138693951,0.002705606915310665,2258.333333333333,0.3701003548499885
14,Branford,2025,3,117.95175183941372,151.23847839793436,0.0018376214107169238,0.006017877789980936,2258.333333333333,0.35690695649563153
15,Bridgeport,2023,1,186.4313003732913,226.22929716305444,0.0015986484007009727,0.005228531507818006,17086.666666666668,0.6601280736402241
15,Bridgeport,2024,2,377.8507541197213,472.0470962399375,0.004838718617277582,0.01582548904237366,17086.666666666668,0.8066742195802737
15,Bridgeport,2025,3,801.9248335686982,1028.233067564497,0.011715224065129171,0.03831575355707816,17086.666666666668,0.8591184186065726
16,Bridgewater,2023,1,2.222980288900584,2.6975259377494014,1.906205597732251e-05,6.242681888688815e-05,554.5,0.12769353551476456
16,Bridgewater,2024,2,4.2151016709511815,5.265905870067876,5.5206552805728886e-05,0.00018079736401323626,554.5,0.126799433131946
16,Bridgewater,2025,3,9.044722519914554,11.597200127266943,0.0001327650484139962,0.0004347956821504224,554.5,0.11931275851097678
17,Bristol,2023,1,130.5598742596388,158.4308457448615,0.0011195509217764026,0.0036663033182824244,6712.666666666666,0.5419941712671393
17,Bristol,2024,2,254.98923365795645,318.5568005576807,0.0033060836003933787,0.010826756549321285,6712.666666666666,0.5361157187473748
17,Bristol,2025,3,527.9034708103748,676.8811520073671,0.007832855862592344,0.025651022103651794,6712.666666666666,0.5662943504443646
18,Brookfield,2023,1,0.0,0.0,0.0,0.0,2241.1666666666665,0.20782072150509143
18,Brookfield,2024,2,0.0,0.0,0.0,0.0,2241.1666666666665,0.22451951299468623
18,Brookfield,2025,3,29.124614829165548,37.343764395172435,0.00024974357216009456,0.0008182664861475947,2241.1666666666665,0.2468292233516568
19,Brooklyn,2023,1,20.450831206319634,24.816525770845125,0.00017536587759419087,0.0005730592027216025,1092.3333333333333,0.29474110920622587
19,Brooklyn,2024,2,139.45280826288496,174.21771026065505,0.0013711737084484293,0.004480710403506166,1092.3333333333333,0.31567500892654266
19,Brooklyn,2025,3,318.6352072738165,408.55606771920554,0.004103470610821406,0.013409288220086085,1092.3333333333333,0.31865856671807236
