fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2023,1,0.000170258072509354,0.00048506759924997554,0.002634502933149466,0.002464244860640112
2024,2,0.000535316256085239,0.001607925005536899,0.007869403542884568,0.007334087286799329
2025,3,0.001244466639536413,0.004167210768362247,0.01888598849937442,0.017641521859838007
