fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2023,1,0.0003304201529662623,0.0008536245317458885,0.0035245346879756506,0.0031941145350093884
2024,2,0.001039455400431117,0.0028268844666502675,0.010532213534222191,0.009492758133791074
2025,3,0.0024174286039341025,0.007311703390788661,0.025285740075081668,0.022868311471147564
