District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Greenwich School District,2015,High Needs,190.0,178.0,93.7
Greenwich School District,2015,Non-High Needs,456.0,453.0,99.3
Griswold School District,2015,High Needs,69.0,59.0,85.5
Griswold School District,2015,Non-High Needs,79.0,77.0,97.5
Groton School District,2015,High Needs,144.0,118.0,81.9
Groton School District,2015,Non-High Needs,128.0,123.0,96.1
Guilford School District,2015,High Needs,65.0,54.0,83.1
Guilford School District,2015,Non-High Needs,210.0,207.0,98.6
Hamden School District,2015,High Needs,260.0,224.0,86.2
Hamden School District,2015,Non-High Needs,202.0,200.0,99.0
Hartford School District,2015,High Needs,1332.0,951.0,71.4
Hartford School District,2015,Non-High Needs,160.0,153.0,95.6
Killingly School District,2015,High Needs,107.0,73.0,68.2
Killingly School District,2015,Non-High Needs,95.0,91.0,95.8
Learn,2015,High Needs,110.0,98.0,89.1
Learn,2015,Non-High Needs,66.0,61.0,92.4
Lebanon School District,2015,High Needs,26.0,24.0,92.3
Lebanon School District,2015,Non-High Needs,68.0,67.0,98.5
Ledyard School District,2015,High Needs,86.0,73.0,84.9
Ledyard School District,2015,Non-High Needs,147.0,147.0,100.0
Litchfield School District,2015,High Needs,21.0,21.0,100.0
Litchfield School District,2015,Non-High Needs,49.0,49.0,100.0
Madison School District,2015,High Needs,55.0,54.0,98.2
Madison School District,2015,Non-High Needs,254.0,252.0,99.2
Manchester School District,2015,High Needs,295.0,228.0,77.3
Manchester School District,2015,Non-High Needs,151.0,146.0,96.7
Meriden School District,2015,High Needs,484.0,352.0,72.7
Meriden School District,2015,Non-High Needs,143.0,133.0,93.0
Middletown School District,2015,High Needs,179.0,157.0,87.7
Middletown School District,2015,Non-High Needs,135.0,132.0,97.8
Milford School District,2015,High Needs,178.0,157.0,88.2
Milford School District,2015,Non-High Needs,282.0,276.0,97.9
Monroe School District,2015,High Needs,60.0,53.0,88.3
Monroe School District,2015,Non-High Needs,260.0,260.0,100.0
Montville School District,2015,High Needs,71.0,63.0,88.7
Montville School District,2015,Non-High Needs,108.0,108.0,100.0
Naugatuck School District,2015,High Needs,220.0,187.0,85.0
Naugatuck School District,2015,Non-High Needs,116.0,110.0,94.8
New Britain School District,2015,High Needs,577.0,422.0,73.1
New Britain School District,2015,Non-High Needs,81.0,77.0,95.1
New Canaan School District,2015,High Needs,38.0,37.0,97.4
New Canaan School District,2015,Non-High Needs,267.0,267.0,100.0
New Fairfield School District,2015,High Needs,56.0,54.0,96.4
New Fairfield School District,2015,Non-High Needs,208.0,207.0,99.5
New Haven School District,2015,High Needs,1296.0,1020.0,78.7
New Haven School District,2015,Non-High Needs,188.0,161.0,85.6
New London School District,2015,High Needs,193.0,,
New London School District,2015,Non-High Needs,6.0,,
New Milford School District,2015,High Needs,122.0,92.0,75.4
New Milford School District,2015,Non-High Needs,250.0,245.0,98.0
Newington School District,2015,High Needs,136.0,119.0,87.5
Newington School District,2015,Non-High Needs,223.0,217.0,97.3
Newtown School District,2015,High Needs,74.0,61.0,82.4
Newtown School District,2015,Non-High Needs,379.0,378.0,99.7
North Branford School District,2015,High Needs,57.0,47.0,82.5
North Branford School District,2015,Non-High Needs,109.0,108.0,99.1
North Haven School District,2015,High Needs,85.0,67.0,78.8
North Haven School District,2015,Non-High Needs,211.0,207.0,98.1
North Stonington School District,2015,High Needs,14.0,11.0,
North Stonington School District,2015,Non-High Needs,37.0,36.0,97.3
Norwalk School District,2015,High Needs,474.0,410.0,86.5
Norwalk School District,2015,Non-High Needs,402.0,388.0,96.5
Norwich Free Academy District,2015,High Needs,323.0,249.0,77.1
Norwich Free Academy District,2015,Non-High Needs,278.0,273.0,98.2
Old Saybrook School District,2015,High Needs,31.0,25.0,80.6
Old Saybrook School District,2015,Non-High Needs,96.0,95.0,99.0
Oxford School District,2015,High Needs,22.0,16.0,72.7
Oxford School District,2015,Non-High Needs,102.0,101.0,99.0
Plainfield School District,2015,High Needs,96.0,72.0,75.0
Plainfield School District,2015,Non-High Needs,72.0,71.0,98.6
Plainville School District,2015,High Needs,86.0,71.0,82.6
Plainville School District,2015,Non-High Needs,96.0,93.0,96.9
Plymouth School District,2015,High Needs,54.0,43.0,79.6
Plymouth School District,2015,Non-High Needs,67.0,65.0,97.0
Portland School District,2015,High Needs,30.0,24.0,80.0
Portland School District,2015,Non-High Needs,62.0,61.0,98.4
Putnam School District,2015,High Needs,47.0,39.0,83.0
Putnam School District,2015,Non-High Needs,18.0,17.0,
Regional School District 01,2015,High Needs,33.0,32.0,97.0
Regional School District 01,2015,Non-High Needs,54.0,53.0,98.1
Regional School District 04,2015,High Needs,41.0,38.0,92.7
Regional School District 04,2015,Non-High Needs,141.0,139.0,98.6
Regional School District 05,2015,High Needs,66.0,61.0,92.4
Regional School District 05,2015,Non-High Needs,351.0,345.0,98.3
Regional School District 06,2015,High Needs,19.0,17.0,
Regional School District 06,2015,Non-High Needs,68.0,67.0,98.5
Regional School District 07,2015,High Needs,34.0,29.0,85.3
Regional School District 07,2015,Non-High Needs,111.0,111.0,100.0
Regional School District 08,2015,High Needs,56.0,47.0,83.9
Regional School District 08,2015,Non-High Needs,213.0,210.0,98.6
Regional School District 09,2015,High Needs,40.0,36.0,90.0
Regional School District 09,2015,Non-High Needs,216.0,213.0,98.6
Regional School District 10,2015,High Needs,31.0,26.0,83.9
Regional School District 10,2015,Non-High Needs,161.0,158.0,98.1
Regional School District 11,2015,High Needs,23.0,22.0,95.7
Regional School District 11,2015,Non-High Needs,28.0,28.0,100.0
Regional School District 12,2015,High Needs,19.0,18.0,
Regional School District 12,2015,Non-High Needs,53.0,53.0,100.0
Regional School District 13,2015,High Needs,44.0,33.0,75.0
Regional School District 13,2015,Non-High Needs,109.0,109.0,100.0
Regional School District 14,2015,High Needs,42.0,40.0,95.2
Regional School District 14,2015,Non-High Needs,147.0,146.0,99.3
Regional School District 15,2015,High Needs,51.0,43.0,84.3
Regional School District 15,2015,Non-High Needs,242.0,238.0,98.3
Regional School District 16,2015,High Needs,32.0,29.0,90.6
Regional School District 16,2015,Non-High Needs,135.0,133.0,98.5
Regional School District 17,2015,High Needs,35.0,29.0,82.9
Regional School District 17,2015,Non-High Needs,133.0,133.0,100.0
Regional School District 18,2015,High Needs,20.0,17.0,85.0
Regional School District 18,2015,Non-High Needs,69.0,68.0,98.6
Regional School District 19,2015,High Needs,84.0,71.0,84.5
Regional School District 19,2015,Non-High Needs,209.0,204.0,97.6
Ridgefield School District,2015,High Needs,75.0,66.0,88.0
Ridgefield School District,2015,Non-High Needs,369.0,366.0,99.2
Rocky Hill School District,2015,High Needs,52.0,47.0,90.4
Rocky Hill School District,2015,Non-High Needs,143.0,137.0,95.8
Seymour School District,2015,High Needs,60.0,48.0,80.0
Seymour School District,2015,Non-High Needs,88.0,86.0,97.7
Shelton School District,2015,High Needs,136.0,120.0,88.2
Shelton School District,2015,Non-High Needs,234.0,231.0,98.7
Simsbury School District,2015,High Needs,99.0,81.0,81.8
Simsbury School District,2015,Non-High Needs,291.0,288.0,99.0
Somers School District,2015,High Needs,22.0,16.0,72.7
Somers School District,2015,Non-High Needs,108.0,106.0,98.1
South Windsor School District,2015,High Needs,91.0,72.0,79.1
South Windsor School District,2015,Non-High Needs,265.0,259.0,97.7
Southington School District,2015,High Needs,159.0,140.0,88.1
Southington School District,2015,Non-High Needs,361.0,355.0,98.3
Stafford School District,2015,High Needs,32.0,28.0,87.5
Stafford School District,2015,Non-High Needs,60.0,58.0,96.7
Stamford Academy District,2015,High Needs,49.0,24.0,49.0
Stamford School District,2015,High Needs,767.0,663.0,86.4
Stamford School District,2015,Non-High Needs,448.0,434.0,96.9
Stonington School District,2015,High Needs,67.0,51.0,76.1
Stonington School District,2015,Non-High Needs,134.0,131.0,97.8
Stratford School District,2015,High Needs,300.0,268.0,89.3
Stratford School District,2015,Non-High Needs,234.0,231.0,98.7
Suffield School District,2015,High Needs,55.0,49.0,89.1
Suffield School District,2015,Non-High Needs,157.0,156.0,99.4
The Bridge Academy District,2015,High Needs,,,
The Bridge Academy District,2015,Non-High Needs,,,
The Gilbert School District,2015,High Needs,48.0,41.0,85.4
The Gilbert School District,2015,Non-High Needs,42.0,42.0,100.0
The Woodstock Academy District,2015,High Needs,31.0,31.0,100.0
The Woodstock Academy District,2015,Non-High Needs,255.0,253.0,99.2
Thomaston School District,2015,High Needs,16.0,14.0,
Thomaston School District,2015,Non-High Needs,47.0,47.0,100.0
Thompson School District,2015,High Needs,25.0,21.0,84.0
Thompson School District,2015,Non-High Needs,45.0,44.0,97.8
Tolland School District,2015,High Needs,43.0,37.0,86.0
Tolland School District,2015,Non-High Needs,169.0,168.0,99.4
Torrington School District,2015,High Needs,147.0,115.0,78.2
Torrington School District,2015,Non-High Needs,131.0,126.0,96.2
Trumbull School District,2015,High Needs,105.0,96.0,91.4
Trumbull School District,2015,Non-High Needs,429.0,429.0,100.0
Unified School District #1,2015,High Needs,,,
Unified School District #1,2015,Non-High Needs,,,
Unified School District #2,2015,High Needs,37.0,12.0,32.4
Vernon School District,2015,High Needs,118.0,92.0,78.0
Vernon School District,2015,Non-High Needs,125.0,117.0,93.6
Wallingford School District,2015,High Needs,169.0,146.0,86.4
Wallingford School District,2015,Non-High Needs,335.0,330.0,98.5
Waterbury School District,2015,High Needs,1172.0,814.0,69.5
Waterbury School District,2015,Non-High Needs,169.0,153.0,90.5
Waterford School District,2015,High Needs,61.0,50.0,82.0
Waterford School District,2015,Non-High Needs,155.0,152.0,98.1
Watertown School District,2015,High Needs,71.0,55.0,77.5
Watertown School District,2015,Non-High Needs,134.0,130.0,97.0
West Hartford School District,2015,High Needs,278.0,245.0,88.1
West Hartford School District,2015,Non-High Needs,456.0,453.0,99.3
West Haven School District,2015,High Needs,305.0,229.0,75.1
West Haven School District,2015,Non-High Needs,120.0,108.0,90.0
Westbrook School District,2015,High Needs,14.0,14.0,
Westbrook School District,2015,Non-High Needs,64.0,64.0,100.0
Weston School District,2015,High Needs,30.0,25.0,83.3
Weston School District,2015,Non-High Needs,137.0,136.0,99.3
Westport School District,2015,High Needs,70.0,67.0,95.7
Westport School District,2015,Non-High Needs,392.0,392.0,100.0
Wethersfield School District,2015,High Needs,104.0,85.0,81.7
Wethersfield School District,2015,Non-High Needs,180.0,177.0,98.3
Wilton School District,2015,High Needs,61.0,56.0,91.8
Wilton School District,2015,Non-High Needs,268.0,266.0,99.3
Windham School District,2015,High Needs,98.0,81.0,82.7
Windham School District,2015,Non-High Needs,31.0,29.0,93.5
Windsor Locks School District,2015,High Needs,64.0,55.0,85.9
Windsor Locks School District,2015,Non-High Needs,68.0,64.0,94.1
Windsor School District,2015,High Needs,143.0,116.0,81.1
Windsor School District,2015,Non-High Needs,166.0,163.0,98.2
Wolcott School District,2015,High Needs,56.0,53.0,94.6
Wolcott School District,2015,Non-High Needs,124.0,122.0,98.4
