District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
East Hartford School District,2018,High Needs,425.0,380.0,89.4
East Hartford School District,2018,Non-High Needs,98.0,96.0,98.0
East Haven School District,2018,High Needs,169.0,140.0,82.8
East Haven School District,2018,Non-High Needs,82.0,77.0,93.9
East Lyme School District,2018,High Needs,88.0,81.0,92.0
East Lyme School District,2018,Non-High Needs,195.0,192.0,98.5
East Windsor School District,2018,High Needs,53.0,49.0,92.5
East Windsor School District,2018,Non-High Needs,42.0,40.0,95.2
Eastern Connecticut Regional Educational Service Center (EASTCONN),2018,High Needs,55.0,40.0,72.7
Eastern Connecticut Regional Educational Service Center (EASTCONN),2018,Non-High Needs,30.0,25.0,83.3
Ellington School District,2018,High Needs,49.0,45.0,91.8
Ellington School District,2018,Non-High Needs,131.0,130.0,99.2
Elm City College Preparatory School District,2018,High Needs,26.0,26.0,100.0
Enfield School District,2018,High Needs,189.0,163.0,86.2
Enfield School District,2018,Non-High Needs,218.0,208.0,95.4
Explorations District,2018,High Needs,23.0,18.0,78.3
Explorations District,2018,Non-High Needs,7.0,7.0,
Fairfield School District,2018,High Needs,248.0,233.0,94.0
Fairfield School District,2018,Non-High Needs,541.0,538.0,99.4
Farmington School District,2018,High Needs,87.0,78.0,89.7
Farmington School District,2018,Non-High Needs,208.0,207.0,99.5
Glastonbury School District,2018,High Needs,122.0,111.0,91.0
Glastonbury School District,2018,Non-High Needs,372.0,372.0,100.0
Granby School District,2018,High Needs,38.0,35.0,92.1
Granby School District,2018,Non-High Needs,125.0,124.0,99.2
Greenwich School District,2018,High Needs,210.0,200.0,95.2
Greenwich School District,2018,Non-High Needs,417.0,415.0,99.5
Griswold School District,2018,High Needs,71.0,59.0,83.1
Griswold School District,2018,Non-High Needs,80.0,77.0,96.3
Groton School District,2018,High Needs,153.0,121.0,79.1
Groton School District,2018,Non-High Needs,124.0,120.0,96.8
Guilford School District,2018,High Needs,79.0,70.0,88.6
Guilford School District,2018,Non-High Needs,215.0,215.0,100.0
Hamden School District,2018,High Needs,261.0,222.0,85.1
Hamden School District,2018,Non-High Needs,167.0,167.0,100.0
Hartford School District,2018,High Needs,1247.0,897.0,71.9
Hartford School District,2018,Non-High Needs,230.0,214.0,93.0
Highville Charter School District,2018,High Needs,,,
Highville Charter School District,2018,Non-High Needs,,,
Jumoke Academy District,2018,High Needs,14.0,9.0,
Killingly School District,2018,High Needs,106.0,85.0,80.2
Killingly School District,2018,Non-High Needs,90.0,87.0,96.7
Learn,2018,High Needs,135.0,122.0,90.4
Learn,2018,Non-High Needs,63.0,63.0,100.0
Lebanon School District,2018,High Needs,30.0,26.0,86.7
Lebanon School District,2018,Non-High Needs,59.0,58.0,98.3
Ledyard School District,2018,High Needs,87.0,81.0,93.1
Ledyard School District,2018,Non-High Needs,104.0,104.0,100.0
Litchfield School District,2018,High Needs,15.0,14.0,
Litchfield School District,2018,Non-High Needs,50.0,50.0,100.0
Madison School District,2018,High Needs,56.0,52.0,92.9
Madison School District,2018,Non-High Needs,240.0,240.0,100.0
Manchester School District,2018,High Needs,271.0,225.0,83.0
Manchester School District,2018,Non-High Needs,139.0,133.0,95.7
Meriden School District,2018,High Needs,504.0,392.0,77.8
Meriden School District,2018,Non-High Needs,120.0,119.0,99.2
Middletown School District,2018,High Needs,188.0,161.0,85.6
Middletown School District,2018,Non-High Needs,141.0,140.0,99.3
Milford School District,2018,High Needs,144.0,126.0,87.5
Milford School District,2018,Non-High Needs,294.0,293.0,99.7
Monroe School District,2018,High Needs,58.0,48.0,82.8
Monroe School District,2018,Non-High Needs,248.0,248.0,100.0
Montville School District,2018,High Needs,86.0,73.0,84.9
Montville School District,2018,Non-High Needs,94.0,93.0,98.9
Naugatuck School District,2018,High Needs,215.0,183.0,85.1
Naugatuck School District,2018,Non-High Needs,102.0,101.0,99.0
New Britain School District,2018,High Needs,584.0,454.0,77.7
New Britain School District,2018,Non-High Needs,55.0,51.0,92.7
New Canaan School District,2018,High Needs,55.0,52.0,94.5
New Canaan School District,2018,Non-High Needs,258.0,258.0,100.0
New Fairfield School District,2018,High Needs,48.0,44.0,91.7
New Fairfield School District,2018,Non-High Needs,153.0,153.0,100.0
New Haven School District,2018,High Needs,1233.0,1000.0,81.1
New Haven School District,2018,Non-High Needs,277.0,242.0,87.4
New London School District,2018,High Needs,249.0,210.0,84.3
New London School District,2018,Non-High Needs,14.0,12.0,
New Milford School District,2018,High Needs,128.0,105.0,82.0
New Milford School District,2018,Non-High Needs,222.0,218.0,98.2
Newington School District,2018,High Needs,130.0,123.0,94.6
Newington School District,2018,Non-High Needs,169.0,165.0,97.6
Newtown School District,2018,High Needs,67.0,57.0,85.1
Newtown School District,2018,Non-High Needs,352.0,351.0,99.7
North Branford School District,2018,High Needs,61.0,56.0,91.8
North Branford School District,2018,Non-High Needs,90.0,88.0,97.8
North Haven School District,2018,High Needs,72.0,60.0,83.3
North Haven School District,2018,Non-High Needs,180.0,177.0,98.3
North Stonington School District,2018,High Needs,14.0,12.0,
North Stonington School District,2018,Non-High Needs,31.0,30.0,96.8
Norwalk School District,2018,High Needs,576.0,518.0,89.9
Norwalk School District,2018,Non-High Needs,312.0,306.0,98.1
Norwich Free Academy District,2018,High Needs,336.0,287.0,85.4
Norwich Free Academy District,2018,Non-High Needs,236.0,228.0,96.6
Old Saybrook School District,2018,High Needs,38.0,36.0,94.7
Old Saybrook School District,2018,Non-High Needs,72.0,72.0,100.0
Oxford School District,2018,High Needs,38.0,32.0,84.2
Oxford School District,2018,Non-High Needs,104.0,103.0,99.0
Path Academy District,2018,High Needs,31.0,,
Plainfield School District,2018,High Needs,104.0,85.0,81.7
Plainfield School District,2018,Non-High Needs,66.0,61.0,92.4
Plainville School District,2018,High Needs,97.0,86.0,88.7
Plainville School District,2018,Non-High Needs,77.0,75.0,97.4
Plymouth School District,2018,High Needs,62.0,55.0,88.7
Plymouth School District,2018,Non-High Needs,70.0,70.0,100.0
Portland School District,2018,High Needs,25.0,23.0,92.0
Portland School District,2018,Non-High Needs,59.0,56.0,94.9
Putnam School District,2018,High Needs,55.0,45.0,81.8
Putnam School District,2018,Non-High Needs,17.0,17.0,
Regional School District 01,2018,High Needs,45.0,42.0,93.3
Regional School District 01,2018,Non-High Needs,42.0,42.0,100.0
Regional School District 04,2018,High Needs,46.0,43.0,93.5
Regional School District 04,2018,Non-High Needs,110.0,109.0,99.1
Regional School District 05,2018,High Needs,92.0,80.0,87.0
Regional School District 05,2018,Non-High Needs,267.0,263.0,98.5
Regional School District 06,2018,High Needs,47.0,45.0,95.7
Regional School District 06,2018,Non-High Needs,60.0,60.0,100.0
Regional School District 07,2018,High Needs,41.0,39.0,95.1
Regional School District 07,2018,Non-High Needs,125.0,125.0,100.0
Regional School District 08,2018,High Needs,67.0,55.0,82.1
Regional School District 08,2018,Non-High Needs,211.0,210.0,99.5
Regional School District 09,2018,High Needs,48.0,45.0,93.8
Regional School District 09,2018,Non-High Needs,190.0,189.0,99.5
Regional School District 10,2018,High Needs,43.0,39.0,90.7
Regional School District 10,2018,Non-High Needs,158.0,157.0,99.4
Regional School District 11,2018,High Needs,20.0,17.0,85.0
Regional School District 11,2018,Non-High Needs,13.0,11.0,
Regional School District 12,2018,High Needs,31.0,28.0,90.3
Regional School District 12,2018,Non-High Needs,32.0,32.0,100.0
Regional School District 13,2018,High Needs,30.0,23.0,76.7
Regional School District 13,2018,Non-High Needs,104.0,104.0,100.0
Regional School District 14,2018,High Needs,69.0,66.0,95.7
Regional School District 14,2018,Non-High Needs,122.0,122.0,100.0
Regional School District 15,2018,High Needs,77.0,68.0,88.3
Regional School District 15,2018,Non-High Needs,220.0,219.0,99.5
Regional School District 16,2018,High Needs,45.0,44.0,97.8
Regional School District 16,2018,Non-High Needs,128.0,127.0,99.2
Regional School District 17,2018,High Needs,64.0,55.0,85.9
Regional School District 17,2018,Non-High Needs,103.0,102.0,99.0
Regional School District 18,2018,High Needs,33.0,29.0,87.9
Regional School District 18,2018,Non-High Needs,85.0,85.0,100.0
Regional School District 19,2018,High Needs,124.0,115.0,92.7
Regional School District 19,2018,Non-High Needs,180.0,180.0,100.0
Ridgefield School District,2018,High Needs,67.0,61.0,91.0
Ridgefield School District,2018,Non-High Needs,355.0,353.0,99.4
Rocky Hill School District,2018,High Needs,55.0,51.0,92.7
Rocky Hill School District,2018,Non-High Needs,125.0,123.0,98.4
Seymour School District,2018,High Needs,70.0,62.0,88.6
Seymour School District,2018,Non-High Needs,90.0,90.0,100.0
Shelton School District,2018,High Needs,152.0,125.0,82.2
Shelton School District,2018,Non-High Needs,205.0,203.0,99.0
Simsbury School District,2018,High Needs,90.0,75.0,83.3
Simsbury School District,2018,Non-High Needs,250.0,250.0,100.0
Somers School District,2018,High Needs,24.0,22.0,91.7
Somers School District,2018,Non-High Needs,91.0,91.0,100.0
South Windsor School District,2018,High Needs,116.0,110.0,94.8
South Windsor School District,2018,Non-High Needs,232.0,232.0,100.0
Southington School District,2018,High Needs,168.0,149.0,88.7
Southington School District,2018,Non-High Needs,373.0,373.0,100.0
Stafford School District,2018,High Needs,42.0,35.0,83.3
Stafford School District,2018,Non-High Needs,55.0,55.0,100.0
Stamford Academy District,2018,High Needs,70.0,41.0,58.6
Stamford School District,2018,High Needs,803.0,676.0,84.2
Stamford School District,2018,Non-High Needs,388.0,378.0,97.4
Stonington School District,2018,High Needs,58.0,52.0,89.7
Stonington School District,2018,Non-High Needs,115.0,113.0,98.3
Stratford School District,2018,High Needs,340.0,310.0,91.2
Stratford School District,2018,Non-High Needs,195.0,194.0,99.5
Suffield School District,2018,High Needs,60.0,53.0,88.3
Suffield School District,2018,Non-High Needs,128.0,128.0,100.0
The Bridge Academy District,2018,High Needs,,,
The Bridge Academy District,2018,Non-High Needs,,,
The Gilbert School District,2018,High Needs,42.0,35.0,83.3
The Gilbert School District,2018,Non-High Needs,46.0,46.0,100.0
The Woodstock Academy District,2018,High Needs,29.0,28.0,96.6
The Woodstock Academy District,2018,Non-High Needs,219.0,217.0,99.1
Thomaston School District,2018,High Needs,21.0,21.0,100.0
Thomaston School District,2018,Non-High Needs,37.0,35.0,94.6
Thompson School District,2018,High Needs,37.0,28.0,75.7
Thompson School District,2018,Non-High Needs,33.0,30.0,90.9
Tolland School District,2018,High Needs,51.0,44.0,86.3
Tolland School District,2018,Non-High Needs,169.0,168.0,99.4
Torrington School District,2018,High Needs,155.0,123.0,79.4
Torrington School District,2018,Non-High Needs,82.0,80.0,97.6
Trumbull School District,2018,High Needs,179.0,168.0,93.9
Trumbull School District,2018,Non-High Needs,392.0,390.0,99.5
Unified School District #1,2018,High Needs,,,
Unified School District #1,2018,Non-High Needs,,,
Unified School District #2,2018,High Needs,,,
Unified School District #2,2018,Non-High Needs,,,
Vernon School District,2018,High Needs,119.0,83.0,69.7
Vernon School District,2018,Non-High Needs,99.0,93.0,93.9
Wallingford School District,2018,High Needs,171.0,147.0,86.0
Wallingford School District,2018,Non-High Needs,299.0,293.0,98.0
Waterbury School District,2018,High Needs,1303.0,1055.0,81.0
Waterbury School District,2018,Non-High Needs,29.0,19.0,65.5
Waterford School District,2018,High Needs,69.0,57.0,82.6
Waterford School District,2018,Non-High Needs,136.0,134.0,98.5
Watertown School District,2018,High Needs,91.0,82.0,90.1
Watertown School District,2018,Non-High Needs,131.0,129.0,98.5
West Hartford School District,2018,High Needs,291.0,260.0,89.3
West Hartford School District,2018,Non-High Needs,458.0,456.0,99.6
West Haven School District,2018,High Needs,329.0,271.0,82.4
West Haven School District,2018,Non-High Needs,90.0,86.0,95.6
Westbrook School District,2018,High Needs,33.0,26.0,78.8
Westbrook School District,2018,Non-High Needs,57.0,57.0,100.0
Weston School District,2018,High Needs,33.0,29.0,87.9
Weston School District,2018,Non-High Needs,172.0,172.0,100.0
Westport School District,2018,High Needs,96.0,95.0,99.0
Westport School District,2018,Non-High Needs,360.0,360.0,100.0
Wethersfield School District,2018,High Needs,126.0,110.0,87.3
Wethersfield School District,2018,Non-High Needs,192.0,191.0,99.5
Wilton School District,2018,High Needs,87.0,85.0,97.7
Wilton School District,2018,Non-High Needs,242.0,242.0,100.0
Windham School District,2018,High Needs,164.0,135.0,82.3
Windham School District,2018,Non-High Needs,18.0,18.0,
Windsor Locks School District,2018,High Needs,68.0,59.0,86.8
Windsor Locks School District,2018,Non-High Needs,53.0,53.0,100.0
Windsor School District,2018,High Needs,178.0,156.0,87.6
Windsor School District,2018,Non-High Needs,140.0,138.0,98.6
Wolcott School District,2018,High Needs,73.0,69.0,94.5
Wolcott School District,2018,Non-High Needs,111.0,109.0,98.2
