District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Middletown School District,2014,High Needs,171.0,131.0,76.6
Middletown School District,2014,Non-High Needs,158.0,154.0,97.5
Milford School District,2014,High Needs,178.0,159.0,89.3
Milford School District,2014,Non-High Needs,326.0,319.0,97.9
Monroe School District,2014,High Needs,70.0,67.0,95.7
Monroe School District,2014,Non-High Needs,229.0,226.0,98.7
Montville School District,2014,High Needs,82.0,71.0,86.6
Montville School District,2014,Non-High Needs,110.0,104.0,94.5
Naugatuck School District,2014,High Needs,195.0,154.0,79.0
Naugatuck School District,2014,Non-High Needs,137.0,126.0,92.0
New Britain School District,2014,High Needs,544.0,382.0,70.2
New Britain School District,2014,Non-High Needs,100.0,88.0,88.0
New Canaan School District,2014,High Needs,36.0,33.0,91.7
New Canaan School District,2014,Non-High Needs,276.0,276.0,100.0
New Fairfield School District,2014,High Needs,50.0,45.0,90.0
New Fairfield School District,2014,Non-High Needs,190.0,188.0,98.9
New Haven School District,2014,High Needs,1146.0,895.0,78.1
New Haven School District,2014,Non-High Needs,149.0,134.0,89.9
New London School District,2014,High Needs,,,
New London School District,2014,Non-High Needs,,,
New Milford School District,2014,High Needs,101.0,79.0,78.2
New Milford School District,2014,Non-High Needs,280.0,272.0,97.1
Newington School District,2014,High Needs,118.0,100.0,84.7
Newington School District,2014,Non-High Needs,248.0,246.0,99.2
Newtown School District,2014,High Needs,71.0,62.0,87.3
Newtown School District,2014,Non-High Needs,352.0,352.0,100.0
North Branford School District,2014,High Needs,50.0,43.0,86.0
North Branford School District,2014,Non-High Needs,99.0,94.0,94.9
North Haven School District,2014,High Needs,82.0,62.0,75.6
North Haven School District,2014,Non-High Needs,235.0,225.0,95.7
North Stonington School District,2014,High Needs,17.0,16.0,
North Stonington School District,2014,Non-High Needs,39.0,38.0,97.4
Norwalk School District,2014,High Needs,463.0,367.0,79.3
Norwalk School District,2014,Non-High Needs,355.0,338.0,95.2
Norwich Free Academy District,2014,High Needs,284.0,226.0,79.6
Norwich Free Academy District,2014,Non-High Needs,321.0,311.0,96.9
Old Saybrook School District,2014,High Needs,41.0,34.0,82.9
Old Saybrook School District,2014,Non-High Needs,96.0,93.0,96.9
Oxford School District,2014,High Needs,21.0,17.0,81.0
Oxford School District,2014,Non-High Needs,153.0,151.0,98.7
Plainfield School District,2014,High Needs,86.0,69.0,80.2
Plainfield School District,2014,Non-High Needs,85.0,81.0,95.3
Plainville School District,2014,High Needs,86.0,71.0,82.6
Plainville School District,2014,Non-High Needs,91.0,90.0,98.9
Plymouth School District,2014,High Needs,55.0,42.0,76.4
Plymouth School District,2014,Non-High Needs,83.0,80.0,96.4
Portland School District,2014,High Needs,28.0,22.0,78.6
Portland School District,2014,Non-High Needs,85.0,85.0,100.0
Putnam School District,2014,High Needs,48.0,41.0,85.4
Putnam School District,2014,Non-High Needs,19.0,19.0,
Regional School District 01,2014,High Needs,35.0,32.0,91.4
Regional School District 01,2014,Non-High Needs,86.0,81.0,94.2
Regional School District 04,2014,High Needs,33.0,31.0,93.9
Regional School District 04,2014,Non-High Needs,103.0,102.0,99.0
Regional School District 05,2014,High Needs,78.0,70.0,89.7
Regional School District 05,2014,Non-High Needs,341.0,337.0,98.8
Regional School District 06,2014,High Needs,34.0,31.0,91.2
Regional School District 06,2014,Non-High Needs,60.0,57.0,95.0
Regional School District 07,2014,High Needs,50.0,36.0,72.0
Regional School District 07,2014,Non-High Needs,165.0,163.0,98.8
Regional School District 08,2014,High Needs,75.0,67.0,89.3
Regional School District 08,2014,Non-High Needs,221.0,216.0,97.7
Regional School District 09,2014,High Needs,48.0,46.0,95.8
Regional School District 09,2014,Non-High Needs,204.0,200.0,98.0
Regional School District 10,2014,High Needs,41.0,35.0,85.4
Regional School District 10,2014,Non-High Needs,175.0,172.0,98.3
Regional School District 11,2014,High Needs,21.0,20.0,95.2
Regional School District 11,2014,Non-High Needs,19.0,19.0,
Regional School District 12,2014,High Needs,26.0,22.0,84.6
Regional School District 12,2014,Non-High Needs,55.0,55.0,100.0
Regional School District 13,2014,High Needs,33.0,27.0,81.8
Regional School District 13,2014,Non-High Needs,103.0,101.0,98.1
Regional School District 14,2014,High Needs,43.0,39.0,90.7
Regional School District 14,2014,Non-High Needs,167.0,166.0,99.4
Regional School District 15,2014,High Needs,67.0,62.0,92.5
Regional School District 15,2014,Non-High Needs,262.0,260.0,99.2
Regional School District 16,2014,High Needs,49.0,43.0,87.8
Regional School District 16,2014,Non-High Needs,132.0,131.0,99.2
Regional School District 17,2014,High Needs,42.0,40.0,95.2
Regional School District 17,2014,Non-High Needs,111.0,111.0,100.0
Regional School District 18,2014,High Needs,12.0,11.0,
Regional School District 18,2014,Non-High Needs,95.0,94.0,98.9
Regional School District 19,2014,High Needs,83.0,74.0,89.2
Regional School District 19,2014,Non-High Needs,208.0,205.0,98.6
Ridgefield School District,2014,High Needs,67.0,61.0,91.0
Ridgefield School District,2014,Non-High Needs,391.0,388.0,99.2
Rocky Hill School District,2014,High Needs,38.0,35.0,92.1
Rocky Hill School District,2014,Non-High Needs,143.0,135.0,94.4
Seymour School District,2014,High Needs,50.0,40.0,80.0
Seymour School District,2014,Non-High Needs,86.0,82.0,95.3
Shelton School District,2014,High Needs,110.0,89.0,80.9
Shelton School District,2014,Non-High Needs,259.0,255.0,98.5
Simsbury School District,2014,High Needs,88.0,68.0,77.3
Simsbury School District,2014,Non-High Needs,318.0,315.0,99.1
Somers School District,2014,High Needs,25.0,23.0,92.0
Somers School District,2014,Non-High Needs,105.0,104.0,99.0
South Windsor School District,2014,High Needs,77.0,66.0,85.7
South Windsor School District,2014,Non-High Needs,269.0,266.0,98.9
Southington School District,2014,High Needs,129.0,110.0,85.3
Southington School District,2014,Non-High Needs,382.0,380.0,99.5
Stafford School District,2014,High Needs,49.0,43.0,87.8
Stafford School District,2014,Non-High Needs,92.0,91.0,98.9
Stamford Academy District,2014,High Needs,55.0,22.0,40.0
Stamford School District,2014,High Needs,729.0,657.0,90.1
Stamford School District,2014,Non-High Needs,463.0,450.0,97.2
Stonington School District,2014,High Needs,54.0,44.0,81.5
Stonington School District,2014,Non-High Needs,123.0,123.0,100.0
Stratford School District,2014,High Needs,304.0,277.0,91.1
Stratford School District,2014,Non-High Needs,339.0,332.0,97.9
Suffield School District,2014,High Needs,43.0,38.0,88.4
Suffield School District,2014,Non-High Needs,171.0,167.0,97.7
The Bridge Academy District,2014,High Needs,,,
The Bridge Academy District,2014,Non-High Needs,,,
The Gilbert School District,2014,High Needs,46.0,40.0,87.0
The Gilbert School District,2014,Non-High Needs,43.0,41.0,95.3
The Woodstock Academy District,2014,High Needs,39.0,38.0,97.4
The Woodstock Academy District,2014,Non-High Needs,236.0,231.0,97.9
Thomaston School District,2014,High Needs,24.0,20.0,83.3
Thomaston School District,2014,Non-High Needs,48.0,47.0,97.9
Thompson School District,2014,High Needs,37.0,32.0,86.5
Thompson School District,2014,Non-High Needs,48.0,46.0,95.8
Tolland School District,2014,High Needs,36.0,30.0,83.3
Tolland School District,2014,Non-High Needs,192.0,181.0,94.3
Torrington School District,2014,High Needs,150.0,127.0,84.7
Torrington School District,2014,Non-High Needs,115.0,109.0,94.8
Trumbull School District,2014,High Needs,120.0,103.0,85.8
Trumbull School District,2014,Non-High Needs,435.0,433.0,99.5
Unified School District #1,2014,High Needs,417.0,,
Unified School District #1,2014,Non-High Needs,6.0,0.0,
Unified School District #2,2014,High Needs,,,
Unified School District #2,2014,Non-High Needs,,,
Vernon School District,2014,High Needs,132.0,95.0,72.0
Vernon School District,2014,Non-High Needs,163.0,159.0,97.5
Wallingford School District,2014,High Needs,140.0,115.0,82.1
Wallingford School District,2014,Non-High Needs,345.0,335.0,97.1
Waterbury School District,2014,High Needs,1157.0,797.0,68.9
Waterbury School District,2014,Non-High Needs,186.0,160.0,86.0
Waterford School District,2014,High Needs,49.0,37.0,75.5
Waterford School District,2014,Non-High Needs,153.0,151.0,98.7
Watertown School District,2014,High Needs,77.0,65.0,84.4
Watertown School District,2014,Non-High Needs,151.0,150.0,99.3
West Hartford School District,2014,High Needs,258.0,229.0,88.8
West Hartford School District,2014,Non-High Needs,482.0,478.0,99.2
West Haven School District,2014,High Needs,294.0,219.0,74.5
West Haven School District,2014,Non-High Needs,126.0,108.0,85.7
Westbrook School District,2014,High Needs,16.0,13.0,
Westbrook School District,2014,Non-High Needs,56.0,56.0,100.0
Weston School District,2014,High Needs,27.0,23.0,85.2
Weston School District,2014,Non-High Needs,153.0,152.0,99.3
Westport School District,2014,High Needs,88.0,84.0,95.5
Westport School District,2014,Non-High Needs,362.0,361.0,99.7
Wethersfield School District,2014,High Needs,93.0,80.0,86.0
Wethersfield School District,2014,Non-High Needs,211.0,208.0,98.6
Wilton School District,2014,High Needs,47.0,43.0,91.5
Wilton School District,2014,Non-High Needs,254.0,253.0,99.6
Windham School District,2014,High Needs,127.0,99.0,78.0
Windham School District,2014,Non-High Needs,41.0,38.0,92.7
Windsor Locks School District,2014,High Needs,59.0,52.0,88.1
Windsor Locks School District,2014,Non-High Needs,78.0,77.0,98.7
Windsor School District,2014,High Needs,138.0,122.0,88.4
Windsor School District,2014,Non-High Needs,158.0,154.0,97.5
Wolcott School District,2014,High Needs,90.0,82.0,91.1
Wolcott School District,2014,Non-High Needs,152.0,151.0,99.3
