District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Amistad Academy District,2012,High Needs,,,
Amistad Academy District,2012,Non-High Needs,,,
Ansonia School District,2012,High Needs,138.0,108.0,78.3
Ansonia School District,2012,Non-High Needs,62.0,57.0,91.9
Avon School District,2012,High Needs,44.0,41.0,93.2
Avon School District,2012,Non-High Needs,239.0,236.0,98.7
Berlin School District,2012,High Needs,62.0,60.0,96.8
Berlin School District,2012,Non-High Needs,196.0,192.0,98.0
Bethel School District,2012,High Needs,57.0,52.0,91.2
Bethel School District,2012,Non-High Needs,180.0,177.0,98.3
Bloomfield School District,2012,High Needs,120.0,102.0,85.0
Bloomfield School District,2012,Non-High Needs,73.0,70.0,95.9
Bolton School District,2012,High Needs,13.0,10.0,
Bolton School District,2012,Non-High Needs,57.0,57.0,100.0
Branford School District,2012,High Needs,87.0,80.0,92.0
Branford School District,2012,Non-High Needs,172.0,164.0,95.3
Bridgeport School District,2012,High Needs,,,
Bridgeport School District,2012,Non-High Needs,,,
Bristol School District,2012,High Needs,288.0,235.0,81.6
Bristol School District,2012,Non-High Needs,340.0,323.0,95.0
Brookfield School District,2012,High Needs,32.0,28.0,87.5
Brookfield School District,2012,Non-High Needs,222.0,222.0,100.0
Canton School District,2012,High Needs,17.0,16.0,
Canton School District,2012,Non-High Needs,101.0,100.0,99.0
Capitol Region Education Council,2012,High Needs,222.0,175.0,78.8
Capitol Region Education Council,2012,Non-High Needs,111.0,98.0,88.3
Cheshire School District,2012,High Needs,84.0,77.0,91.7
Cheshire School District,2012,Non-High Needs,324.0,322.0,99.4
Clinton School District,2012,High Needs,32.0,29.0,90.6
Clinton School District,2012,Non-High Needs,89.0,85.0,95.5
Colchester School District,2012,High Needs,64.0,59.0,92.2
Colchester School District,2012,Non-High Needs,179.0,178.0,99.4
Common Ground High School District,2012,High Needs,24.0,23.0,95.8
Common Ground High School District,2012,Non-High Needs,6.0,6.0,
Connecticut Technical Education and Career System,2012,High Needs,1546.0,1484.0,96.0
Connecticut Technical Education and Career System,2012,Non-High Needs,985.0,961.0,97.6
Coventry School District,2012,High Needs,47.0,37.0,78.7
Coventry School District,2012,Non-High Needs,103.0,101.0,98.1
Cromwell School District,2012,High Needs,48.0,38.0,79.2
Cromwell School District,2012,Non-High Needs,103.0,102.0,99.0
Danbury School District,2012,High Needs,403.0,312.0,77.4
Danbury School District,2012,Non-High Needs,351.0,326.0,92.9
Darien School District,2012,High Needs,52.0,49.0,94.2
Darien School District,2012,Non-High Needs,259.0,253.0,97.7
Derby School District,2012,High Needs,72.0,52.0,72.2
Derby School District,2012,Non-High Needs,40.0,37.0,92.5
East Granby School District,2012,High Needs,11.0,10.0,
East Granby School District,2012,Non-High Needs,49.0,48.0,98.0
East Haddam School District,2012,High Needs,27.0,23.0,85.2
East Haddam School District,2012,Non-High Needs,76.0,73.0,96.1
East Hampton School District,2012,High Needs,30.0,25.0,83.3
East Hampton School District,2012,Non-High Needs,134.0,131.0,97.8
East Hartford School District,2012,High Needs,433.0,345.0,79.7
East Hartford School District,2012,Non-High Needs,146.0,136.0,93.2
East Haven School District,2012,High Needs,134.0,92.0,68.7
East Haven School District,2012,Non-High Needs,91.0,80.0,87.9
East Lyme School District,2012,High Needs,81.0,70.0,86.4
East Lyme School District,2012,Non-High Needs,221.0,214.0,96.8
East Windsor School District,2012,High Needs,37.0,30.0,81.1
East Windsor School District,2012,Non-High Needs,51.0,49.0,96.1
Eastern Connecticut Regional Educational Service Center (EASTCONN),2012,High Needs,45.0,34.0,75.6
Eastern Connecticut Regional Educational Service Center (EASTCONN),2012,Non-High Needs,40.0,36.0,90.0
Ellington School District,2012,High Needs,37.0,26.0,70.3
Ellington School District,2012,Non-High Needs,163.0,159.0,97.5
Elm City College Preparatory School District,2012,High Needs,,,
Elm City College Preparatory School District,2012,Non-High Needs,,,
Enfield School District,2012,High Needs,193.0,139.0,72.0
Enfield School District,2012,Non-High Needs,320.0,308.0,96.3
Explorations District,2012,High Needs,20.0,9.0,45.0
Explorations District,2012,Non-High Needs,9.0,8.0,
Fairfield School District,2012,High Needs,163.0,147.0,90.2
Fairfield School District,2012,Non-High Needs,529.0,520.0,98.3
Farmington School District,2012,High Needs,62.0,54.0,87.1
Farmington School District,2012,Non-High Needs,243.0,238.0,97.9
Glastonbury School District,2012,High Needs,99.0,87.0,87.9
Glastonbury School District,2012,Non-High Needs,414.0,412.0,99.5
Granby School District,2012,High Needs,29.0,28.0,96.6
Granby School District,2012,Non-High Needs,159.0,157.0,98.7
Greenwich School District,2012,High Needs,191.0,175.0,91.6
Greenwich School District,2012,Non-High Needs,451.0,437.0,96.9
Griswold School District,2012,High Needs,83.0,65.0,78.3
Griswold School District,2012,Non-High Needs,103.0,98.0,95.1
Groton School District,2012,High Needs,163.0,120.0,73.6
Groton School District,2012,Non-High Needs,184.0,166.0,90.2
Guilford School District,2012,High Needs,59.0,55.0,93.2
Guilford School District,2012,Non-High Needs,227.0,227.0,100.0
Hamden School District,2012,High Needs,266.0,221.0,83.1
Hamden School District,2012,Non-High Needs,250.0,239.0,95.6
Hartford School District,2012,High Needs,1299.0,940.0,72.4
Hartford School District,2012,Non-High Needs,96.0,93.0,96.9
Killingly School District,2012,High Needs,101.0,77.0,76.2
Killingly School District,2012,Non-High Needs,84.0,78.0,92.9
Lebanon School District,2012,High Needs,27.0,22.0,81.5
Lebanon School District,2012,Non-High Needs,102.0,95.0,93.1
Ledyard School District,2012,High Needs,54.0,46.0,85.2
Ledyard School District,2012,Non-High Needs,156.0,150.0,96.2
Lisbon School District,2012,High Needs,,,
Lisbon School District,2012,Non-High Needs,,,
Litchfield School District,2012,High Needs,19.0,18.0,
Litchfield School District,2012,Non-High Needs,84.0,83.0,98.8
Madison School District,2012,High Needs,58.0,52.0,89.7
Madison School District,2012,Non-High Needs,277.0,276.0,99.6
Manchester School District,2012,High Needs,325.0,234.0,72.0
Manchester School District,2012,Non-High Needs,187.0,171.0,91.4
Meriden School District,2012,High Needs,440.0,296.0,67.3
Meriden School District,2012,Non-High Needs,183.0,166.0,90.7
Middletown School District,2012,High Needs,184.0,140.0,76.1
Middletown School District,2012,Non-High Needs,157.0,145.0,92.4
Milford School District,2012,High Needs,209.0,168.0,80.4
Milford School District,2012,Non-High Needs,302.0,297.0,98.3
Monroe School District,2012,High Needs,48.0,45.0,93.8
Monroe School District,2012,Non-High Needs,291.0,291.0,100.0
Montville School District,2012,High Needs,93.0,68.0,73.1
Montville School District,2012,Non-High Needs,128.0,125.0,97.7
Naugatuck School District,2012,High Needs,181.0,141.0,77.9
Naugatuck School District,2012,Non-High Needs,188.0,178.0,94.7
New Britain School District,2012,High Needs,539.0,336.0,62.3
New Britain School District,2012,Non-High Needs,129.0,117.0,90.7
New Canaan School District,2012,High Needs,50.0,48.0,96.0
New Canaan School District,2012,Non-High Needs,280.0,280.0,100.0
New Fairfield School District,2012,High Needs,55.0,51.0,92.7
New Fairfield School District,2012,Non-High Needs,177.0,177.0,100.0
