District,fiscal_year,needs_group,cohort_count,graduation_count,graduation_rate
Achievement First Bridgeport Academy District,2019,High Needs,47.0,41.0,87.2
Achievement First Hartford Academy District,2019,High Needs,32.0,32.0,100.0
Amistad Academy District,2019,High Needs,53.0,46.0,86.8
Ansonia School District,2019,High Needs,147.0,129.0,87.8
Ansonia School District,2019,Non-High Needs,34.0,32.0,94.1
Avon School District,2019,High Needs,44.0,37.0,84.1
Avon School District,2019,Non-High Needs,178.0,177.0,99.4
Berlin School District,2019,High Needs,58.0,55.0,94.8
Berlin School District,2019,Non-High Needs,176.0,176.0,100.0
Bethel School District,2019,High Needs,95.0,88.0,92.6
Bethel School District,2019,Non-High Needs,142.0,140.0,98.6
Bloomfield School District,2019,High Needs,116.0,102.0,87.9
Bloomfield School District,2019,Non-High Needs,45.0,45.0,100.0
Bolton School District,2019,High Needs,16.0,14.0,
Bolton School District,2019,Non-High Needs,50.0,48.0,96.0
Branford School District,2019,High Needs,111.0,95.0,85.6
Branford School District,2019,Non-High Needs,115.0,110.0,95.7
Bridgeport School District,2019,High Needs,1424.0,1129.0,79.3
Bridgeport School District,2019,Non-High Needs,23.0,21.0,91.3
Bristol School District,2019,High Needs,402.0,344.0,85.6
Bristol School District,2019,Non-High Needs,226.0,220.0,97.3
Brookfield School District,2019,High Needs,65.0,59.0,90.8
Brookfield School District,2019,Non-High Needs,149.0,149.0,100.0
Canton School District,2019,High Needs,31.0,27.0,87.1
Canton School District,2019,Non-High Needs,92.0,92.0,100.0
Capital Preparatory Harbor School District,2019,High Needs,20.0,20.0,100.0
Capital Preparatory Harbor School District,2019,Non-High Needs,7.0,6.0,
Capitol Region Education Council,2019,High Needs,315.0,299.0,94.9
Capitol Region Education Council,2019,Non-High Needs,184.0,181.0,98.4
Cheshire School District,2019,High Needs,93.0,88.0,94.6
Cheshire School District,2019,Non-High Needs,279.0,279.0,100.0
Clinton School District,2019,High Needs,50.0,46.0,92.0
Clinton School District,2019,Non-High Needs,93.0,93.0,100.0
Colchester School District,2019,High Needs,75.0,64.0,85.3
Colchester School District,2019,Non-High Needs,117.0,116.0,99.1
Common Ground High School District,2019,High Needs,33.0,30.0,90.9
Common Ground High School District,2019,Non-High Needs,13.0,13.0,
Connecticut Technical Education and Career System,2019,High Needs,1687.0,1647.0,97.6
Connecticut Technical Education and Career System,2019,Non-High Needs,646.0,637.0,98.6
Coventry School District,2019,High Needs,40.0,38.0,95.0
Coventry School District,2019,Non-High Needs,67.0,66.0,98.5
Cromwell School District,2019,High Needs,46.0,42.0,91.3
Cromwell School District,2019,Non-High Needs,85.0,85.0,100.0
Danbury School District,2019,High Needs,548.0,449.0,81.9
Danbury School District,2019,Non-High Needs,233.0,227.0,97.4
Darien School District,2019,High Needs,88.0,84.0,95.5
Darien School District,2019,Non-High Needs,247.0,247.0,100.0
Department of Mental Health and Addiction Services,2019,High Needs,8.0,,
Derby School District,2019,High Needs,63.0,52.0,82.5
Derby School District,2019,Non-High Needs,19.0,18.0,
East Granby School District,2019,High Needs,23.0,23.0,100.0
East Granby School District,2019,Non-High Needs,49.0,49.0,100.0
East Haddam School District,2019,High Needs,28.0,27.0,96.4
East Haddam School District,2019,Non-High Needs,47.0,46.0,97.9
East Hampton School District,2019,High Needs,30.0,26.0,86.7
East Hampton School District,2019,Non-High Needs,101.0,101.0,100.0
East Hartford School District,2019,High Needs,456.0,405.0,88.8
East Hartford School District,2019,Non-High Needs,109.0,106.0,97.2
East Haven School District,2019,High Needs,157.0,122.0,77.7
East Haven School District,2019,Non-High Needs,73.0,69.0,94.5
East Lyme School District,2019,High Needs,85.0,74.0,87.1
East Lyme School District,2019,Non-High Needs,171.0,170.0,99.4
East Windsor School District,2019,High Needs,46.0,41.0,89.1
East Windsor School District,2019,Non-High Needs,31.0,30.0,96.8
Eastern Connecticut Regional Educational Service Center (EASTCONN),2019,High Needs,51.0,30.0,58.8
Eastern Connecticut Regional Educational Service Center (EASTCONN),2019,Non-High Needs,23.0,19.0,82.6
Ellington School District,2019,High Needs,57.0,54.0,94.7
Ellington School District,2019,Non-High Needs,144.0,144.0,100.0
Elm City College Preparatory School District,2019,High Needs,,,
Elm City College Preparatory School District,2019,Non-High Needs,,,
Enfield School District,2019,High Needs,172.0,146.0,84.9
Enfield School District,2019,Non-High Needs,192.0,186.0,96.9
Explorations District,2019,High Needs,24.0,20.0,83.3
Explorations District,2019,Non-High Needs,8.0,8.0,
Fairfield School District,2019,High Needs,236.0,219.0,92.8
Fairfield School District,2019,Non-High Needs,541.0,540.0,99.8
Farmington School District,2019,High Needs,78.0,78.0,100.0
Farmington School District,2019,Non-High Needs,205.0,205.0,100.0
Glastonbury School District,2019,High Needs,119.0,112.0,94.1
Glastonbury School District,2019,Non-High Needs,394.0,393.0,99.7
Granby School District,2019,High Needs,52.0,51.0,98.1
Granby School District,2019,Non-High Needs,120.0,120.0,100.0
Greenwich School District,2019,High Needs,234.0,221.0,94.4
Greenwich School District,2019,Non-High Needs,448.0,448.0,100.0
Griswold School District,2019,High Needs,78.0,65.0,83.3
Griswold School District,2019,Non-High Needs,54.0,53.0,98.1
Groton School District,2019,High Needs,170.0,135.0,79.4
Groton School District,2019,Non-High Needs,125.0,122.0,97.6
Guilford School District,2019,High Needs,66.0,64.0,97.0
Guilford School District,2019,Non-High Needs,199.0,198.0,99.5
Hamden School District,2019,High Needs,241.0,200.0,83.0
Hamden School District,2019,Non-High Needs,161.0,160.0,99.4
Hartford School District,2019,High Needs,1138.0,856.0,75.2
Hartford School District,2019,Non-High Needs,216.0,206.0,95.4
Highville Charter School District,2019,High Needs,,,
Highville Charter School District,2019,Non-High Needs,,,
Jumoke Academy District,2019,High Needs,16.0,14.0,
Killingly School District,2019,High Needs,121.0,102.0,84.3
Killingly School District,2019,Non-High Needs,90.0,87.0,96.7
Learn,2019,High Needs,125.0,112.0,89.6
Learn,2019,Non-High Needs,79.0,79.0,100.0
Lebanon School District,2019,High Needs,49.0,38.0,77.6
Lebanon School District,2019,Non-High Needs,45.0,44.0,97.8
Ledyard School District,2019,High Needs,93.0,82.0,88.2
Ledyard School District,2019,Non-High Needs,105.0,104.0,99.0
Litchfield School District,2019,High Needs,22.0,21.0,95.5
Litchfield School District,2019,Non-High Needs,51.0,51.0,100.0
Madison School District,2019,High Needs,47.0,43.0,91.5
Madison School District,2019,Non-High Needs,220.0,220.0,100.0
Manchester School District,2019,High Needs,330.0,267.0,80.9
Manchester School District,2019,Non-High Needs,149.0,144.0,96.6
Meriden School District,2019,High Needs,471.0,391.0,83.0
Meriden School District,2019,Non-High Needs,112.0,109.0,97.3
Middletown School District,2019,High Needs,200.0,182.0,91.0
Middletown School District,2019,Non-High Needs,139.0,139.0,100.0
Milford School District,2019,High Needs,182.0,160.0,87.9
Milford School District,2019,Non-High Needs,275.0,273.0,99.3
Monroe School District,2019,High Needs,53.0,49.0,92.5
Monroe School District,2019,Non-High Needs,189.0,189.0,100.0
Montville School District,2019,High Needs,86.0,74.0,86.0
Montville School District,2019,Non-High Needs,69.0,68.0,98.6
Naugatuck School District,2019,High Needs,202.0,168.0,83.2
Naugatuck School District,2019,Non-High Needs,106.0,104.0,98.1
New Britain School District,2019,High Needs,603.0,496.0,82.3
New Britain School District,2019,Non-High Needs,59.0,59.0,100.0
New Canaan School District,2019,High Needs,53.0,49.0,92.5
New Canaan School District,2019,Non-High Needs,261.0,261.0,100.0
New Fairfield School District,2019,High Needs,61.0,59.0,96.7
New Fairfield School District,2019,Non-High Needs,159.0,159.0,100.0
New Haven School District,2019,High Needs,1173.0,969.0,82.6
New Haven School District,2019,Non-High Needs,278.0,258.0,92.8
New London School District,2019,High Needs,255.0,203.0,79.6
New London School District,2019,Non-High Needs,19.0,19.0,
New Milford School District,2019,High Needs,113.0,95.0,84.1
New Milford School District,2019,Non-High Needs,204.0,197.0,96.6
Newington School District,2019,High Needs,137.0,126.0,92.0
Newington School District,2019,Non-High Needs,198.0,197.0,99.5
Newtown School District,2019,High Needs,104.0,95.0,91.3
Newtown School District,2019,Non-High Needs,304.0,304.0,100.0
North Branford School District,2019,High Needs,53.0,47.0,88.7
North Branford School District,2019,Non-High Needs,75.0,75.0,100.0
North Haven School District,2019,High Needs,81.0,71.0,87.7
North Haven School District,2019,Non-High Needs,176.0,176.0,100.0
North Stonington School District,2019,High Needs,16.0,12.0,
North Stonington School District,2019,Non-High Needs,30.0,30.0,100.0
Norwalk School District,2019,High Needs,570.0,514.0,90.2
Norwalk School District,2019,Non-High Needs,284.0,279.0,98.2
Norwich Free Academy District,2019,High Needs,424.0,367.0,86.6
Norwich Free Academy District,2019,Non-High Needs,149.0,145.0,97.3
Old Saybrook School District,2019,High Needs,41.0,36.0,87.8
Old Saybrook School District,2019,Non-High Needs,69.0,68.0,98.6
Oxford School District,2019,High Needs,43.0,40.0,93.0
Oxford School District,2019,Non-High Needs,117.0,117.0,100.0
Plainfield School District,2019,High Needs,103.0,77.0,74.8
Plainfield School District,2019,Non-High Needs,68.0,63.0,92.6
Plainville School District,2019,High Needs,88.0,79.0,89.8
Plainville School District,2019,Non-High Needs,97.0,95.0,97.9
Plymouth School District,2019,High Needs,69.0,62.0,89.9
Plymouth School District,2019,Non-High Needs,57.0,56.0,98.2
Portland School District,2019,High Needs,29.0,23.0,79.3
Portland School District,2019,Non-High Needs,76.0,74.0,97.4
Putnam School District,2019,High Needs,65.0,58.0,89.2
Putnam School District,2019,Non-High Needs,28.0,28.0,100.0
Regional School District 01,2019,High Needs,44.0,42.0,95.5
Regional School District 01,2019,Non-High Needs,70.0,68.0,97.1
Regional School District 04,2019,High Needs,60.0,52.0,86.7
Regional School District 04,2019,Non-High Needs,90.0,89.0,98.9
Regional School District 05,2019,High Needs,86.0,77.0,89.5
Regional School District 05,2019,Non-High Needs,270.0,268.0,99.3
Regional School District 06,2019,High Needs,36.0,33.0,91.7
Regional School District 06,2019,Non-High Needs,54.0,54.0,100.0
Regional School District 07,2019,High Needs,48.0,42.0,87.5
Regional School District 07,2019,Non-High Needs,151.0,150.0,99.3
Regional School District 08,2019,High Needs,61.0,51.0,83.6
Regional School District 08,2019,Non-High Needs,173.0,170.0,98.3
Regional School District 09,2019,High Needs,52.0,51.0,98.1
Regional School District 09,2019,Non-High Needs,181.0,181.0,100.0
Regional School District 10,2019,High Needs,51.0,48.0,94.1
Regional School District 10,2019,Non-High Needs,146.0,146.0,100.0
Regional School District 11,2019,High Needs,22.0,21.0,95.5
Regional School District 11,2019,Non-High Needs,20.0,19.0,95.0
Regional School District 12,2019,High Needs,26.0,24.0,92.3
Regional School District 12,2019,Non-High Needs,41.0,41.0,100.0
Regional School District 13,2019,High Needs,52.0,47.0,90.4
Regional School District 13,2019,Non-High Needs,90.0,90.0,100.0
Regional School District 14,2019,High Needs,71.0,66.0,93.0
Regional School District 14,2019,Non-High Needs,123.0,123.0,100.0
Regional School District 15,2019,High Needs,86.0,83.0,96.5
Regional School District 15,2019,Non-High Needs,220.0,220.0,100.0
Regional School District 16,2019,High Needs,47.0,41.0,87.2
Regional School District 16,2019,Non-High Needs,124.0,121.0,97.6
Regional School District 17,2019,High Needs,47.0,45.0,95.7
Regional School District 17,2019,Non-High Needs,113.0,112.0,99.1
Regional School District 18,2019,High Needs,26.0,25.0,96.2
Regional School District 18,2019,Non-High Needs,88.0,88.0,100.0
Regional School District 19,2019,High Needs,109.0,96.0,88.1
Regional School District 19,2019,Non-High Needs,181.0,177.0,97.8
Ridgefield School District,2019,High Needs,69.0,59.0,85.5
Ridgefield School District,2019,Non-High Needs,325.0,324.0,99.7
Rocky Hill School District,2019,High Needs,77.0,75.0,97.4
Rocky Hill School District,2019,Non-High Needs,114.0,109.0,95.6
Seymour School District,2019,High Needs,88.0,73.0,83.0
Seymour School District,2019,Non-High Needs,90.0,86.0,95.6
Shelton School District,2019,High Needs,163.0,140.0,85.9
Shelton School District,2019,Non-High Needs,212.0,207.0,97.6
Simsbury School District,2019,High Needs,114.0,98.0,86.0
Simsbury School District,2019,Non-High Needs,256.0,256.0,100.0
Somers School District,2019,High Needs,32.0,25.0,78.1
Somers School District,2019,Non-High Needs,98.0,98.0,100.0
South Windsor School District,2019,High Needs,115.0,100.0,87.0
South Windsor School District,2019,Non-High Needs,205.0,204.0,99.5
Southington School District,2019,High Needs,157.0,139.0,88.5
Southington School District,2019,Non-High Needs,315.0,310.0,98.4
Stafford School District,2019,High Needs,55.0,52.0,94.5
Stafford School District,2019,Non-High Needs,42.0,42.0,100.0
Stamford Academy District,2019,High Needs,77.0,45.0,58.4
Stamford School District,2019,High Needs,762.0,647.0,84.9
Stamford School District,2019,Non-High Needs,388.0,380.0,97.9
Stonington School District,2019,High Needs,63.0,53.0,84.1
Stonington School District,2019,Non-High Needs,113.0,113.0,100.0
Stratford School District,2019,High Needs,336.0,310.0,92.3
Stratford School District,2019,Non-High Needs,182.0,180.0,98.9
Suffield School District,2019,High Needs,58.0,50.0,86.2
Suffield School District,2019,Non-High Needs,151.0,150.0,99.3
The Bridge Academy District,2019,High Needs,,,
The Bridge Academy District,2019,Non-High Needs,,,
The Gilbert School District,2019,High Needs,54.0,49.0,90.7
The Gilbert School District,2019,Non-High Needs,68.0,67.0,98.5
The Woodstock Academy District,2019,High Needs,27.0,25.0,92.6
The Woodstock Academy District,2019,Non-High Needs,283.0,282.0,99.6
Thomaston School District,2019,High Needs,33.0,30.0,90.9
Thomaston School District,2019,Non-High Needs,36.0,36.0,100.0
Thompson School District,2019,High Needs,27.0,22.0,81.5
Thompson School District,2019,Non-High Needs,42.0,41.0,97.6
Tolland School District,2019,High Needs,43.0,40.0,93.0
Tolland School District,2019,Non-High Needs,154.0,154.0,100.0
Torrington School District,2019,High Needs,148.0,120.0,81.1
Torrington School District,2019,Non-High Needs,77.0,74.0,96.1
Trumbull School District,2019,High Needs,154.0,142.0,92.2
Trumbull School District,2019,Non-High Needs,379.0,379.0,100.0
Unified School District #1,2019,High Needs,,,
Unified School District #1,2019,Non-High Needs,,,
Unified School District #2,2019,High Needs,16.0,,
Vernon School District,2019,High Needs,125.0,94.0,75.2
Vernon School District,2019,Non-High Needs,87.0,87.0,100.0
Wallingford School District,2019,High Needs,189.0,169.0,89.4
Wallingford School District,2019,Non-High Needs,272.0,269.0,98.9
Waterbury School District,2019,High Needs,1198.0,1014.0,84.6
Waterbury School District,2019,Non-High Needs,23.0,17.0,73.9
Waterford School District,2019,High Needs,70.0,62.0,88.6
Waterford School District,2019,Non-High Needs,131.0,130.0,99.2
Watertown School District,2019,High Needs,94.0,75.0,79.8
Watertown School District,2019,Non-High Needs,120.0,119.0,99.2
West Hartford School District,2019,High Needs,304.0,279.0,91.8
West Hartford School District,2019,Non-High Needs,468.0,465.0,99.4
West Haven School District,2019,High Needs,358.0,301.0,84.1
West Haven School District,2019,Non-High Needs,81.0,75.0,92.6
Westbrook School District,2019,High Needs,24.0,19.0,79.2
Westbrook School District,2019,Non-High Needs,36.0,36.0,100.0
Weston School District,2019,High Needs,36.0,32.0,88.9
Weston School District,2019,Non-High Needs,174.0,174.0,100.0
Westport School District,2019,High Needs,88.0,85.0,96.6
Westport School District,2019,Non-High Needs,391.0,391.0,100.0
Wethersfield School District,2019,High Needs,116.0,100.0,86.2
Wethersfield School District,2019,Non-High Needs,182.0,182.0,100.0
Wilton School District,2019,High Needs,70.0,65.0,92.9
Wilton School District,2019,Non-High Needs,244.0,243.0,99.6
Windham School District,2019,High Needs,156.0,119.0,76.3
Windham School District,2019,Non-High Needs,13.0,13.0,
Windsor Locks School District,2019,High Needs,82.0,73.0,89.0
