NAME,B19025_001E,B01003_001E,state,county,county subdivision
"Redding town, Fairfield County, Connecticut",584269300,9276,09,001,63480
"Stratford town, Fairfield County, Connecticut",1780183300,52300,09,001,74190
"New Canaan town, Fairfield County, Connecticut",2255985000,20248,09,001,50580
"New Fairfield town, Fairfield County, Connecticut",624883100,14075,09,001,50860
"Newtown town, Fairfield County, Connecticut",1358833400,27990,09,001,52980
"Stamford town, Fairfield County, Connecticut",6123892800,127410,09,001,73070
"Weston town, Fairfield County, Connecticut",954125100,10347,09,001,83430
"County subdivisions not defined, Fairfield County, Connecticut",-666666666,0,09,001,00000
"Easton town, Fairfield County, Connecticut",455840600,7591,09,001,23890
"Wilton town, Fairfield County, Connecticut",1522487900,18616,09,001,86370
"Bridgeport town, Fairfield County, Connecticut",2964526400,147022,09,001,08070
"Darien town, Fairfield County, Connecticut",2170048100,21519,09,001,18850
"Fairfield town, Fairfield County, Connecticut",3604507100,61114,09,001,26620
"Ridgefield town, Fairfield County, Connecticut",1914044900,25125,09,001,63970
"Shelton town, Fairfield County, Connecticut",1745418300,40979,09,001,68170
"Bethel town, Fairfield County, Connecticut",844066000,19369,09,001,04720
"Danbury town, Fairfield County, Connecticut",2550595700,83890,09,001,18500
"Norwalk town, Fairfield County, Connecticut",3873775500,87930,09,001,56060
"Brookfield town, Fairfield County, Connecticut",778217800,16970,09,001,08980
"Trumbull town, Fairfield County, Connecticut",1653982400,36477,09,001,77200
"Cheshire town, New Haven County, Connecticut",1279591500,29254,09,009,14160
"Hamden town, New Haven County, Connecticut",2130456000,61476,09,009,35650
"Seymour town, New Haven County, Connecticut",571557300,16540,09,009,67610
"Waterbury town, New Haven County, Connecticut",2121347100,109211,09,009,80070
"North Haven town, New Haven County, Connecticut",938410000,23888,09,009,54870
"Harwinton town, Litchfield County, Connecticut",235920900,5541,09,005,37280
"Morris town, Litchfield County, Connecticut",114102400,2353,09,005,49460
"Plymouth town, Litchfield County, Connecticut",381438500,11926,09,005,60750
