NAME,B19025_001E,B01003_001E,state,county,county subdivision
"Westport town, Fairfield County, Connecticut",3185598300,28016,09,001,83500
"Danbury town, Fairfield County, Connecticut",2828990100,84619,09,001,18500
"Sherman town, Fairfield County, Connecticut",238575200,3649,09,001,68310
"Brookfield town, Fairfield County, Connecticut",864835500,17016,09,001,08980
"Trumbull town, Fairfield County, Connecticut",1824897100,35976,09,001,77200
"Southbury town, New Haven County, Connecticut",989052500,19681,09,009,69640
"Cheshire town, New Haven County, Connecticut",1466099800,29147,09,009,14160
"Hamden town, New Haven County, Connecticut",2226004800,60982,09,009,35650
"North Branford town, New Haven County, Connecticut",676828100,14191,09,009,53890
"Seymour town, New Haven County, Connecticut",600736400,16508,09,009,67610
"Waterbury town, New Haven County, Connecticut",2364004600,108276,09,009,80070
"North Haven town, New Haven County, Connecticut",1089062300,23722,09,009,54870
"Milford town, New Haven County, Connecticut",2645462600,54328,09,009,47535
"Harwinton town, Litchfield County, Connecticut",251310800,5456,09,005,37280
"Morris town, Litchfield County, Connecticut",112976900,2205,09,005,49460
"Plymouth town, Litchfield County, Connecticut",470411400,11711,09,005,60750
"Sharon town, Litchfield County, Connecticut",191078500,2700,09,005,67960
"Thomaston town, Litchfield County, Connecticut",277077000,7599,09,005,75730
"Salisbury town, Litchfield County, Connecticut",190849500,3625,09,005,66420
"Torrington town, Litchfield County, Connecticut",1102588800,34489,09,005,76570
"Cornwall town, Litchfield County, Connecticut",93137300,1291,09,005,17240
"New Milford town, Litchfield County, Connecticut",1197808100,27014,09,005,52630
"Watertown town, Litchfield County, Connecticut",880929500,21751,09,005,80490
"Colebrook town, Litchfield County, Connecticut",64739900,1484,09,005,16050
"Goshen town, Litchfield County, Connecticut",163036900,2883,09,005,32290
"Woodbury town, Litchfield County, Connecticut",502085700,9562,09,005,87910
"Bridgewater town, Litchfield County, Connecticut",121351500,1707,09,005,08210
"Canaan town, Litchfield County, Connecticut",66065100,1143,09,005,10940
"Litchfield town, Litchfield County, Connecticut",401240000,8147,09,005,43370
"Warren town, Litchfield County, Connecticut",97302000,1457,09,005,79510
"Norfolk town, Litchfield County, Connecticut",77340700,1628,09,005,53470
"North Canaan town, Litchfield County, Connecticut",113725800,3281,09,005,54030
"Roxbury town, Litchfield County, Connecticut",161973300,2105,09,005,65930
"New Hartford town, Litchfield County, Connecticut",322187800,6703,09,005,51350
"Washington town, Litchfield County, Connecticut",265740200,3450,09,005,79720
"Canton town, Hartford County, Connecticut",494188800,10288,09,003,12270
"Enfield town, Hartford County, Connecticut",1558119000,44143,09,003,25990
"Newington town, Hartford County, Connecticut",1160570700,30234,09,003,52140
"Eastford town, Windham County, Connecticut",69551700,1653,09,015,21860
"Hampton town, Windham County, Connecticut",79530300,1830,09,015,36000
"Colchester town, New London County, Connecticut",715907300,15860,09,011,15910
"New London town, New London County, Connecticut",670679200,26966,09,011,52350
"Bozrah town, New London County, Connecticut",99576100,2589,09,011,06820
"County subdivisions not defined, New London County, Connecticut",-666666666,0,09,011,00000
"Franklin town, New London County, Connecticut",75232100,1778,09,011,29910
"Lebanon town, New London County, Connecticut",297893500,7215,09,011,42390
"Waterford town, New London County, Connecticut",818128700,18935,09,011,80280
"North Stonington town, New London County, Connecticut",187503300,5223,09,011,55500
"Stonington town, New London County, Connecticut",949589300,18445,09,011,73770
"Norwich town, New London County, Connecticut",1176798200,39260,09,011,56270
"East Lyme town, New London County, Connecticut",861915500,18724,09,011,23400
"Voluntown town, New London County, Connecticut",90526900,2535,09,011,78600
"Lisbon town, New London County, Connecticut",180897100,4247,09,011,43230
"Montville town, New London County, Connecticut",645410800,18835,09,011,48900
"Lyme town, New London County, Connecticut",182764500,2499,09,011,44210
"Old Lyme town, New London County, Connecticut",455699900,7396,09,011,57040
"Naugatuck town, New Haven County, Connecticut",1092002400,31347,09,009,49950
"Prospect town, New Haven County, Connecticut",389900800,9705,09,009,62290
"Meriden town, New Haven County, Connecticut",1929321500,59676,09,009,46520
"South Windsor town, Hartford County, Connecticut",1222668600,25898,09,003,71390
"Windsor Locks town, Hartford County, Connecticut",483685100,12671,09,003,87070
"Farmington town, Hartford County, Connecticut",1373804000,25528,09,003,27600
"Wethersfield town, Hartford County, Connecticut",1181771700,26171,09,003,84900
"Granby town, Hartford County, Connecticut",621485700,11361,09,003,32640
"Manchester town, Hartford County, Connecticut",2108753500,57805,09,003,44700
"Suffield town, Hartford County, Connecticut",784766400,15688,09,003,74540
"Canterbury town, Windham County, Connecticut",201578200,5069,09,015,12130
"Hebron town, Tolland County, Connecticut",501577800,9512,09,013,37910
"Monroe town, Fairfield County, Connecticut",998001800,19546,09,001,48620
"Stratford town, Fairfield County, Connecticut",1932675300,52120,09,001,74190
"Stamford town, Fairfield County, Connecticut",6922498300,129309,09,001,73070
"Wilton town, Fairfield County, Connecticut",1591805800,18463,09,001,86370
"Fairfield town, Fairfield County, Connecticut",4203792700,61740,09,001,26620
"Bethel town, Fairfield County, Connecticut",863302000,19663,09,001,04720
"Norwalk town, Fairfield County, Connecticut",4322640600,88599,09,001,56060
"Bethlehem town, Litchfield County, Connecticut",149003800,3433,09,005,04930
"Kent town, Litchfield County, Connecticut",144710000,2799,09,005,40290
"Winchester town, Litchfield County, Connecticut",371122200,10730,09,005,86440
"Barkhamsted town, Litchfield County, Connecticut",161254000,3649,09,005,02760
"Sterling town, Windham County, Connecticut",118442000,3757,09,015,73420
"Ledyard town, New London County, Connecticut",656917700,14761,09,011,42600
"Preston town, New London County, Connecticut",177765200,4657,09,011,62150
"Salem town, New London County, Connecticut",224257500,4112,09,011,66210
"Sprague town, New London County, Connecticut",100883200,2906,09,011,71670
"Groton town, New London County, Connecticut",1381275900,38825,09,011,34250
"Griswold town, New London County, Connecticut",386470000,11622,09,011,33900
