sedaadmin,sedaadminname,year,fips,stateabb,subcat,subgroup,gap,gradecenter,multi_comp,tot_asmts,cellcount,mn_asmts,flag_estasmt,gcs_mn_avg_ol,gcs_mn_avg_ol_se,gcs_mn_avg_ol_se_adj,gcs_mn_avg_eb,gcs_mn_avg_eb_se,gcs_mn_avg_eb_se_adj
901260,East Hartford School District,2009,9,CT,gender,fem,0,5.5,0,2956,12,246.3333333333333,0,4.145671199903072,.0528305394006453,.071801609527483,4.112616758701976,.0416884302118585,.0631715892472919
901260,East Hartford School District,2009,9,CT,race,hsp,0,5.5,0,2328,12,194,0,3.476948761634614,.0588359068266028,.0763286916531569,3.495607631355099,.0487202703060595,.0680175654753614
901260,East Hartford School District,2009,9,CT,gender,mal,0,5.5,0,3048,12,254,0,3.836267420608112,.0540014324952913,.0726674614178692,3.862921709750955,.0415403039398836,.0630739353926602
901260,East Hartford School District,2009,9,CT,gender,mfg,1,5.5,0,6004,12,500.3333333333333,0,-.3094037792949602,.0755461488423245,.0755461488423245,-.2496950489510215,.027740856264911,.027740856264911
901260,East Hartford School District,2009,9,CT,ecd,nec,0,5.5,0,2060,12,171.6666666666667,0,4.779996297510298,.064996548207138,.0811723876463962,4.798417635408863,.0573267932779829,.0744250341083977
901260,East Hartford School District,2009,9,CT,ecd,neg,1,5.5,0,6004,12,500.3333333333333,0,1.177317072106084,.0788558778179668,.0788558778179668,1.212341351985727,.0507284537832097,.0507284537832097
901260,East Hartford School District,2009,9,CT,race,wag,1,5.5,0,1458,12,121.5,0,-.4688631990687373,.1854912736472514,.1854912736472514,-.9341708942374192,.106242689614656,.106242689614656
901260,East Hartford School District,2009,9,CT,race,wbg,1,5.5,0,3318,12,276.5,0,1.439205405852243,.1089104647172553,.1089104647172553,1.076248309063303,.0295396110125992,.0295396110125992
901260,East Hartford School District,2009,9,CT,race,whg,1,5.5,0,3448,12,287.3333333333333,0,1.70355053292079,.1094910707351565,.1094910707351565,1.249972822164982,.0344088671922487,.0344088671922487
901260,East Hartford School District,2009,9,CT,race,wht,0,5.5,0,1120,12,93.33333333333333,0,5.180499294555404,.0923397565440929,.1043601258910526,4.745580453520081,.038784950191985,.0612943458721465
901260,East Hartford School District,2010,9,CT,all,all,0,5.5,0,6028,12,502.3333333333333,0,3.868720707388451,.0401940932127973,.0550876228335556,3.88532685754803,.0342912006913507,.0504691506937518
901260,East Hartford School District,2010,9,CT,race,asn,0,5.5,0,348,12,29,0,5.401755466841568,.1603566839920738,.1647220299813806,5.574803109495653,.0656417651270671,.0753663721821023
901260,East Hartford School District,2010,9,CT,race,blk,0,5.5,0,2218,12,184.8333333333333,0,3.53892504641397,.0643029740656947,.0745248517874839,3.577153459166444,.0367514677909352,.0521720146408233
901260,East Hartford School District,2010,9,CT,ecd,ecd,0,5.5,0,4142,12,345.1666666666667,0,3.452669639423105,.0464018783146209,.0597680129448682,3.47456032701688,.0407294937830398,.0550467109890938
901260,East Hartford School District,2010,9,CT,gender,fem,0,5.5,0,2970,12,247.5,0,4.018397420985051,.0557292859705283,.0672668891434557,4.023807797274913,.0378598007553673,.0529585993029484
901260,East Hartford School District,2010,9,CT,race,hsp,0,5.5,0,2372,12,197.6666666666667,0,3.507574672395143,.0624958262705658,.0729712913514197,3.453935171963022,.0402916227122396,.0547235195110804
901260,East Hartford School District,2010,9,CT,gender,mal,0,5.5,0,3058,12,254.8333333333333,0,3.719561731347324,.0575181094734346,.0687561922858665,3.75126339313068,.0376995193629698,.0528441338948144
901260,East Hartford School District,2010,9,CT,gender,mfg,1,5.5,0,6028,12,502.3333333333333,0,-.2988356896377269,.0800879905615251,.0800879905615251,-.2725444041442331,.0224242142276169,.0224242142276169
901260,East Hartford School District,2010,9,CT,ecd,nec,0,5.5,0,1886,12,157.1666666666667,0,4.847383142922806,.0724310164617526,.0816414919384483,4.826497206382152,.0569709168288037,.0679480249250013
901260,East Hartford School District,2010,9,CT,ecd,neg,1,5.5,0,6028,12,502.3333333333333,0,1.394713503499701,.0860196864491354,.0860196864491354,1.351936879365272,.0505252821706931,.0505252821706931
901260,East Hartford School District,2010,9,CT,race,wag,1,5.5,0,1416,12,118,0,-.3799803899522631,.18646694328312,.18646694328312,-.8968982638992351,.0560223395727134,.0560223395727134
901260,East Hartford School District,2010,9,CT,race,wbg,1,5.5,0,3286,12,273.8333333333333,0,1.482850030475334,.1148500209408334,.1148500209408334,1.100751386429973,.0134287596966929,.0134287596966929
901260,East Hartford School District,2010,9,CT,race,whg,1,5.5,0,3440,12,286.6666666666667,0,1.514200404494161,.1138480704169255,.1138480704169255,1.223969673633396,.0212855834542733,.0212855834542733
901260,East Hartford School District,2010,9,CT,race,wht,0,5.5,0,1068,12,89,0,5.021775076889305,.0951612044712365,.102346157214961,4.677904845596418,.0343719957510815,.0505240815731122
901260,East Hartford School District,2011,9,CT,all,all,0,5.5,0,5936,12,494.6666666666667,0,3.937638023627969,.0404983225846128,.0703168785420658,3.959340334311793,.0354138044641425,.0659489159657895
901260,East Hartford School District,2011,9,CT,race,asn,0,5.5,0,342,12,28.5,0,5.733071595621454,.1651868064866341,.1749029168224046,5.74185095263441,.0935246223178461,.1088208479572458
901260,East Hartford School District,2011,9,CT,race,blk,0,5.5,0,2183,12,181.9166666666667,0,3.654469439523037,.0656594698045178,.0872669195671685,3.666991951593042,.038006649348467,.0673767568612171
901260,East Hartford School District,2011,9,CT,ecd,ecd,0,5.5,0,4151,12,345.9166666666667,0,3.569677261744181,.0463426054815784,.0738375673932551,3.598727981608233,.0415360297948072,.0694288394080829
901260,East Hartford School District,2011,9,CT,gender,fem,0,5.5,0,2897,12,241.4166666666667,0,4.056342460050769,.0569606932262459,.080925087880995,4.11757010864923,.0376252105692315,.0671623290306199
901260,East Hartford School District,2011,9,CT,race,hsp,0,5.5,0,1171,12,97.58333333333333,0,3.371045068469986,.0837460741143585,.1015763466821873,3.540536288769723,.0379782458859666,.0673607387950369
901260,East Hartford School District,2011,9,CT,gender,mal,0,5.5,0,3039,12,253.25,0,3.818728572529693,.0574749733868945,.0812878948033254,3.804828736671073,.0375285843373983,.0671082454904572
901260,East Hartford School District,2011,9,CT,gender,mfg,1,5.5,0,5936,12,494.6666666666667,0,-.2376138875210758,.0809190530013712,.0809190530013712,-.3127413719781567,.017770087774099,.017770087774099
901260,East Hartford School District,2011,9,CT,ecd,nec,0,5.5,0,1785,12,148.75,0,4.815285732068883,.0757115520519726,.0950609719593211,4.853570882966241,.0573583639345186,.0799068450364731
901260,East Hartford School District,2011,9,CT,ecd,neg,1,5.5,0,5936,12,494.6666666666667,0,1.245608470324703,.0887686667520684,.0887686667520684,1.254842901358008,.0500694376951724,.0500694376951724
901260,East Hartford School District,2011,9,CT,race,wag,1,5.5,0,2550,12,212.5,0,-1.464058113024056,.17748210598912,.17748210598912,-.9482990242979934,.0867194276432655,.0867194276432655
901260,East Hartford School District,2011,9,CT,race,wbg,1,5.5,0,4391,12,365.9166666666667,0,.6145440430743618,.0923275846326053,.0923275846326053,1.126559976743375,.014761759575915,.014761759575915
901260,East Hartford School District,2011,9,CT,race,whg,1,5.5,0,3379,12,281.5833333333333,0,.8979684141274125,.1059557541554404,.1059557541554404,1.253015639566693,.0146884754707469,.0146884754707469
901260,East Hartford School District,2011,9,CT,race,wht,0,5.5,0,2208,12,184,0,4.269013482597399,.0649092975549768,.0867038994787016,4.793551928336417,.0358005481009556,.0661573972792694
901260,East Hartford School District,2012,9,CT,all,all,0,5.5,0,5976,12,498,0,3.983384005675737,.039857156465619,.0540206501515952,3.996136284030044,.0373762539536511,.0519631033845885
901260,East Hartford School District,2012,9,CT,race,asn,0,5.5,0,323,12,26.91666666666667,0,5.776861222413451,.1690124886365413,.172901298538771,5.746203048957855,.0921429250928604,.0989621058709752
901260,East Hartford School District,2012,9,CT,race,blk,0,5.5,0,2194,12,182.8333333333333,0,3.679320669543058,.0646761708348223,.07424718711932,3.705879255114392,.0420040473015925,.0553851942622217
901260,East Hartford School District,2012,9,CT,ecd,ecd,0,5.5,0,4251,12,354.25,0,3.596386643649093,.0468799678246437,.0593916585432318,3.615061967613713,.0434150740867214,.056462805559989
901260,East Hartford School District,2012,9,CT,gender,fem,0,5.5,0,2910,12,242.5,0,4.127265148700936,.0559077042329423,.0667481019496012,4.183356939960612,.0403923544982811,.054173075006542
901260,East Hartford School District,2012,9,CT,race,hsp,0,5.5,0,2468,12,205.6666666666667,0,3.658486813430949,.058875116626765,.0692525600905222,3.591515041198448,.0393690996957542,.0534144714904477
901260,East Hartford School District,2012,9,CT,gender,mal,0,5.5,0,3066,12,255.5,0,3.838362266084832,.0565279810856799,.0672684946085401,3.812189553533156,.0400626374484655,.053927680026836
901260,East Hartford School District,2012,9,CT,gender,mfg,1,5.5,0,5976,12,498,0,-.2889028826161031,.0795052453503612,.0795052453503612,-.3711673864274565,.0210377874793513,.0210377874793513
901260,East Hartford School District,2012,9,CT,ecd,nec,0,5.5,0,1725,12,143.75,0,4.922746398964703,.071787079464863,.0805172186514832,4.920962879847049,.0619244082598988,.0716785329934161
901260,East Hartford School District,2012,9,CT,ecd,neg,1,5.5,0,5976,12,498,0,1.32635975531561,.0857386503353895,.0857386503353895,1.305900912233336,.0540881898114412,.0540881898114412
901260,East Hartford School District,2012,9,CT,race,wag,1,5.5,0,1266,12,105.5,0,-.8095672612177776,.1962040023731268,.1962040023731268,-.8629403643527214,.0844503241334551,.0844503241334551
901260,East Hartford School District,2012,9,CT,race,wbg,1,5.5,0,3137,12,261.4166666666667,0,1.287973291652616,.1188014995947949,.1188014995947949,1.177383429490742,.0201464287478345,.0201464287478345
901260,East Hartford School District,2012,9,CT,race,whg,1,5.5,0,3411,12,284.25,0,1.308807147764725,.1157457065723482,.1157457065723482,1.291747643406686,.0138370738391968,.0138370738391968
901260,East Hartford School District,2012,9,CT,race,wht,0,5.5,0,943,12,78.58333333333333,0,4.967293961195674,.0996533453132254,.1061151589236578,4.883262684605134,.0378880894318095,.0523324667347375
901260,East Hartford School District,2013,9,CT,all,all,0,5.5,0,5891,12,490.9166666666667,0,4.118334324443759,.0403470119995707,.0603295842453177,4.125012087338196,.039013078220456,.0592395651602631
901260,East Hartford School District,2013,9,CT,race,asn,0,5.5,0,226,8,28.25,0,6.084784707442497,.2140985971507847,.2187463980500099,5.903811273561588,.1084591273543483,.1172633280894261
901260,East Hartford School District,2013,9,CT,race,blk,0,5.5,0,2116,12,176.3333333333333,0,3.762824035804187,.0674033345606516,.0809628733915398,3.826310331067503,.0465337264356664,.064441395889064
901260,East Hartford School District,2013,9,CT,ecd,ecd,0,5.5,0,4176,12,348,0,3.728186682615454,.0458697325316798,.0641545767692939,3.743768352159399,.0454873661571431,.0636899229710293
901260,East Hartford School District,2013,9,CT,gender,fem,0,5.5,0,2838,12,236.5,0,4.305115841814811,.0565975810303068,.0722153968098322,4.344224954746307,.0444453250225263,.062949922354993
901260,East Hartford School District,2013,9,CT,race,hsp,0,5.5,0,2487,12,207.25,0,3.792120072428598,.0571697278983034,.0726646760529862,3.733281350209248,.0437514773780711,.0624619690764349
901260,East Hartford School District,2013,9,CT,gender,mal,0,5.5,0,3053,12,254.4166666666667,0,3.93704671717378,.0570717715464381,.0725876330056863,3.91133801005104,.0441853223355292,.0627666194568121
901260,East Hartford School District,2013,9,CT,gender,mfg,1,5.5,0,5891,12,490.9166666666667,0,-.3680691246410315,.0803770694037234,.0803770694037234,-.4328869446952663,.0297269083791399,.0297269083791399
901260,East Hartford School District,2013,9,CT,ecd,nec,0,5.5,0,1715,12,142.9166666666667,0,5.099896949170913,.0774151947012359,.0894700493380306,5.064454238120282,.0650542017791007,.0788628871983367
901260,East Hartford School District,2013,9,CT,ecd,neg,1,5.5,0,5891,12,490.9166666666667,0,1.371710266555459,.0899841360082882,.0899841360082882,1.320685885960883,.0570710881669441,.0570710881669441
901260,East Hartford School District,2013,9,CT,race,wag,1,5.5,0,1144,8,143,0,-.8667366779201533,.2371617235047835,.2371617235047835,-.8454060076894523,.102371098314513,.102371098314513
901260,East Hartford School District,2013,9,CT,race,wbg,1,5.5,0,3034,12,252.8333333333333,0,1.455223993718156,.1222729868111535,.1222729868111535,1.232094934804632,.0296959114970795,.0296959114970795
901260,East Hartford School District,2013,9,CT,race,whg,1,5.5,0,3405,12,283.75,0,1.425927957093745,.116943796679394,.116943796679394,1.325123915662888,.0251127703851409,.0251127703851409
901260,East Hartford School District,2013,9,CT,race,wht,0,5.5,0,918,12,76.5,0,5.218048029522343,.1020170269799379,.1114416939558295,5.058405265872135,.0419583127416223,.06121932551299
901260,East Hartford School District,2015,9,CT,all,all,0,5.5,0,5789,12,482.4166666666667,0,4.088097005535129,.0466227684178123,.0690165690527478,4.083686508457839,.04574179676395,.0680598831614717
901260,East Hartford School District,2015,9,CT,race,asn,0,5.5,0,306,12,25.5,0,5.794420437037686,.1748936053697032,.1821465823672935,5.905987729526994,.0995490107248672,.1115788566936335
901260,East Hartford School District,2015,9,CT,race,blk,0,5.5,0,2009,12,167.4166666666667,0,3.862078425123121,.0766224469996768,.091981539740809,3.849883730545733,.0556276654663614,.0750617938101408
901260,East Hartford School District,2015,9,CT,ecd,ecd,0,5.5,0,4103,12,341.9166666666667,0,3.74362449251983,.0568573930762517,.0763044390340375,3.732981492326179,.0531990411403381,.0732801044145685
901260,East Hartford School District,2015,9,CT,gender,fem,0,5.5,0,2775,12,231.25,0,4.402704877991361,.0650469668166574,.0825876029493475,4.420167383068399,.0533271731887124,.0733731771498114
901260,East Hartford School District,2015,9,CT,race,hsp,0,5.5,0,2324,11,211.2727272727273,0,3.645632166629927,.0809583251198641,.0956235048253585,3.686396720683882,.0510269167744562,.0717187699299559
901260,East Hartford School District,2015,9,CT,gender,mal,0,5.5,0,3014,12,251.1666666666667,0,3.832294070200047,.0652162997298269,.082721037344332,3.75349669857988,.0528784533636335,.0730477005448401
901260,East Hartford School District,2015,9,CT,gender,mfg,1,5.5,0,5789,12,482.4166666666667,0,-.5704108077913141,.0921101169389006,.0921101169389006,-.6666706844885195,.0381483195965415,.0381483195965415
901260,East Hartford School District,2015,9,CT,ecd,nec,0,5.5,0,1686,12,140.5,0,4.998299539615549,.0783628817811587,.0934363179385811,4.948453507031124,.07606563896801,.0912459158339173
901260,East Hartford School District,2015,9,CT,ecd,neg,1,5.5,0,5789,12,482.4166666666667,0,1.254675047095719,.0968168600424288,.0968168600424288,1.215472014704946,.0665694784978372,.0665694784978372
901260,East Hartford School District,2015,9,CT,race,wag,1,5.5,0,1228,12,102.3333333333333,0,-.6960740088850441,.2048162166482602,.2048162166482602,-.8237202925564304,.0896110289344527,.0896110289344527
901260,East Hartford School District,2015,9,CT,race,wbg,1,5.5,0,2931,12,244.25,0,1.236268003029521,.1312741741056171,.1312741741056171,1.232383706424831,.034850654737451,.034850654737451
901260,East Hartford School District,2015,9,CT,race,whg,1,5.5,0,3246,11,295.0909090909091,0,1.452714261522714,.1338512600206185,.1338512600206185,1.395870716286682,.0269049661939738,.0269049661939738
901260,East Hartford School District,2015,9,CT,race,wht,0,5.5,0,922,12,76.83333333333333,0,5.098346428152642,.1065922577061467,.1181165258199095,5.082267436970564,.0480078630307642,.0696030935917312
901260,East Hartford School District,2016,9,CT,all,all,0,5.5,0,5707,12,475.5833333333333,0,3.891642448544734,.0487528992781642,.061519566450302,3.898030005245043,.0465568593566227,.0595763991711982
901260,East Hartford School District,2016,9,CT,race,asn,0,5.5,0,243,10,24.3,0,5.933005019139091,.2003941264752278,.2038764768039115,5.763166159240559,.0808917375882942,.0890240382992541
901260,East Hartford School District,2016,9,CT,race,blk,0,5.5,0,1895,12,157.9166666666667,0,3.546685043018914,.0911816134439676,.0985996881255281,3.650465663117435,.0500931390322383,.0623789128083902
901260,East Hartford School District,2016,9,CT,ecd,ecd,0,5.5,0,3852,12,321,0,3.546366378707254,.0602138718546232,.0709473201180374,3.546549244786639,.0549586281695934,.0663495063684518
901260,East Hartford School District,2016,9,CT,gender,fem,0,5.5,0,2783,12,231.9166666666667,0,4.193686217288596,.0664719089411284,.0763303776126121,4.228303568665896,.0506172022088104,.0628005361800455
901260,East Hartford School District,2016,9,CT,race,hsp,0,5.5,0,2599,12,216.5833333333333,0,3.578930533992647,.0689338063276472,.0784836385689646,3.504536067178577,.0481189987289299,.0608049687421049
901260,East Hartford School District,2016,9,CT,gender,mal,0,5.5,0,2924,12,243.6666666666667,0,3.608032160544009,.0708612622726392,.0801818580420662,3.561456299833372,.0504438338452149,.0626608853915842
901260,East Hartford School District,2016,9,CT,gender,mfg,1,5.5,0,5707,12,475.5833333333333,0,-.5856540567445867,.0971588038684577,.0971588038684577,-.6668472688325244,.0277776749593366,.0277776749593366
901260,East Hartford School District,2016,9,CT,ecd,nec,0,5.5,0,1855,12,154.5833333333333,0,4.664677103945261,.080019005370346,.0883790308199052,4.651558311785237,.0722798616564561,.081278438629996
901260,East Hartford School District,2016,9,CT,ecd,neg,1,5.5,0,5707,12,475.5833333333333,0,1.118310725238007,.1001436547375043,.1001436547375043,1.105009066998598,.0625279689823311,.0625279689823311
901260,East Hartford School District,2016,9,CT,race,wag,1,5.5,0,1121,10,112.1,0,-.8440634876069408,.2286401736043882,.2286401736043882,-.7913345932017215,.0664744934061795,.0664744934061795
901260,East Hartford School District,2016,9,CT,race,wbg,1,5.5,0,2773,12,231.0833333333333,0,1.542256488513236,.1429426797367402,.1429426797367402,1.321365902921402,.019613965475087,.019613965475087
901260,East Hartford School District,2016,9,CT,race,whg,1,5.5,0,3477,12,289.75,0,1.510010997539503,.1298860759084388,.1298860759084388,1.46729549886026,.0138138735418242,.0138138735418242
901260,East Hartford School District,2016,9,CT,race,wht,0,5.5,0,878,12,73.16666666666667,0,5.08894153153215,.1100841635298882,.1163027726594747,4.971831566038837,.0470156077261525,.0599355783730586
901260,East Hartford School District,2017,9,CT,all,all,0,5.5,0,5434,11,494,0,3.854998924098548,.0496359011628631,.0741884408763509,3.863168817288333,.04496712266781,.0699964496870748
901260,East Hartford School District,2017,9,CT,race,asn,0,5.5,0,248,11,22.54545454545455,0,5.963094657633917,.2000555826203579,.2075149108208496,5.761107779491441,.1109428190628192,.1232305560702327
901260,East Hartford School District,2017,9,CT,race,blk,0,5.5,0,1823,11,165.7272727272727,0,3.716122830918098,.0791124751796254,.0964312491076474,3.644883844664516,.0480224805381746,.0719973574849292
901260,East Hartford School District,2017,9,CT,ecd,ecd,0,5.5,0,2934,11,266.7272727272727,0,3.433674431189041,.0702004812016527,.0892653887929577,3.441732826445965,.0576859964329836,.0787726794786081
901260,East Hartford School District,2017,9,CT,gender,fem,0,5.5,0,2642,11,240.1818181818182,0,4.224885287312958,.066915655133052,.0867058647226349,4.218950974057316,.0474331428793256,.0716056135451952
901260,East Hartford School District,2017,9,CT,race,hsp,0,5.5,0,2487,11,226.0909090909091,0,3.441263782368039,.0789809310769458,.0963233593122435,3.456869923547722,.0458577629759356,.0705719156104637
901260,East Hartford School District,2017,9,CT,gender,mal,0,5.5,0,2792,11,253.8181818181818,0,3.510989451596989,.0730148523351653,.0914951951576709,3.494063277903584,.0472705513901564,.0714980130947899
901260,East Hartford School District,2017,9,CT,gender,mfg,1,5.5,0,5434,11,494,0,-.7138958357159693,.0990397574886547,.0990397574886547,-.7248876961537323,.0209838945407233,.0209838945407233
901260,East Hartford School District,2017,9,CT,ecd,nec,0,5.5,0,2500,11,227.2727272727273,0,4.378149296066688,.068374392735994,.0878365508056313,4.456947212173634,.0616284865916478,.0817039240633535
901260,East Hartford School District,2017,9,CT,ecd,neg,1,5.5,0,5434,11,494,0,.9444748648776469,.0979957404327328,.0979957404327328,1.015214385727669,.0555127039694463,.0555127039694463
901260,East Hartford School District,2017,9,CT,race,wag,1,5.5,0,1060,11,96.36363636363636,0,-.9448109708601722,.2324350000093792,.2324350000093792,-.7510995720339526,.101435788768408,.101435788768408
901260,East Hartford School District,2017,9,CT,race,wbg,1,5.5,0,2635,11,239.5454545454545,0,1.302160855855647,.1423466782922457,.1423466782922457,1.365124362792972,.0169431041578275,.0169431041578275
901260,East Hartford School District,2017,9,CT,race,whg,1,5.5,0,3299,11,299.9090909090909,0,1.577019904405705,.1422736116276329,.1422736116276329,1.553138283909766,.0091566678776027,.0091566678776027
901260,East Hartford School District,2017,9,CT,race,wht,0,5.5,0,812,11,73.81818181818181,0,5.018283686773745,.1183376233147736,.1305526528539483,5.010008207457489,.0449999375944831,.0700175351699893
901260,East Hartford School District,2018,9,CT,all,all,0,5.5,0,5976,12,498,0,4.068915530543623,.0479765032243,.0613736259819322,4.048080652617148,.0447038076324183,.0585577417259285
901260,East Hartford School District,2018,9,CT,race,asn,0,5.5,0,242,12,20.16666666666667,0,5.827518531611546,.2033255361883612,.2068967152248276,5.941548636446134,.0568079920637283,.068247539600464
901260,East Hartford School District,2018,9,CT,race,blk,0,5.5,0,1952,12,162.6666666666667,0,3.981804841389887,.0851547434202334,.0933611666138797,3.839945481355816,.0458120873877668,.0594081311777157
901260,East Hartford School District,2018,9,CT,ecd,ecd,0,5.5,0,4291,12,357.5833333333333,0,3.82308825427544,.0573888885465274,.0689816035849021,3.77168865412853,.0518470059683128,.0641770264742965
901260,East Hartford School District,2018,9,CT,gender,fem,0,5.5,0,2938,12,244.8333333333333,0,4.521429414667095,.0639386647359099,.0745193260352637,4.437033503444105,.0464611648079271,.0599100870848445
901260,East Hartford School District,2018,9,CT,race,hsp,0,5.5,0,2848,12,237.3333333333333,0,3.662143344676331,.0706640441643892,.0803640730812319,3.643062231155596,.0467648631681365,.0601459152922193
901260,East Hartford School District,2018,9,CT,gender,mal,0,5.5,0,3038,12,253.1666666666667,0,3.635244592576448,.0711969228805891,.0808330311951951,3.645173164644642,.0464238418143915,.0598811471834995
901260,East Hartford School District,2018,9,CT,gender,mfg,1,5.5,0,5976,12,498,0,-.8861848220906468,.0956930231306109,.0956930231306109,-.7918603387994625,.0178031483295651,.0178031483295651
901260,East Hartford School District,2018,9,CT,ecd,nec,0,5.5,0,1685,12,140.4166666666667,0,4.701761164759671,.0852306302590377,.0934303881983353,4.754092117039209,.0670476785144264,.0769803214683997
901260,East Hartford School District,2018,9,CT,ecd,neg,1,5.5,0,5976,12,498,0,.8786729104842315,.1027508874071584,.1027508874071584,.9824034629106784,.0564503533060655,.0564503533060655
901260,East Hartford School District,2018,9,CT,race,wag,1,5.5,0,1130,12,94.16666666666667,0,-.5834844967677508,.2320833673369612,.2320833673369612,-.6785809913779017,.0352304758490706,.0352304758490706
901260,East Hartford School District,2018,9,CT,race,wbg,1,5.5,0,2840,12,236.6666666666667,0,1.262229193453909,.1406155967705719,.1406155967705719,1.423022163712416,.0106200667165377,.0106200667165377
901260,East Hartford School District,2018,9,CT,race,whg,1,5.5,0,3736,12,311.3333333333333,0,1.581890690167465,.1323435788614055,.1323435788614055,1.619905413912637,.0141771257091789,.0141771257091789
901260,East Hartford School District,2018,9,CT,race,wht,0,5.5,0,888,12,74,0,5.244034034843795,.1118991319366611,.118264080906745,5.262967645068232,.0448430518576941,.0586641116792553
901260,East Hartford School District,2019,9,CT,all,all,0,5.5,0,5712,12,476,0,4.04824150585282,.0491957347051777,.0720399416978498,4.036142518253033,.0468323919247461,.0697097916528635
901260,East Hartford School District,2019,9,CT,race,asn,0,5.5,0,222,12,18.5,0,5.703360482956292,.2166111630865648,.2229123793340373,5.926654176380005,.0926618486090296,.106077331728015
901260,East Hartford School District,2019,9,CT,race,blk,0,5.5,0,1734,12,144.5,0,3.907327033134473,.0864429264829295,.101202334091564,3.860144178732965,.0547216965534223,.075237265982872
901260,East Hartford School District,2019,9,CT,ecd,ecd,0,5.5,0,3735,12,311.25,0,3.534599504773518,.062897705885112,.0820100865275572,3.546886047091779,.0558293117147968,.0760466578190032
901260,East Hartford School District,2019,9,CT,gender,fem,0,5.5,0,2819,12,234.9166666666667,0,4.467756756271621,.0637158624433912,.0826392401559484,4.409442006018081,.0505850985772365,.0722843988490002
901260,East Hartford School District,2019,9,CT,race,hsp,0,5.5,0,2587,11,235.1818181818182,0,3.702039865820882,.0753716376627485,.0919261478068782,3.629552858667292,.0514649201772016,.0729028128931822
901260,East Hartford School District,2019,9,CT,gender,mal,0,5.5,0,2893,12,241.0833333333333,0,3.626605853967139,.0759648080908635,.09241312111886,3.645122775846147,.0506233836213895,.0723111961467308
901260,East Hartford School District,2019,9,CT,gender,mfg,1,5.5,0,5712,12,476,0,-.8411509023044821,.0991481880580118,.0991481880580118,-.7643192301719344,.0271114975713451,.0271114975713451
901260,East Hartford School District,2019,9,CT,ecd,nec,0,5.5,0,1846,11,167.8181818181818,0,5.084081216581561,.0797286820544473,.0955311238748216,4.924740150867607,.071384270637499,.0881016243513155
901260,East Hartford School District,2019,9,CT,ecd,neg,1,5.5,0,5581,11,507.3636363636364,0,1.549481711808043,.1015518790951167,.1015518790951167,1.377854103775829,.0618553172670677,.0618553172670677
901260,East Hartford School District,2019,9,CT,race,wag,1,5.5,0,853,12,71.08333333333333,0,-.238938178127861,.2549696023814223,.2549696023814223,-.6154641572783,.0814254041980149,.0814254041980149
901260,East Hartford School District,2019,9,CT,race,wbg,1,5.5,0,2365,12,197.0833333333333,0,1.557095271693958,.1598795850124693,.1598795850124693,1.45104584036874,.0322233197366784,.0322233197366784
901260,East Hartford School District,2019,9,CT,race,whg,1,5.5,0,3218,11,292.5454545454546,0,1.762382439007549,.154175179353847,.154175179353847,1.681637160434413,.0263157038669521,.0263157038669521
901260,East Hartford School District,2019,9,CT,race,wht,0,5.5,0,631,12,52.58333333333334,0,5.464422304828431,.1344957328870557,.1444251884245737,5.311190019101705,.0492993319219788,.0713905193064601
901260,East Hartford School District,2022,9,CT,all,all,0,5.5,0,5269,12,439.0833333333333,0,3.899705805561723,.0577807492068265,.0912923697771378,3.979237888007345,.0114811948823049,.0696331409390322
901260,East Hartford School District,2022,9,CT,race,blk,0,5.5,0,1554,12,129.5,0,3.910108604211457,.1066449477567362,.1279407155000333,4.010455568133969,.0170044276790454,.0707538482472971
901260,East Hartford School District,2022,9,CT,ecd,ecd,0,5.5,0,3570,12,297.5,0,3.408005072566234,.0722549801957163,.101076525285087,3.501484035438389,.0241128607547037,.0727900167254095
901260,East Hartford School District,2022,9,CT,gender,fem,0,5.5,0,2518,12,209.8333333333333,0,4.24986327511733,.075215655308871,.1032137423222624,4.307854057106564,.0126675828985696,.0698385576712592
901260,East Hartford School District,2022,9,CT,race,hsp,0,5.5,0,2734,12,227.8333333333333,0,3.505290058345311,.0822811070015527,.1084705599230706,3.546401110797329,.0129055362490635,.0698821103501143
901260,East Hartford School District,2022,9,CT,gender,mal,0,5.5,0,2751,12,229.25,0,3.557802083674564,.0889847677470149,.1136396528136797,3.624650541512564,.013324743913357,.0699607410014088
901260,East Hartford School District,2022,9,CT,gender,mfg,1,5.5,0,5269,12,439.0833333333333,0,-.6920611914427663,.1165147359544409,.1165147359544409,-.6832035155939993,.0086244295462221,.0086244295462221
901260,East Hartford School District,2022,9,CT,ecd,nec,0,5.5,0,1699,12,141.5833333333333,0,5.016241576019272,.0922254881800478,.1161947609433042,5.003395016288386,.0407194440585554,.0798437825102711
901260,East Hartford School District,2022,9,CT,ecd,neg,1,5.5,0,5269,12,439.0833333333333,0,1.608236503453038,.1171593907167987,.1171593907167987,1.501910980849997,.0444507312241613,.0444507312241613
901260,East Hartford School District,2022,9,CT,race,wbg,1,5.5,0,2013,10,201.3,0,1.363393352915844,.2050574547719219,.2050574547719219,1.427057233275339,.0126626068632581,.0126626068632581
901260,East Hartford School District,2022,9,CT,race,whg,1,5.5,0,3193,10,319.3,0,1.76821189878199,.1935086443673842,.1935086443673842,1.891111690611978,.0061436078779036,.0061436078779036
