sedaadmin,sedaadminname,year,fips,stateabb,subcat,subgroup,gap,gradecenter,multi_comp_mth,multi_comp_rla,tot_asmts_mth,tot_asmts_rla,cellcount_mth,cellcount_rla,mn_asmts_mth,mn_asmts_rla,flag_estasmt_mth,flag_estasmt_rla,gcs_mn_avg_mth_ol,gcs_mn_avg_rla_ol,gcs_mn_avg_mth_ol_se,gcs_mn_avg_rla_ol_se,gcs_mn_avg_mth_ol_se_adj,gcs_mn_avg_rla_ol_se_adj,gcs_mn_avg_mth_eb,gcs_mn_avg_rla_eb,gcs_mn_avg_mth_eb_se,gcs_mn_avg_rla_eb_se,gcs_mn_avg_mth_eb_se_adj,gcs_mn_avg_rla_eb_se_adj
900007,Jumoke Academy District,2009,9,CT,ecd,nec,0,5.5,0,0,117,117,6,6,19.5,19.5,0,0,5.117333583319985,5.271262302812255,.2402482457717456,.2831619372231231,.2500273246664947,.2913809122071941,5.36138210570364,5.631336939664041,.1321618019291063,.1282404272705029,.1481051207963388,.1444109497955029
900007,Jumoke Academy District,2009,9,CT,ecd,neg,1,5.5,0,0,234,234,6,6,39,39,0,0,.4139979068718036,.5584768436541259,.331151333341314,.3913043487277859,.331151333341314,.3913043487277859,.4538888150052784,.4366392576752336,.0743268460898776,.078898599234616,.0743268460898776,.078898599234616
900007,Jumoke Academy District,2010,9,CT,all,all,0,5.5,0,0,248,248,6,6,41.33333333333334,41.33333333333334,0,0,5.405470666756842,5.075318941621419,.1643107214454649,.1899294012506946,.1730439636091993,.1970038834733399,5.388356434711366,5.525495800070315,.0517386669366389,.0603957004186766,.073874115395453,.0792281231512142
900007,Jumoke Academy District,2010,9,CT,race,blk,0,5.5,0,0,243,243,6,6,40.5,40.5,0,0,5.41050147133968,5.092465270484351,.1663325243441525,.1909895463291613,.1749648788024352,.1980261585022261,5.378696010841776,5.535291835747421,.0519362181217704,.0604775731863159,.0740126071819685,.0792905525741095
900007,Jumoke Academy District,2010,9,CT,ecd,ecd,0,5.5,0,0,179,179,6,6,29.83333333333333,29.83333333333333,0,0,5.222438573799483,4.820794250721429,.1820556942667522,.2130540518472983,.1899749351219836,.2193840961708054,5.136984599718691,5.286215232617075,.0586775904726116,.0659483314694294,.0788895106636603,.0835382385055081
900007,Jumoke Academy District,2010,9,CT,gender,fem,0,5.5,0,0,134,134,6,6,22.33333333333333,22.33333333333333,0,0,5.361571758170351,5.20644599433304,.2210689468747949,.248364132182154,.2276349697036543,.2538150799277387,5.314950139597364,5.61995437012616,.0519867807873674,.0606456405654811,.0740480968405944,.079418817597588
900007,Jumoke Academy District,2010,9,CT,gender,mal,0,5.5,0,0,114,114,6,6,19,19,0,0,5.444420759526298,4.941050587544542,.2374421324585329,.2812387513688416,.2435671702551644,.2860639577360892,5.513058159092735,5.388384520384148,.0520882219322911,.0605701499787211,.0741193505985304,.0793611865929826
900007,Jumoke Academy District,2010,9,CT,gender,mfg,1,5.5,0,0,248,248,6,6,41.33333333333334,41.33333333333334,0,0,.0828490013559469,-.2653954067884987,.3244229423742815,.3752065796679205,.3244229423742815,.3752065796679205,.198108019495371,-.2315698497420122,.007875844585852,.0071662772704686,.007875844585852,.0071662772704686
900007,Jumoke Academy District,2010,9,CT,ecd,nec,0,5.5,0,0,69,69,6,6,11.5,11.5,0,0,5.825512644839219,5.770611431533651,.313208370619924,.3587033039331933,.3178768371335672,.3624988453729456,5.630081653412923,5.805638649833631,.0735338049048675,.0837520091295004,.0904859974408603,.0982031257253523
900007,Jumoke Academy District,2010,9,CT,ecd,neg,1,5.5,0,0,248,248,6,6,41.33333333333334,41.33333333333334,0,0,.6030740710397362,.9498171808122224,.3622758054871134,.4172050925637655,.3622758054871134,.4172050925637655,.4930970536942327,.5194234172165562,.0591312165839476,.0637832281928768,.0591312165839476,.0637832281928768
900007,Jumoke Academy District,2011,9,CT,all,all,0,5.5,0,0,253,253,6,6,42.16666666666666,42.16666666666666,0,0,5.478647942644193,5.92346310182602,.1631048821007789,.1865204968681263,.1832854596530675,.202526919252004,5.164969171190464,5.574671378107451,.0802676333238712,.0617482962336043,.1125079728122299,.0979418053159312
900007,Jumoke Academy District,2011,9,CT,race,blk,0,5.5,0,0,246,247,6,6,41,41.16666666666666,0,0,5.486711000799343,5.915591629608523,.1664506088201037,.1880805749374248,.1862690589757474,.2039646046218983,5.152200828083761,5.583253191860424,.0805647475454283,.0625261164614918,.1127201381030054,.0984340407610439
900007,Jumoke Academy District,2011,9,CT,ecd,ecd,0,5.5,0,0,171,172,6,6,28.5,28.66666666666667,0,0,5.101202333859911,5.611707174970516,.1868330585862405,.2147817657367012,.2046874420569489,.2288197197855775,4.892671659216777,5.306020083006862,.0849366091590548,.0683088657523503,.1158851956133313,.1022049229790984
900007,Jumoke Academy District,2011,9,CT,gender,fem,0,5.5,0,0,138,138,6,6,23,23,0,0,5.487058800722345,6.121684805582504,.2196490606654785,.2431071773106175,.2350235456424617,.2555941253818465,5.124305989264219,5.696763921730729,.0803873015284582,.0625326306119017,.1125933800626364,.0984381787318079
900007,Jumoke Academy District,2011,9,CT,gender,mal,0,5.5,0,0,115,115,6,6,19.16666666666667,19.16666666666667,0,0,5.451146596427333,5.67932115680605,.2326426779039159,.2758982278977868,.2472103815324761,.286961825731079,5.256021330956886,5.403992755343054,.0804512612626718,.0625326813166076,.1126390537320724,.0984382109418656
900007,Jumoke Academy District,2011,9,CT,gender,mfg,1,5.5,0,0,253,253,6,6,42.16666666666666,42.16666666666666,0,0,-.0359122042950117,-.4423636487764542,.3199505046620996,.3677239886342407,.3199505046620996,.3677239886342407,.1317153416926669,-.2927711663876744,.0069812439400907,.0139628775108511,.0069812439400907,.0139628775108511
900007,Jumoke Academy District,2011,9,CT,ecd,nec,0,5.5,0,0,82,81,6,6,13.66666666666667,13.5,0,0,6.232864987011087,6.594036403313681,.2889744377474113,.3307208038632407,.3008264995417786,.3400051578692934,5.446895227637436,5.895146016690005,.0921045838273753,.0840871637119556,.1212369801212321,.1133595882222233
900007,Jumoke Academy District,2011,9,CT,ecd,neg,1,5.5,0,0,253,253,6,6,42.16666666666666,42.16666666666666,0,0,1.131662653151176,.9823292283431648,.3441116351594669,.3943443381119137,.3441116351594669,.3943443381119137,.5542235684206593,.5891259336831434,.0530254280380759,.06411745523637,.0530254280380759,.06411745523637
900007,Jumoke Academy District,2012,9,CT,all,all,0,5.5,0,0,301,302,6,6,50.16666666666666,50.33333333333334,0,0,5.425955502519566,5.957812184390467,.1492154357203809,.1674034238670193,.158563488762522,.1745508421114887,5.173200918514157,5.650026568150921,.0999142669725772,.0875361051565724,.1129017577670226,.1002684606494579
