sedaadmin,sedaadminname,year,fips,stateabb,subcat,subgroup,gap,gradecenter,multi_comp_mth,multi_comp_rla,tot_asmts_mth,tot_asmts_rla,cellcount_mth,cellcount_rla,mn_asmts_mth,mn_asmts_rla,flag_estasmt_mth,flag_estasmt_rla,gcs_mn_avg_mth_ol,gcs_mn_avg_rla_ol,gcs_mn_avg_mth_ol_se,gcs_mn_avg_rla_ol_se,gcs_mn_avg_mth_ol_se_adj,gcs_mn_avg_rla_ol_se_adj,gcs_mn_avg_mth_eb,gcs_mn_avg_rla_eb,gcs_mn_avg_mth_eb_se,gcs_mn_avg_rla_eb_se,gcs_mn_avg_mth_eb_se_adj,gcs_mn_avg_rla_eb_se_adj
900208,Achievement First Bridgeport Academy District,2016,9,CT,ecd,nec,0,5.5,0,0,95,95,6,6,15.83333333333333,15.83333333333333,0,0,6.298223472397336,6.498133353697715,.3117409113529425,.3341012090331171,.3160498878111968,.3384921626553812,6.040840185003044,6.203147347265028,.1329825077783966,.1325762746546061,.1424793584935311,.1429633214445138
900208,Achievement First Bridgeport Academy District,2016,9,CT,ecd,neg,1,5.5,0,0,540,540,6,6,90,90,0,0,.9648210091250364,1.053787529938207,.3454477603779632,.3685606682403957,.3454477603779632,.3685606682403957,.6729902747845875,.6564592386597159,.0867086932022211,.0937242242881751,.0867086932022211,.0937242242881751
900208,Achievement First Bridgeport Academy District,2017,9,CT,all,all,0,5.5,0,0,531,531,6,6,88.5,88.5,0,0,5.578106905063978,5.749029238945912,.1413753638437291,.1470363076633477,.1599414505490437,.1679823841999183,5.526672510104099,5.818802369186689,.0899023456075753,.0831955534444516,.1147775339427444,.1137976827166357
900208,Achievement First Bridgeport Academy District,2017,9,CT,race,blk,0,5.5,0,0,284,284,6,6,47.33333333333334,47.33333333333334,0,0,5.511025568859999,5.613947180105506,.181777891339642,.1947769628500184,.1965641775137883,.2110366576860422,5.46487922292082,5.748283193982124,.0903730078044098,.0837619835756478,.1151465635260116,.114212444029863
900208,Achievement First Bridgeport Academy District,2017,9,CT,ecd,ecd,0,5.5,0,0,333,333,6,6,55.5,55.5,0,0,5.549530897101015,5.733798138217816,.1815555166243336,.1868784860886658,.1963585488806486,.2037694142726281,5.462220241715285,5.745292837745875,.1020672607731802,.094466624831901,.1245358433302408,.1222798253428529
900208,Achievement First Bridgeport Academy District,2017,9,CT,gender,fem,0,5.5,0,0,278,278,6,6,46.33333333333334,46.33333333333334,0,0,5.690259627313979,6.166738076425203,.1825086670363577,.2000076647495782,.1972401775632274,.2158737399240537,5.631687638084733,6.28218211732723,.0900657149997826,.0832438595625265,.1149055419492723,.1138330032706382
900208,Achievement First Bridgeport Academy District,2017,9,CT,race,hsp,0,5.5,0,0,226,226,6,6,37.66666666666666,37.66666666666666,0,0,5.439306062296628,5.816766168270634,.2273762519530457,.2285464990732138,.23936213997623,.2425528970530776,5.511818058148051,5.850585159085252,.089995921841245,.0833422159746009,.1148508445780412,.113904949156323
900208,Achievement First Bridgeport Academy District,2017,9,CT,gender,mal,0,5.5,0,0,253,253,6,6,42.16666666666666,42.16666666666666,0,0,5.441288496151806,5.296624221646794,.2170752638375265,.2105568829082969,.2295995302083981,.2256825349252276,5.395583962210629,5.279313314421179,.0902410467747448,.0832318783960793,.1150430227142681,.113824241970185
900208,Achievement First Bridgeport Academy District,2017,9,CT,gender,mfg,1,5.5,0,0,531,531,6,6,88.5,88.5,0,0,-.2489711311621727,-.8701138547784089,.2836037441810664,.2904087927364423,.2836037441810664,.2904087927364423,-.2361036758741042,-1.002868802906051,.0095087354540923,.0037530667923928,.0095087354540923,.0037530667923928
900208,Achievement First Bridgeport Academy District,2017,9,CT,ecd,nec,0,5.5,0,0,198,198,6,6,33,33,0,0,5.557397481995696,5.730738768495053,.2240569194002596,.2459344279688426,.2362112978519864,.2590022171537922,6.069906137891383,6.265014684494206,.1054261543084525,.1008729766354268,.1273032779016454,.1272940292945386
900208,Achievement First Bridgeport Academy District,2017,9,CT,ecd,neg,1,5.5,0,0,531,531,6,6,88.5,88.5,0,0,.0078665848946811,-.003059369722763,.2883815332989668,.3088807398060835,.2883815332989668,.3088807398060835,.6076858961760987,.5197218467483307,.0732634714064394,.0725003475616862,.0732634714064394,.0725003475616862
900208,Achievement First Bridgeport Academy District,2018,9,CT,all,all,0,5.5,0,0,527,528,6,6,87.83333333333333,88,0,0,6.123212760823833,6.217745806355549,.1423600965717875,.148933159988605,.1513135272945687,.1598437170341367,5.996186323720903,6.102159970778064,.0934400446920736,.0881174784348425,.1062940931306776,.1047282214690569
900208,Achievement First Bridgeport Academy District,2018,9,CT,race,blk,0,5.5,0,0,289,290,6,6,48.16666666666666,48.33333333333334,0,0,6.161493394994895,6.215874491187524,.1816243843162813,.1957877922348961,.1887241463741822,.2042101547898942,5.959159631125866,6.042213466327463,.0935195821339904,.0882524957035359,.1063640189393606,.1048418492981667
900208,Achievement First Bridgeport Academy District,2018,9,CT,ecd,ecd,0,5.5,0,0,526,527,6,6,87.66666666666667,87.83333333333333,0,0,6.129424845983555,6.211487550832565,.1418663664815755,.148187582131612,.1508491046876984,.1591492608500303,5.998748365283496,6.099436546422652,.0936962154760624,.0884016020176581,.1065193554099591,.1049673930592034
900208,Achievement First Bridgeport Academy District,2018,9,CT,gender,fem,0,5.5,0,0,266,266,6,6,44.33333333333334,44.33333333333334,0,0,6.38753603319293,6.918656247219435,.1865550037347813,.2086764899132245,.1934739152053314,.2165982575497823,6.123716397538797,6.634835619860068,.0934914327000542,.088224253768357,.1063392696548422,.1048180772545478
900208,Achievement First Bridgeport Academy District,2018,9,CT,race,hsp,0,5.5,0,0,224,224,6,6,37.33333333333334,37.33333333333334,0,0,5.990432546091795,6.107599165290566,.2266316398726093,.2292204852359604,.2323602518455847,.2364549821486257,5.933954372728222,6.118657304058415,.0934686023216132,.0883117064579308,.1063191981834529,.1048916958765975
900208,Achievement First Bridgeport Academy District,2018,9,CT,gender,mal,0,5.5,0,0,261,262,6,6,43.5,43.66666666666666,0,0,5.839201845143708,5.521212844710181,.2151910225066414,.2075406597906071,.2212160993550183,.2155041837120993,5.833293886223205,5.482045377052996,.0935201190254967,.0882176074310586,.1063644909965706,.1048124831650183
900208,Achievement First Bridgeport Academy District,2018,9,CT,gender,mfg,1,5.5,0,0,527,528,6,6,87.83333333333333,88,0,0,-.5483341880492221,-1.397443402509253,.2847980786205168,.2943110648766448,.2847980786205168,.2943110648766448,-.290422511315592,-1.152790242807072,.0049574939978206,.0060402982057129,.0049574939978206,.0060402982057129
900208,Achievement First Bridgeport Academy District,2019,9,CT,all,all,0,5.5,0,0,549,550,6,6,91.5,91.66666666666667,0,0,6.20895095991192,6.568786571218145,.1401961818051412,.149522370119787,.1567744911538125,.1709802458192501,6.210136131033505,6.367780196470063,.1073176499971783,.1039258949942637,.1277430425236335,.1307857182699554
900208,Achievement First Bridgeport Academy District,2019,9,CT,race,blk,0,5.5,0,0,280,280,6,6,46.66666666666666,46.66666666666666,0,0,6.332203418409656,6.512278461390379,.1867390095561127,.2031929517724529,.1994861633642658,.2194645323148481,6.195373686696919,6.316308684993241,.1082628013313301,.1059786762444852,.128538091880909,.1324227785222876
900208,Achievement First Bridgeport Academy District,2019,9,CT,ecd,ecd,0,5.5,0,0,544,545,6,6,90.66666666666667,90.83333333333333,0,0,6.224982498370253,6.574521286064109,.1402956511871397,.1493059514018071,.1568634483422451,.1707910197234369,6.227990083442494,6.370855670516781,.1082954325384343,.1050156506810687,.1285655771229786,.1316533301553655
900208,Achievement First Bridgeport Academy District,2019,9,CT,gender,fem,0,5.5,0,0,291,292,6,6,48.5,48.66666666666666,0,0,6.464864203155485,7.154085379256848,.1802864507733148,.2038146732445002,.193459236058234,.2200402834117767,6.329901986327898,6.927291283742763,.1074066529926142,.1039817342048618,.1278178235589771,.130830094019992
900208,Achievement First Bridgeport Academy District,2019,9,CT,race,hsp,0,5.5,0,0,259,260,6,6,43.16666666666666,43.33333333333334,0,0,6.064474831710694,6.60710701511999,.2113351486570481,.2196606728108605,.2226787298816239,.234793774350796,6.097702504221431,6.36115594737636,.1073222096682712,.1045542688274976,.1277468731529595,.1312855954896883
900208,Achievement First Bridgeport Academy District,2019,9,CT,gender,mal,0,5.5,0,0,258,258,6,6,43,43,0,0,5.920444192111645,5.91166445051642,.2175254372254006,.2146488171421099,.2285619992997487,.2301117554465211,6.049852599083159,5.718451234669137,.1074654596888142,.1072551849181651,.1278672434144341,.1334465703750352
900208,Achievement First Bridgeport Academy District,2019,9,CT,gender,mfg,1,5.5,0,0,549,550,6,6,91.5,91.66666666666667,0,0,-.5444200110438402,-1.242420928740429,.2825252558136008,.2959975265610666,.2825252558136008,.2959975265610666,-.2800493872447394,-1.208840049073626,.0071314887204749,.0267337322378089,.0071314887204749,.0267337322378089
900208,Achievement First Bridgeport Academy District,2022,9,CT,all,all,0,5.5,0,0,522,531,6,6,87,88.5,0,0,4.167245891056656,5.219938888854792,.1395963915123521,.1408483194395437,.1737685936585539,.1714214369395603,4.148107233680426,5.283387080302158,.0137662162542548,.0196475138886281,.1006580166565154,.0936575284818679
900208,Achievement First Bridgeport Academy District,2022,9,CT,race,blk,0,5.5,0,0,197,238,4,5,49.25,47.6,0,0,3.617967015421811,5.153289067705924,.2336992199753064,.2274148848537108,.255585009411484,.2475168475205404,3.771017662315547,5.176725874190472,.0173145526707675,.0204499501402308,.1012043543601421,.0938291441934007
900208,Achievement First Bridgeport Academy District,2022,9,CT,ecd,ecd,0,5.5,0,0,295,305,5,5,59,61,0,0,3.792863009414498,4.753414235677575,.1927654303864246,.2077206918721164,.2187850149595836,.2295537971485347,3.604565689327157,4.935256070915948,.0277188066146309,.0268954657747061,.1034932840690821,.0954414685478302
900208,Achievement First Bridgeport Academy District,2022,9,CT,gender,fem,0,5.5,0,0,227,286,5,6,45.4,47.66666666666666,0,0,3.94866359269569,5.548660801979739,.226802365809617,.1852527550748323,.2492943736943156,.2094412643589981,4.147455940632869,5.591468957073619,.0140041335693291,.0197892961226405,.1006908305869608,.0936873741779415
900208,Achievement First Bridgeport Academy District,2022,9,CT,race,hsp,0,5.5,0,0,122,201,3,5,40.66666666666666,40.2,0,0,4.479676865089798,5.409307309862944,.292603659238788,.2425201559888308,.3103631308946513,.2614633550123741,4.106153534355424,5.270891453198063,.0150390609376062,.0199212654296036,.1008399769989534,.0937153384225058
900208,Achievement First Bridgeport Academy District,2022,9,CT,gender,mal,0,5.5,0,0,243,245,6,6,40.5,40.83333333333334,0,0,4.106511110366575,4.790489443715916,.2052755552951437,.2254534274563463,.2298835035850361,.2457159089381351,4.14069298351402,4.910518245110584,.0140547762427007,.0198719158177107,.100697886484756,.093704860480096
900208,Achievement First Bridgeport Academy District,2022,9,CT,gender,mfg,1,5.5,0,0,470,531,5,6,94,88.5,0,0,.1578475176708851,-.758171358263823,.3059041790145551,.2918010130459279,.3059041790145551,.2918010130459279,-.0067629571188492,-.6809507119630354,.0038255813077461,.0038025879724305,.0038255813077461,.0038025879724305
900208,Achievement First Bridgeport Academy District,2022,9,CT,ecd,nec,0,5.5,0,0,108,135,4,5,27,27,0,0,5.036720515296418,6.008673597916279,.3044084943287456,.2790583118377267,.3215165672843247,.295669750497412,5.359337646676178,6.118121334724505,.0441804056692564,.0396274176197405,.1090616149356156,.099779958240808
900208,Achievement First Bridgeport Academy District,2022,9,CT,ecd,neg,1,5.5,0,0,403,440,4,5,100.75,88,0,0,1.24385750588192,1.255259362238704,.3603096481799473,.3478813407435826,.3603096481799473,.3478813407435826,1.75477195734902,1.182865263808558,.0483861867201948,.039008315811376,.0483861867201948,.039008315811376
900208,Achievement First Bridgeport Academy District,2023,9,CT,all,all,0,5.5,0,0,542,548,6,6,90.33333333333333,91.33333333333333,0,0,3.858559746515098,5.163871048220815,.1422817758867784,.1447738561805073,.1587266129312652,.1593789041737852,3.801817796064977,5.00163308458113,.0171989316526145,.0193866311612831,.0712873249840104,.0679971664742342
900208,Achievement First Bridgeport Academy District,2023,9,CT,race,blk,0,5.5,0,0,194,195,4,4,48.5,48.75,0,0,3.287574229894392,4.861917634689311,.2540802862878134,.2520753627610088,.2636414720472359,.2607377114522496,3.479322633564637,4.809928207899979,.0219725258853931,.0255865236501781,.0725869915836776,.0700174504908755
900208,Achievement First Bridgeport Academy District,2023,9,CT,ecd,ecd,0,5.5,0,0,138,145,2,2,69,72.5,0,0,2.675473322031107,4.864676394151909,.6891941006591803,.3047142702244858,.6927759683234924,.3119181818052666,3.395501328949514,4.663717435396972,.0407504538980484,.0418850450713268,.0802912133815499,.0774734159655308
900208,Achievement First Bridgeport Academy District,2023,9,CT,gender,fem,0,5.5,0,0,281,191,6,4,46.83333333333334,47.75,0,0,3.646841012317941,5.1240778231112,.1951051261286871,.3120965592195846,.2074030957937396,.3191338715006072,3.66638476132782,5.279785843537373,.0174072687151139,.0195977618794701,.0713378753363512,.0680576626944056
900208,Achievement First Bridgeport Academy District,2023,9,CT,race,hsp,0,5.5,0,0,198,168,5,4,39.6,42,0,0,3.888215684984197,5.411913867608355,.2478680352306886,.3408963133957853,.2576598470702374,.3473506328612341,3.795353256277784,4.970607603122801,.0194953089565132,.0197965042188472,.0718759106008022,.0681151580782715
900208,Achievement First Bridgeport Academy District,2023,9,CT,gender,mal,0,5.5,0,0,231,175,5,4,46.2,43.75,0,0,4.00341030238045,4.520432235346373,.2183362829523064,.3818834235579554,.229392167164805,.3876559232755346,3.936994445316616,4.649275341200717,.0173974204991647,.0197082033710267,.0713354728967949,.068089547368556
900208,Achievement First Bridgeport Academy District,2023,9,CT,gender,mfg,1,5.5,0,0,512,366,5,4,102.4,91.5,0,0,.356569290062509,-.6036455877648272,.292808371968973,.4931928745075789,.292808371968973,.4931928745075789,.2706096839887961,-.630510502336656,.003751898740948,.0045609884050382,.003751898740948,.0045609884050382
900208,Achievement First Bridgeport Academy District,2023,9,CT,ecd,nec,0,5.5,0,0,,41,,2,,20.5,0,0,,6.274612366558292,,.5230594305351172,,.5272886624364149,,5.871364167503039,,.0645533383278699,,.0917328004042911
900208,Achievement First Bridgeport Academy District,2023,9,CT,ecd,neg,1,5.5,0,0,,186,,2,,93,0,0,,1.409935972406384,,.6053444922935717,,.6053444922935717,,1.207646732106067,,.0719013738000342,,.0719013738000342
900208,Achievement First Bridgeport Academy District,2024,9,CT,all,all,0,5.5,0,0,547,558,6,6,91.16666666666667,93,0,0,3.433994512780094,4.633865210082037,.1470191914442127,.1496462803713683,.1752324360575213,.174973174871338,3.504571091087074,4.713325234255521,.0061906492743149,.0292244849666934,.0930658197225426,.0929681606173333
900208,Achievement First Bridgeport Academy District,2024,9,CT,race,blk,0,5.5,0,0,232,181,5,4,46.4,45.25,0,0,3.302693268245096,4.804348442229284,.2267254840142324,.2687605673997072,.2459597712944764,.2836438705217904,3.253076955469872,4.441356019924728,.0093751668826389,.0295406022974193,.0933317545976104,.0930680157255762
900208,Achievement First Bridgeport Academy District,2024,9,CT,ecd,ecd,0,5.5,0,0,251,191,4,3,62.75,63.66666666666666,0,0,3.366646419525227,3.82169670601164,.2286023246021821,.2977854777840487,.2476909098196069,.3112841041149449,3.241142960060123,4.377212419270889,.0415674817147633,.048145241435609,.1017387743109696,.1005334404061399
900208,Achievement First Bridgeport Academy District,2024,9,CT,gender,fem,0,5.5,0,0,305,245,6,5,50.83333333333334,49,0,0,3.322753204243813,4.674547130778839,.1960273909246156,.2294346216160358,.2179873895124561,.2467019422129935,3.260566043510423,4.99072650695464,.0066079881602406,.0293206887799231,.0930945120279231,.092998447070534
900208,Achievement First Bridgeport Academy District,2024,9,CT,race,hsp,0,5.5,0,0,210,132,5,3,42,44,0,0,2.969888579053665,4.984994106433995,.2707284536334212,.6853656920422619,.2870290222268241,.6913376414778371,3.540054327772394,4.668200656856284,.0065219728107656,.029282338424177,.0930884460689703,.0929863630356077
900208,Achievement First Bridgeport Academy District,2024,9,CT,gender,mal,0,5.5,0,0,203,221,5,5,40.6,44.2,0,0,3.509452085932988,3.966972735842961,.2638726354352561,.2746627924602014,.2805717942439881,.2892425491825249,3.765505954852755,4.353777745059937,.0066535739295461,.0293094832793081,.0930977588786495,.0929949147916263
900208,Achievement First Bridgeport Academy District,2024,9,CT,gender,mfg,1,5.5,0,0,508,466,5,5,101.6,93.2,0,0,.1866988816891753,-.7075743949358779,.3287179729255151,.357882515859785,.3287179729255151,.357882515859785,.5049399113423325,-.6369487618947023,.0033596542510598,.0032569245450529,.0033596542510598,.0032569245450529
900208,Achievement First Bridgeport Academy District,2024,9,CT,ecd,nec,0,5.5,0,0,113,91,4,3,28.25,30.33333333333333,0,0,4.646238515266103,4.778390612820795,.3202572708640228,.4080140799787448,.3341503905953355,.4179678123450072,4.094876998326074,5.522644718362448,.0437590491056268,.0566927252580854,.1026536752426326,.1048955359593084
900208,Achievement First Bridgeport Academy District,2024,9,CT,ecd,neg,1,5.5,0,0,364,282,4,3,91,94,0,0,1.279592095740876,.9566939068091544,.393476482594314,.5051254104081241,.393476482594314,.5051254104081241,.8537340382659506,1.145432299091559,.0597165105968249,.0618375963871888,.0597165105968249,.0618375963871888
900208,Achievement First Bridgeport Academy District,2025,9,CT,all,all,0,5.5,0,0,521,354,6,4,86.83333333333333,88.5,0,0,3.217153029543531,4.573840912948701,.1561276802039864,.1881275820190048,.1832151795734627,.2093499241064568,3.238546324497632,4.518574954050807,.0047408130679771,.0060941888409587,.0931410354310483,.0892264129140153
900208,Achievement First Bridgeport Academy District,2025,9,CT,race,blk,0,5.5,0,0,229,145,5,3,45.8,48.33333333333334,0,0,2.832359156042427,3.958303719895158,.2520251598993384,.3378789211685119,.2696453795683231,.3501393565097465,3.049689322382965,4.155146888158734,.0122495049508493,.0065517533807837,.0938233848470794,.0892588320349068
900208,Achievement First Bridgeport Academy District,2025,9,CT,ecd,ecd,0,5.5,0,,134,,2,,67,,0,,3.883851892316672,,.3245407504225223,,.3384060404086663,,3.129319013556016,,.036944364926259,,.1000882773976398,
900208,Achievement First Bridgeport Academy District,2025,9,CT,gender,fem,0,5.5,0,0,218,,5,,43.6,,0,0,2.520497334321859,,.2517006433171627,,.2693420935289014,,2.884359061311015,,.0052685115891531,,.0931693854599639,
900208,Achievement First Bridgeport Academy District,2025,9,CT,race,hsp,0,5.5,0,0,201,91,5,2,40.2,45.5,0,0,3.051821035608401,4.783451065146209,.2557724348817432,.4224513791383933,.2731510350439726,.4323199872120099,3.317953068035354,4.458209220229577,.0063550706984608,.0062551243722309,.0932371390391443,.0892375492984044
900208,Achievement First Bridgeport Academy District,2025,9,CT,gender,mal,0,5.5,0,0,212,,5,,42.4,,0,0,3.397703484908094,,.247415793237268,,.2653422775275068,,3.621253010922903,,.0054043698810885,,.0931771666581138,
900208,Achievement First Bridgeport Academy District,2025,9,CT,gender,mfg,1,5.5,0,0,430,,5,,86,,0,0,.8772061505862347,,.3529416220701379,,.3529416220701379,,.7368939496118885,,.0034660945003927,,.0034660945003927,
900208,Achievement First Bridgeport Academy District,2025,9,CT,ecd,nec,0,5.5,0,,43,,2,,21.5,,0,,3.523955169713867,,.5592253417932368,,.5673842898812237,,3.452810138952534,,.0301131920543019,,.0977731123996856,
900208,Achievement First Bridgeport Academy District,2025,9,CT,ecd,neg,1,5.5,0,,177,,2,,88.5,,0,,-.3598967226028056,,.6465753487325174,,.6465753487325174,,.3234911253965178,,.0471883440948383,,.0471883440948383,
900210,Berlin School District,2009,9,CT,all,all,0,5.5,0,0,1459,1459,6,6,243.1666666666667,243.1666666666667,0,0,7.034856079559769,7.121929547094959,.084575151802465,.0829873441172873,.1093041617958516,.1077453135425654,7.006077794842981,7.136475623564806,.0755436486400667,.0706479649954721,.100872334000972,.0969538559951051
900210,Berlin School District,2009,9,CT,race,asn,0,5.5,0,0,62,62,6,6,10.33333333333333,10.33333333333333,0,0,7.465154999383558,7.399700501732375,.3462058889040606,.3636481307601083,.3530622622078639,.3700839314426735,8.298944509517494,8.18634129012907,.163366133559437,.123963584332,.176513111442492,.1406267594547887
900210,Berlin School District,2009,9,CT,ecd,ecd,0,5.5,0,0,115,115,6,6,19.16666666666667,19.16666666666667,0,0,4.629969313149645,4.716704828912668,.2598388277532816,.2886659731199652,.2689064147462519,.2967325350278279,4.518193426071353,4.611395922883841,.0902519638356527,.0859795119257275,.1123111832950832,.1086342105660295
900210,Berlin School District,2009,9,CT,gender,fem,0,5.5,0,0,696,696,6,6,116,116,0,0,7.065168088326076,7.413048394663792,.1151158677312084,.1175000659669221,.1343357974889522,.136119134617348,7.081021160154089,7.29518582863946,.0765640277989128,.0722177798310243,.1016387488595884,.0981036337657297
900210,Berlin School District,2009,9,CT,race,hsp,0,5.5,0,0,42,42,6,6,7,7,0,0,5.165417866793844,5.356296518010274,.4539848211991033,.4721447428994581,.4592348651427344,.4771192844083543,4.825243708080875,4.86611802982588,.0806193097104778,.0726953929907177,.1047275418175359,.0984557534956338
900210,Berlin School District,2009,9,CT,gender,mal,0,5.5,0,0,763,763,6,6,127.1666666666667,127.1666666666667,0,0,6.889733576978159,6.840269105743008,.1171349883700538,.1156884594503129,.136070015006747,.1345584369585622,6.982787047066798,7.008442579231014,.0770859562482957,.0721186734450621,.1020324927053336,.0980307007717156
900210,Berlin School District,2009,9,CT,gender,mfg,1,5.5,0,0,1459,1459,6,6,243.1666666666667,243.1666666666667,0,0,-.175434511347917,-.5727792889207839,.1642323613176213,.1648941634874253,.1642323613176213,.1648941634874253,-.0982341130872912,-.2867432494084463,.0197638382861009,.0208384468517904,.0197638382861009,.0208384468517904
900210,Berlin School District,2009,9,CT,ecd,nec,0,5.5,0,0,1344,1344,6,6,224,224,0,0,7.205874423019727,7.317226600169833,.0859038201115827,.0837715900523365,.1103354421446113,.1083505081051371,7.177732907539123,7.322655930069223,.0787979694147842,.0741348416703739,.1033320129526327,.0995233137702394
900210,Berlin School District,2009,9,CT,ecd,neg,1,5.5,0,0,1459,1459,6,6,243.1666666666667,243.1666666666667,0,0,2.575905109870082,2.600521771257164,.273670756051798,.3005756532675147,.273670756051798,.3005756532675147,2.659539481467769,2.711260007185381,.0542296160817825,.0539090094926145,.0542296160817825,.0539090094926145
900210,Berlin School District,2009,9,CT,race,wag,1,5.5,0,0,1394,1394,6,6,232.3333333333333,232.3333333333333,0,0,-.3880381104449988,-.1963204541495198,.3564914406459246,.3734260977375367,.3564914406459246,.3734260977375367,-1.247862937609864,-.9677969527485724,.1448703621376285,.1019016269543502,.1448703621376285,.1019016269543502
900210,Berlin School District,2009,9,CT,race,whg,1,5.5,0,0,1374,1374,6,6,229,229,0,0,1.911699022144716,1.847083529572581,.4618764419421474,.4797163179565178,.4618764419421474,.4797163179565178,2.225837863826754,2.352426307554618,.0282559963533716,.01736638988338,.0282559963533716,.01736638988338
900210,Berlin School District,2009,9,CT,race,wht,0,5.5,0,0,1332,1332,6,6,222,222,0,0,7.077116888938559,7.203380047582855,.0850154676629851,.0848945667646845,.1096452152418872,.1092210637785044,7.05108157190763,7.218544337380497,.0755818359887845,.070705312753071,.1009009358152109,.0969956518913487
900210,Berlin School District,2010,9,CT,all,all,0,5.5,0,0,1439,1439,6,6,239.8333333333333,239.8333333333333,0,0,6.995005103598726,7.382666622796206,.0812216309935796,.0848607472265004,.0976890654111808,.0996930241489841,6.909516516713568,7.301167073656261,.0428402108751731,.0509154300178734,.0679395241145355,.072262271503921
900210,Berlin School District,2010,9,CT,race,asn,0,5.5,0,0,60,60,6,6,10,10,0,0,8.637876789312468,8.235656400599476,.3922414227412099,.3842671926487168,.3959792088906958,.3878126196892721,8.26680241983718,8.367157486981533,.0824557626003855,.056929263403545,.097874654814673,.0766185088648405
900210,Berlin School District,2010,9,CT,ecd,ecd,0,5.5,0,0,114,114,6,6,19,19,0,0,4.969799302315828,4.846378042933457,.2617761386963711,.2841944983362341,.2673442480219735,.2889703540654537,4.598072972327691,4.976690217249208,.0515653886418707,.0576805881030751,.073752861469013,.0771783979680716
900210,Berlin School District,2010,9,CT,gender,fem,0,5.5,0,0,671,671,6,6,111.8333333333333,111.8333333333333,0,0,6.956479698078069,7.386308573340739,.1213683578580136,.1175200871421302,.1329529181658063,.1286402873365253,6.973463220657178,7.440613417593398,.0431371159856816,.0511982486365786,.0681271314869664,.0724618212057519
900210,Berlin School District,2010,9,CT,race,hsp,0,5.5,0,0,47,47,6,6,7.833333333333333,7.833333333333333,0,0,5.141501643362881,5.255895705011913,.4298877541087074,.4469068718071896,.4333009130988316,.4499590033687711,4.798450108300129,5.125997436626433,.0436475398713227,.0516401031281888,.0684514646001016,.0727746873582526
900210,Berlin School District,2010,9,CT,gender,mal,0,5.5,0,0,768,768,6,6,128,128,0,0,6.922657201538634,7.328672461292882,.1011669140225394,.1205090990003478,.1148082952251126,.1313765412317037,6.897066665472694,7.196003407101468,.0432504916225728,.0511060014079628,.0681989757597173,.0723966729132778
900210,Berlin School District,2010,9,CT,gender,mfg,1,5.5,0,0,1439,1439,6,6,239.8333333333333,239.8333333333333,0,0,-.0338224965394351,-.0576361120478568,.1580032366187311,.1683253213980876,.1580032366187311,.1683253213980876,-.0763965551844841,-.2446100104919298,.0078005426412391,.0069514038548844,.0078005426412391,.0069514038548844
900210,Berlin School District,2010,9,CT,ecd,nec,0,5.5,0,0,1325,1325,6,6,220.8333333333333,220.8333333333333,0,0,7.13783730669931,7.601989186122958,.082339190668315,.0867456326187569,.0986201930618972,.1013023070939565,7.068466503102923,7.508377186758783,.047895374697322,.05571842713023,.0712352594329321,.0757231668042758
900210,Berlin School District,2010,9,CT,ecd,neg,1,5.5,0,0,1439,1439,6,6,239.8333333333333,239.8333333333333,0,0,2.168038004383482,2.755611143189501,.2744202782425068,.2971385496077749,.2744202782425068,.2971385496077749,2.470393530775231,2.531686969509575,.0358104577955302,.035310498976557,.0358104577955302,.035310498976557
900210,Berlin School District,2010,9,CT,race,wag,1,5.5,0,0,1369,1369,6,6,228.1666666666667,228.1666666666667,0,0,-1.636007240934597,-.7874588043207149,.4005255512458382,.3936513395659019,.4005255512458382,.3936513395659019,-1.294664020897919,-.9707566026335659,.0704597199312295,.0254888715449766,.0704597199312295,.0254888715449766
900210,Berlin School District,2010,9,CT,race,whg,1,5.5,0,0,1356,1356,6,6,226,226,0,0,1.86036790501499,2.192301891266847,.4374595576957515,.4550009383115499,.4374595576957515,.4550009383115499,2.173688290639133,2.270403447721534,.0084099395714162,.0086857234618707,.0084099395714162,.0086857234618707
900210,Berlin School District,2010,9,CT,race,wht,0,5.5,0,0,1309,1309,6,6,218.1666666666667,218.1666666666667,0,0,7.001869548377871,7.448197596278761,.0810393946592274,.0854406331665617,.0975376011924978,.100187097173403,6.972138398939261,7.396400884347967,.0428507489133477,.0509264525445867,.0679461695131891,.0722700383131036
900210,Berlin School District,2011,9,CT,all,all,0,5.5,0,0,1402,1401,6,6,233.6666666666667,233.5,0,0,6.838546417323186,7.370536776000028,.0885691507627885,.085381412790769,.121798405662672,.1162636784207464,6.819400301836058,7.286740438157454,.0638543609660538,.0512566279866396,.1014521089050648,.0916896234769867
900210,Berlin School District,2011,9,CT,race,asn,0,5.5,0,0,51,51,6,6,8.5,8.5,0,0,8.579154731643616,9.275590984951419,.4352383032668385,.4419984670975811,.4431960489283764,.4489876414628654,8.159545507475119,8.348442237850474,.1131674263616062,.0815964275489272,.1379203298147579,.1115245359978607
900210,Berlin School District,2011,9,CT,race,blk,0,5.5,0,0,24,24,6,6,4,4,0,0,3.975867250402716,4.817582763981236,.4737981085462035,.4727820485492165,.4811184935305307,.479322566441607,3.79736609906352,4.48082828007317,.064253607642956,.0522943110114092,.101703869552918,.0922737238055819
