School Year,Type,DistrictName,Count*,Percent*
2019-20,Private Schools or Other Settings,Putnam School District,15.0,7.5
2019-20,Private Schools or Other Settings,Redding School District,,
2019-20,Private Schools or Other Settings,Regional School District 01,,
2019-20,Private Schools or Other Settings,Regional School District 04,12.0,7.5
2019-20,Private Schools or Other Settings,Regional School District 05,16.0,5.3
2019-20,Private Schools or Other Settings,Regional School District 06,,
2019-20,Private Schools or Other Settings,Regional School District 07,10.0,6.0
2019-20,Private Schools or Other Settings,Regional School District 08,14.0,6.4
2019-20,Private Schools or Other Settings,Regional School District 09,11.0,8.8
2019-20,Private Schools or Other Settings,Regional School District 10,12.0,4.3
2019-20,Private Schools or Other Settings,Regional School District 11,,
2019-20,Private Schools or Other Settings,Regional School District 12,26.0,24.5
2019-20,Private Schools or Other Settings,Regional School District 13,7.0,2.7
2019-20,Private Schools or Other Settings,Regional School District 14,8.0,3.6
2019-20,Private Schools or Other Settings,Regional School District 15,29.0,4.7
2019-20,Private Schools or Other Settings,Regional School District 16,12.0,4.6
2019-20,Private Schools or Other Settings,Regional School District 17,16.0,5.0
2019-20,Private Schools or Other Settings,Regional School District 18,,
2019-20,Private Schools or Other Settings,Regional School District 19,,
2019-20,Private Schools or Other Settings,Ridgefield School District,39.0,6.1
2019-20,Private Schools or Other Settings,Rocky Hill School District,,
2019-20,Private Schools or Other Settings,Salem School District,,
2019-20,Private Schools or Other Settings,Salisbury School District,0.0,0.0
2019-20,Private Schools or Other Settings,Scotland School District,0.0,0.0
2019-20,Private Schools or Other Settings,Seymour School District,18.0,5.6
2019-20,Private Schools or Other Settings,Sharon School District,0.0,0.0
2019-20,Private Schools or Other Settings,Shelton School District,19.0,2.9
2019-20,Private Schools or Other Settings,Sherman School District,0.0,0.0
2019-20,Private Schools or Other Settings,Simsbury School District,59.0,9.9
2019-20,Private Schools or Other Settings,Somers School District,,
2019-20,Private Schools or Other Settings,South Windsor School District,18.0,3.1
2019-20,Private Schools or Other Settings,Southington School District,42.0,4.6
2019-20,Private Schools or Other Settings,Sprague School District,6.0,8.1
2019-20,Private Schools or Other Settings,Stafford School District,9.0,4.4
2019-20,Private Schools or Other Settings,Stamford School District,124.0,5.4
2019-20,Private Schools or Other Settings,State Total,3942.0,5.0
2019-20,Private Schools or Other Settings,Sterling School District,,
2019-20,Private Schools or Other Settings,Stonington School District,36.0,11.8
2019-20,Private Schools or Other Settings,Stratford School District,74.0,7.3
2019-20,Private Schools or Other Settings,Suffield School District,19.0,6.8
2019-20,Private Schools or Other Settings,Thomaston School District,9.0,6.7
2019-20,Private Schools or Other Settings,Thompson School District,19.0,11.4
2019-20,Private Schools or Other Settings,Tolland School District,15.0,4.8
2019-20,Private Schools or Other Settings,Torrington School District,61.0,7.4
2019-20,Private Schools or Other Settings,Trumbull School District,32.0,3.9
2019-20,Private Schools or Other Settings,Unified School District #2,26.0,31.0
2019-20,Private Schools or Other Settings,Union School District,0.0,0.0
2019-20,Private Schools or Other Settings,Vernon School District,16.0,3.0
2019-20,Private Schools or Other Settings,Voluntown School District,,
2019-20,Private Schools or Other Settings,Wallingford School District,45.0,5.3
2019-20,Private Schools or Other Settings,Waterbury School District,155.0,4.4
2019-20,Private Schools or Other Settings,Waterford School District,28.0,6.6
2019-20,Private Schools or Other Settings,Watertown School District,33.0,8.0
2019-20,Private Schools or Other Settings,West Hartford School District,134.0,10.1
2019-20,Private Schools or Other Settings,West Haven School District,85.0,7.9
2019-20,Private Schools or Other Settings,Westbrook School District,,
2019-20,Private Schools or Other Settings,Weston School District,8.0,3.2
2019-20,Private Schools or Other Settings,Westport School District,29.0,4.4
2019-20,Private Schools or Other Settings,Wethersfield School District,34.0,6.3
2019-20,Private Schools or Other Settings,Willington School District,,
2019-20,Private Schools or Other Settings,Wilton School District,27.0,4.7
2019-20,Private Schools or Other Settings,Winchester School District,19.0,8.9
2019-20,Private Schools or Other Settings,Windham School District,17.0,2.7
2019-20,Private Schools or Other Settings,Windsor Locks School District,12.0,4.7
2019-20,Private Schools or Other Settings,Windsor School District,47.0,6.7
2019-20,Private Schools or Other Settings,Wolcott School District,8.0,2.7
2019-20,Private Schools or Other Settings,Woodbridge School District,,
2019-20,Private Schools or Other Settings,Woodstock School District,7.0,5.1
2019-20,Public Schools in Other Districts,Andover School District,,
2019-20,Public Schools in Other Districts,Ansonia School District,55.0,11.1
2019-20,Public Schools in Other Districts,Ashford School District,,
2019-20,Public Schools in Other Districts,Avon School District,17.0,5.0
2019-20,Public Schools in Other Districts,Barkhamsted School District,0.0,0.0
2019-20,Public Schools in Other Districts,Berlin School District,14.0,3.4
2019-20,Public Schools in Other Districts,Bethany School District,,
2019-20,Public Schools in Other Districts,Bethel School District,11.0,2.8
2019-20,Public Schools in Other Districts,Bloomfield School District,71.0,17.7
2019-20,Public Schools in Other Districts,Bolton School District,,
2019-20,Public Schools in Other Districts,Bozrah School District,10.0,27.8
2019-20,Public Schools in Other Districts,Branford School District,20.0,5.4
2019-20,Public Schools in Other Districts,Bridgeport School District,629.0,15.3
2019-20,Public Schools in Other Districts,Bristol School District,59.0,3.7
2019-20,Public Schools in Other Districts,Brookfield School District,13.0,3.4
2019-20,Public Schools in Other Districts,Brooklyn School District,36.0,22.2
2019-20,Public Schools in Other Districts,Canaan School District,,
2019-20,Public Schools in Other Districts,Canterbury School District,30.0,36.6
2019-20,Public Schools in Other Districts,Canton School District,,
2019-20,Public Schools in Other Districts,Chaplin School District,,
2019-20,Public Schools in Other Districts,Cheshire School District,10.0,1.9
2019-20,Public Schools in Other Districts,Chester School District,,
2019-20,Public Schools in Other Districts,Clinton School District,12.0,5.0
2019-20,Public Schools in Other Districts,Colchester School District,18.0,4.9
2019-20,Public Schools in Other Districts,Columbia School District,26.0,38.2
2019-20,Public Schools in Other Districts,Cornwall School District,,
2019-20,Public Schools in Other Districts,Coventry School District,12.0,5.5
2019-20,Public Schools in Other Districts,Cromwell School District,18.0,7.5
2019-20,Public Schools in Other Districts,Danbury School District,12.0,0.8
2019-20,Public Schools in Other Districts,Darien School District,,
2019-20,Public Schools in Other Districts,Deep River School District,,
2019-20,Public Schools in Other Districts,Department of Mental Health and Addiction Services,0.0,0.0
2019-20,Public Schools in Other Districts,Derby School District,37.0,13.3
2019-20,Public Schools in Other Districts,East Granby School District,,
2019-20,Public Schools in Other Districts,East Haddam School District,,
2019-20,Public Schools in Other Districts,East Hampton School District,10.0,4.0
2019-20,Public Schools in Other Districts,East Hartford School District,241.0,16.6
2019-20,Public Schools in Other Districts,East Haven School District,74.0,15.5
2019-20,Public Schools in Other Districts,East Lyme School District,13.0,3.4
2019-20,Public Schools in Other Districts,East Windsor School District,14.0,6.7
2019-20,Public Schools in Other Districts,Eastford School District,6.0,16.7
2019-20,Public Schools in Other Districts,Easton School District,0.0,0.0
2019-20,Public Schools in Other Districts,Ellington School District,13.0,3.7
2019-20,Public Schools in Other Districts,Enfield School District,60.0,6.6
2019-20,Public Schools in Other Districts,Essex School District,,
2019-20,Public Schools in Other Districts,Fairfield School District,21.0,1.5
2019-20,Public Schools in Other Districts,Farmington School District,7.0,1.5
2019-20,Public Schools in Other Districts,Franklin School District,7.0,63.6
2019-20,Public Schools in Other Districts,Glastonbury School District,33.0,4.9
2019-20,Public Schools in Other Districts,Granby School District,7.0,2.7
2019-20,Public Schools in Other Districts,Greenwich School District,7.0,0.7
2019-20,Public Schools in Other Districts,Griswold School District,15.0,5.6
2019-20,Public Schools in Other Districts,Groton School District,54.0,7.0
2019-20,Public Schools in Other Districts,Guilford School District,13.0,3.5
2019-20,Public Schools in Other Districts,Hamden School District,197.0,17.4
2019-20,Public Schools in Other Districts,Hartford School District,989.0,23.8
2019-20,Public Schools in Other Districts,Hartland School District,14.0,29.2
2019-20,Public Schools in Other Districts,Hebron School District,,
2019-20,Public Schools in Other Districts,Killingly School District,54.0,13.2
2019-20,Public Schools in Other Districts,Lebanon School District,12.0,7.9
2019-20,Public Schools in Other Districts,Ledyard School District,19.0,4.4
2019-20,Public Schools in Other Districts,Lisbon School District,23.0,28.4
2019-20,Public Schools in Other Districts,Litchfield School District,10.0,6.8
2019-20,Public Schools in Other Districts,Madison School District,8.0,2.1
2019-20,Public Schools in Other Districts,Manchester School District,153.0,13.7
2019-20,Public Schools in Other Districts,Mansfield School District,,
2019-20,Public Schools in Other Districts,Marlborough School District,,
2019-20,Public Schools in Other Districts,Meriden School District,114.0,6.6
2019-20,Public Schools in Other Districts,Middletown School District,23.0,3.4
2019-20,Public Schools in Other Districts,Milford School District,17.0,2.0
2019-20,Public Schools in Other Districts,Monroe School District,22.0,5.3
2019-20,Public Schools in Other Districts,Montville School District,32.0,8.3
2019-20,Public Schools in Other Districts,Naugatuck School District,43.0,5.6
2019-20,Public Schools in Other Districts,New Britain School District,273.0,12.3
2019-20,Public Schools in Other Districts,New Canaan School District,,
2019-20,Public Schools in Other Districts,New Fairfield School District,6.0,1.9
2019-20,Public Schools in Other Districts,New Hartford School District,,
2019-20,Public Schools in Other Districts,New Haven School District,451.0,13.8
2019-20,Public Schools in Other Districts,New London School District,133.0,19.6
