fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.014436401931052544,0.005189785538768182,0.029500465520166778,0.015064063589114234
2020,2,0.030585740101968073,0.012207967438591307,0.06342984767276885,0.03284410757080078
2021,3,0.04808464956031919,0.021241073293540344,0.0973446489733481,0.049259999413028915
2022,4,0.06594559657503758,0.031261098085803074,0.12898486785529634,0.06303927128025875
2023,5,0.06999348259299164,0.03742088510414766,0.13182989978444354,0.0618364171914519
2024,6,0.07248161773259103,0.04251065819336172,0.1330901010201101,0.06060848328751907
2025,7,0.0737003536302434,0.04508486418346859,0.13287227668749835,0.05917192305725495
