fiscal_year,policy_year,low FRPL,middle,high FRPL,gap_change_high_minus_low
2019,1,0.029158295555599116,0.009455161917052262,0.0395564255696293,0.010398130014030185
2020,2,0.06172841182059498,0.022182201703352226,0.08486208853188767,0.023133676711292697
2021,3,0.09694488565184857,0.03854498076705158,0.13037486806615056,0.03342998241430199
2022,4,0.13286334518072435,0.05664967138484749,0.17290177038618407,0.04003842520545972
2023,5,0.14086138623887873,0.0676888047174469,0.17690593107393568,0.03604454483505695
2024,6,0.1457672475202075,0.07676692185092744,0.1786634960557685,0.032896248535561
2025,7,0.14822521971450808,0.08133425815136704,0.17800622692226598,0.029781007207757892
