District,fiscal_year,cohort_count,graduation_count,graduation_rate
Stafford School District,2012,140.0,126.0,90.0
Stamford Academy District,2012,44.0,28.0,63.6
Stamford School District,2012,1176.0,1054.0,89.6
Stonington School District,2012,181.0,171.0,94.5
Stratford School District,2012,581.0,519.0,89.3
Suffield School District,2012,206.0,190.0,92.2
The Bridge Academy District,2012,41.0,33.0,80.5
The Gilbert School District,2012,89.0,84.0,94.4
The Woodstock Academy District,2012,286.0,274.0,95.8
Thomaston School District,2012,93.0,86.0,92.5
Thompson School District,2012,101.0,90.0,89.1
Tolland School District,2012,231.0,226.0,97.8
Torrington School District,2012,302.0,252.0,83.4
Trumbull School District,2012,542.0,532.0,98.2
Unified School District #1,2012,731.0,23.0,3.1
Unified School District #2,2012,34.0,13.0,38.2
Vernon School District,2012,262.0,225.0,85.9
Wallingford School District,2012,537.0,499.0,92.9
Waterbury School District,2012,1264.0,846.0,66.9
Waterford School District,2012,242.0,224.0,92.6
Watertown School District,2012,234.0,216.0,92.3
West Hartford School District,2012,752.0,718.0,95.5
West Haven School District,2012,387.0,290.0,74.9
Westbrook School District,2012,82.0,78.0,95.1
Weston School District,2012,191.0,190.0,99.5
Westport School District,2012,428.0,420.0,98.1
Wethersfield School District,2012,291.0,268.0,92.1
Wilton School District,2012,313.0,310.0,99.0
Windham School District,2012,183.0,139.0,76.0
Windsor Locks School District,2012,148.0,137.0,92.6
Windsor School District,2012,319.0,285.0,89.3
Wolcott School District,2012,219.0,208.0,95.0
"Five-Year Graduation Rates, 2011-12 All Districts, All Students Export .csv file Notes:Five-Year Graduation Rate is the percentage of students who received a standard diploma within five years, including early and summer graduates from the cohort.  Graduates District Five-Year Cohort Count  Graduation Count  Graduation Rate Amistad Academy District  18  17 * Ansonia School District  200  165  82.5 Avon School District  283  277  97.9 Berlin School District  258  252  97.7 Bethel School District  237  229  96.6 Bloomfield School District  193  172  89.1 Bolton School District  70  67  95.7 Branford School District  259  244  94.2 Bridgeport School District  1,266  898  70.9 Bristol School District  628  558  88.9 Brookfield School District  254  250  98.4 Canton School District  118  116  98.3 Capitol Region Education Council  333  273  82.0 Cheshire School District  408  399  97.8 Clinton School District  121  114  94.2 Colchester School District  243  237  97.5 Common Ground High School District  30  29  96.7 Connecticut Technical Education and Career System  2,531  2,445  96.6 Coventry School District  150  138  92.0 Cromwell School District  151  140  92.7 Danbury School District  754  638  84.6 Darien School District  311  302  97.1 Derby School District  112  89  79.5 East Granby School District  60  58  96.7 East Haddam School District  103  96  93.2 East Hampton School District  164  156  95.1 East Hartford School District  579  481  83.1 East Haven School District  225  172  76.4 East Lyme School District  302  284  94.0 East Windsor School District  88  79  89.8 Eastern Connecticut Regional Educational Service Center (EASTCONN)  85  70  82.4 Ellington School District  200  185  92.5 Elm City College Preparatory School District  19  16 * Enfield School District  513  447  87.1 Explorations District  29  17  58.6 Fairfield School District  692  667  96.4 Farmington School District  305  292  95.7 Glastonbury School District  513  499  97.3 Granby School District  188  185  98.4 Greenwich School District  642  612  95.3 Griswold School District  186  163  87.6 Groton School District  347  286  82.4 Guilford School District  286  282  98.6 Hamden School District  516  460  89.1 Hartford School District  1,395  1,033  74.1 Killingly School District  185  155  83.8 Lebanon School District  129  117  90.7 Ledyard School District  210  196  93.3 Lisbon School District * * * Litchfield School District  103  101  98.1 Madison School District  335  328  97.9 Manchester School District  512  405  79.1 Meriden School District  623  462  74.2 Middletown School District  341  285  83.6 Milford School District  511  465  91.0 Monroe School District  339  336  99.1 Montville School District  221  193  87.3 Naugatuck School District  369  319  86.4 New Britain School District  668  453  67.8 New Canaan School District  330  328  99.4 New Fairfield School District  232  228  98.3 New Haven School District  1,329  1,000  75.2 New London School District  240  165  68.8 New Milford School District  391  362  92.6 Newington School District  335  308  91.9 Newtown School District  404  388  96.0 North Branford School District  162  147  90.7 North Haven School District  291  273  93.8 North Stonington School District  54  48  88.9 Norwalk School District  872  765  87.7 Norwich Free Academy District  636  558  87.7 Norwich School District  70  23  32.9 Old Saybrook School District  144  141  97.9 Oxford School District  146  134  91.8 Plainfield School District  201  179  89.1 Plainville School District  205  192  93.7 Plymouth School District  139  122  87.8 Portland School District  90  84  93.3 Putnam School District  69  61  88.4 Regional School District 01  140  133  95.0 Regional School District 04  159  148  93.1 Regional School District 05  434  423  97.5 Regional School District 06  87  83  95.4 Regional School District 07  203  190  93.6 Regional School District 08  296  279  94.3 Regional School District 09  239  233  97.5 Regional School District 10  229  224  97.8 Regional School District 11  43  42  97.7 Regional School District 12  74  64  86.5 Regional School District 13  142  138  97.2 Regional School District 14  196  192  98.0 Regional School District 15  327  314  96.0 Regional School District 16  195  186  95.4 Regional School District 17  189  179  94.7 Regional School District 18  104  102  98.1 Regional School District 19  302  275  91.1 Ridgefield School District  443  440  99.3 Rocky Hill School District  209  196  93.8 Seymour School District  153  139  90.8 Shelton School District  427  400  93.7 Simsbury School District  407  399  98.0 Somers School District  141  137  97.2 South Windsor School District  384  372  96.9 Southington School District  495  470  94.9 Stafford School District  140  126  90.0 Stamford Academy District  44  28  63.6 Stamford School District  1,176  1,054  89.6 Stonington School District  181  171  94.5 Stratford School District  581  519  89.3 Suffield School District  206  190  92.2 The Bridge Academy District  41  33  80.5 The Gilbert School District  89  84  94.4 The Woodstock Academy District  286  274  95.8 Thomaston School District  93  86  92.5 Thompson School District  101  90  89.1 Tolland School District  231  226  97.8 Torrington School District  302  252  83.4 Trumbull School District  542  532  98.2 Unified School District #1  731  23  3.1 Unified School District #2  34  13  38.2 Vernon School District  262  225  85.9 Wallingford School District  537  499  92.9 Waterbury School District  1,264  846  66.9 Waterford School District  242  224  92.6 Watertown School District  234  216  92.3 West Hartford School District  752  718  95.5 West Haven School District  387  290  74.9 Westbrook School District  82  78  95.1 Weston School District  191  190  99.5 Westport School District  428  420  98.1 Wethersfield School District  291  268  92.1 Wilton School District  313  310  99.0 Windham School District  183  139  76.0 Windsor Locks School District  148  137  92.6 Windsor School District  319  285  89.3 Wolcott School District  219  208  95.0 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2012,,,
