District,fiscal_year,cohort_count,graduation_count,graduation_rate
Stonington School District,2023,147.0,141.0,95.9
Stratford School District,2023,567.0,501.0,88.4
Suffield School District,2023,163.0,158.0,96.9
The Bridge Academy District,2023,36.0,35.0,97.2
The Gilbert School District,2023,74.0,68.0,91.9
The Woodstock Academy District,2023,323.0,321.0,99.4
Thomaston School District,2023,61.0,60.0,98.4
Thompson School District,2023,50.0,44.0,88.0
Tolland School District,2023,186.0,182.0,97.8
Torrington School District,2023,252.0,212.0,84.1
Trumbull School District,2023,509.0,493.0,96.9
Unified School District #1,2023,99.0,,
Unified School District #2,2023,,,
Vernon School District,2023,222.0,185.0,83.3
Wallingford School District,2023,439.0,404.0,92.0
Waterbury School District,2023,1187.0,1011.0,85.2
Waterford School District,2023,188.0,173.0,92.0
Watertown School District,2023,194.0,175.0,90.2
West Hartford School District,2023,742.0,702.0,94.6
West Haven School District,2023,485.0,427.0,88.0
Westbrook School District,2023,65.0,61.0,93.8
Weston School District,2023,180.0,178.0,98.9
Westport School District,2023,440.0,439.0,99.8
Wethersfield School District,2023,307.0,280.0,91.2
Wilton School District,2023,333.0,319.0,95.8
Windham School District,2023,156.0,123.0,78.8
Windsor Locks School District,2023,117.0,104.0,88.9
Windsor School District,2023,292.0,265.0,90.8
Wolcott School District,2023,175.0,167.0,95.4
"Five-Year Graduation Rates, 2022-23 All Districts, All Students Export .csv file Notes:Five-Year Graduation Rate is the percentage of students who received a standard diploma within five years, including early and summer graduates from the cohort.  Graduates District Five-Year Cohort Count  Graduation Count  Graduation Rate Achievement First Bridgeport Academy District  64  59  92.2 Achievement First Hartford Academy District  70  64  91.4 Amistad Academy District  66  65  98.5 Ansonia School District  139  113  81.3 Avon School District  229  221  96.5 Berlin School District  244  232  95.1 Bethel School District  247  237  96.0 Bloomfield School District  155  143  92.3 Bolton School District  74  71  95.9 Branford School District  208  195  93.8 Bridgeport School District  1,346  1,046  77.7 Bristol School District  653  595  91.1 Brookfield School District  212  207  97.6 Canton School District  128  121  94.5 Capital Preparatory Harbor School District  35  35 100.0 Capitol Region Education Council  494  463  93.7 Cheshire School District  340  328  96.5 Clinton School District  162  157  96.9 Colchester School District  187  168  89.8 Common Ground High School District  55  44  80.0 Connecticut Technical Education and Career System  2,615  2,528  96.7 Coventry School District  104  98  94.2 Cromwell School District  149  147  98.7 Danbury School District  789  659  83.5 Darien School District  340  337  99.1 Derby School District  91  71  78.0 East Granby School District  72  72 100.0 East Haddam School District  61  58  95.1 East Hampton School District  124  121  97.6 East Hartford School District  429  378  88.1 East Haven School District  226  186  82.3 East Lyme School District  259  250  96.5 East Windsor School District  73  63  86.3 Eastern Connecticut Regional Educational Service Center (EASTCONN)  97  80  82.5 Ellington School District  210  200  95.2 Elm City College Preparatory School District  43  43 100.0 Enfield School District  414  370  89.4 Explorations District  36  22  61.1 Fairfield School District  741  717  96.8 Farmington School District  297  293  98.7 Glastonbury School District  479  467  97.5 Goodwin University Educational Services (GUES)  118  110  93.2 Granby School District  131  127  96.9 Great Oaks Charter School District  67  58  86.6 Greenwich School District  690  665  96.4 Griswold School District  137  118  86.1 Groton School District  240  204  85.0 Guilford School District  292  279  95.5 Hamden School District  462  393  85.1 Hartford School District  1,186  972  82.0 Highville Charter School District  11  10 * Jumoke Academy District  7  7 * Killingly School District  189  166  87.8 Learn  108  101  93.5 Lebanon School District  69  67  97.1 Ledyard School District  188  182  96.8 Litchfield School District  57  56  98.2 Madison School District  219  217  99.1 Manchester School District  453  391  86.3 Meriden School District  649  551  84.9 Middletown School District  335  310  92.5 Milford School District  430  407  94.7 Monroe School District  250  247  98.8 Montville School District  120  105  87.5 Naugatuck School District  335  302  90.1 New Britain School District  660  488  73.9 New Canaan School District  329  326  99.1 New Fairfield School District  153  153 100.0 New Haven School District  1,465  1,147  78.3 New London School District  228  167  73.2 New Milford School District  345  308  89.3 Newington School District  335  318  94.9 Newtown School District  362  352  97.2 North Branford School District  122  120  98.4 North Haven School District  223  211  94.6 North Stonington School District  56  56 100.0 Norwalk School District  895  835  93.3 Norwich Free Academy District  547  502  91.8 Old Saybrook School District  96  94  97.9 Oxford School District  143  141  98.6 Plainfield School District  136  128  94.1 Plainville School District  184  157  85.3 Plymouth School District  93  86  92.5 Portland School District  82  70  85.4 Putnam School District  71  60  84.5 Regional School District 01  82  79  96.3 Regional School District 04  130  126  96.9 Regional School District 05  319  309  96.9 Regional School District 06  98  97  99.0 Regional School District 07  152  149  98.0 Regional School District 08  215  206  95.8 Regional School District 09  202  193  95.5 Regional School District 10  164  160  97.6 Regional School District 11  33  26  78.8 Regional School District 12  68  66  97.1 Regional School District 13  123  114  92.7 Regional School District 14  166  161  97.0 Regional School District 15  280  272  97.1 Regional School District 16  160  149  93.1 Regional School District 17  154  148  96.1 Regional School District 18  108  106  98.1 Regional School District 19  258  243  94.2 Ridgefield School District  392  381  97.2 Rocky Hill School District  179  167  93.3 Seymour School District  156  138  88.5 Shelton School District  351  320  91.2 Simsbury School District  292  276  94.5 Somers School District  113  109  96.5 South Windsor School District  346  337  97.4 Southington School District  550  524  95.3 Stafford School District  102  94  92.2 Stamford School District  1,166  962  82.5 Stonington School District  147  141  95.9 Stratford School District  567  501  88.4 Suffield School District  163  158  96.9 The Bridge Academy District  36  35  97.2 The Gilbert School District  74  68  91.9 The Woodstock Academy District  323  321  99.4 Thomaston School District  61  60  98.4 Thompson School District  50  44  88.0 Tolland School District  186  182  97.8 Torrington School District  252  212  84.1 Trumbull School District  509  493  96.9 Unified School District #1  99 * * Unified School District #2 * * * Vernon School District  222  185  83.3 Wallingford School District  439  404  92.0 Waterbury School District  1,187  1,011  85.2 Waterford School District  188  173  92.0 Watertown School District  194  175  90.2 West Hartford School District  742  702  94.6 West Haven School District  485  427  88.0 Westbrook School District  65  61  93.8 Weston School District  180  178  98.9 Westport School District  440  439  99.8 Wethersfield School District  307  280  91.2 Wilton School District  333  319  95.8 Windham School District  156  123  78.8 Windsor Locks School District  117  104  88.9 Windsor School District  292  265  90.8 Wolcott School District  175  167  95.4 * The data are suppressed to ensure confidentiality. * N/A is displayed when a category is not applicable for a district or school.",2023,,,
